id;session;timestamp;experiment;data.url;data.meta;data.sender;data.sender_type;data.sender_id;data.consent;data.share;data.;data.ended_on;data.duration;data.time_run;data.time_render;data.time_show;data.time_end;data.time_commit;data.timestamp;data.time_switch;data.ProlificID;data.img_idx_practice;data.counter_practice;data.tense;data.energetic;data.img_idx;data.counter_main
1;session_548;27/03/2025 10:24;AIDEI10A;[List];[Record];Consent Form;html.Form;0;True;True;;form submission;4913,7;8818,3;8809,9;8826,5;13740,2;13740,5;2025-03-27T09:24:01.600Z;13744,082;;;;;;;
2;session_548;27/03/2025 10:24;AIDEI10A;;;Prolific ID;html.Form;1;;;;form submission;3376,418;13740,7;13744,082;13744,082;17120,5;17120,7;2025-03-27T09:24:04.981Z;17127;TESTFATIH;;;;;;
2;session_548;27/03/2025 10:24;AIDEI10A;;;Experiment Information;html.Form;2;;;;form submission;1672,4;17120,9;17110,52;17127;18799,4;18799,5;2025-03-27T09:24:06.659Z;18810;;;;;;;
2;session_548;27/03/2025 10:24;AIDEI10A;;;Practice  Screen;canvas.Screen;3_0_0;;;;timeout;16,4;18799,7;18793,76;18810;18812,1;18813,4;2025-03-27T09:24:06.673Z;18826,4;;static\living room_0.png;0.0;;;;
2;session_548;27/03/2025 10:24;AIDEI10A;;;Practice Questionnaire;html.Form;3_0_1;;;;form submission;1867,5;18813,5;18812,1;18826,4;20693,9;20694;2025-03-27T09:24:08.554Z;20693,758;;static\living room_0.png;0.0;3.0;4.0;;
2;session_548;27/03/2025 10:24;AIDEI10A;;;Practice  Sequence;flow.Sequence;3_0;;;;completion;1883,9;18799,7;18793,76;18810;20693,9;20694,3;2025-03-27T09:24:08.554Z;20693,758;;static\living room_0.png;0.0;;;;
2;session_548;27/03/2025 10:24;AIDEI10A;;;Practice  Screen;canvas.Screen;3_1_0;;;;timeout;16,142;20694,4;20693,758;20693,758;20698;20698,2;2025-03-27T09:24:08.558Z;20709,9;;static\office room_24.png;1.0;;;;
2;session_548;27/03/2025 10:24;AIDEI10A;;;Practice Questionnaire;html.Form;3_1_1;;;;form submission;1686,1;20698,2;20698;20709,9;22396;22396,2;2025-03-27T09:24:10.256Z;22410,3;;static\office room_24.png;1.0;4.0;3.0;;
2;session_548;27/03/2025 10:24;AIDEI10A;;;Practice  Sequence;flow.Sequence;3_1;;;;completion;1702,242;20694,4;20693,758;20693,758;22396;22396,3;2025-03-27T09:24:10.256Z;22410,3;;static\office room_24.png;1.0;;;;
2;session_548;27/03/2025 10:24;AIDEI10A;;;Practice  Screen;canvas.Screen;3_2_0;;;;timeout;16,8;22396,4;22394,1;22410,3;22410,8;22411;2025-03-27T09:24:10.271Z;22427,1;;static\restaurant_80.png;2.0;;;;
3;session_551;27/03/2025 10:35;AIDEI10A;[List];[Record];Consent Form;html.Form;0;True;True;;form submission;8732,7;5019,5;5008,258;5025;13757,7;13758,4;2025-03-27T09:35:38.151Z;13758,648;;;;;;;
