Participant id,Status,Started at,Completed at,Time taken,Total approvals,Fluent languages,Dyslexia,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
participant_691,APPROVED,2025-03-28T08:18:32.908000Z,2025-03-28T08:41:25.877000Z,1373.0,175,English,No,32,Female,Black,South Africa,South Africa,South Africa,Other,Yes,Unemployed (and job seeking)
participant_683,RETURNED,2025-03-28T08:16:31.034000Z,2025-03-28T08:27:51.084000Z,,21,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_684,APPROVED,2025-03-28T08:18:21.161000Z,2025-03-28T08:37:56.955000Z,1176.0,99,"English, Other",No,30,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_672,APPROVED,2025-03-28T08:18:50.400000Z,2025-03-28T08:47:06.608000Z,1697.0,46,English,No,26,Female,Black,Nigeria,United Kingdom,Nigeria,English,Yes,Part-Time
participant_671,APPROVED,2025-03-28T08:20:16.813000Z,2025-03-28T08:29:46.741000Z,570.0,543,"Italian, English",No,32,Female,White,Italy,Italy,Italy,Italian,No,Full-Time
participant_686,APPROVED,2025-03-28T08:21:20.598000Z,2025-03-28T08:39:58.223000Z,1118.0,735,"English, French, Romanian, Italian",No,41,Female,White,Romania,Luxembourg,Luxembourg,Romanian,No,Full-Time
participant_696,RETURNED,2025-03-28T08:21:31.540000Z,,,317,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_676,APPROVED,2025-03-28T08:24:38.234000Z,2025-03-28T08:37:32.913000Z,775.0,467,"Portuguese, English",No,27,Female,White,Brazil,Portugal,Brazil,Portuguese,No,Unemployed (and job seeking)
participant_692,APPROVED,2025-03-28T08:28:26.187000Z,2025-03-28T09:07:51.023000Z,2365.0,87,"English, Japanese, Chinese, Greek",No,22,Male,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
participant_702,APPROVED,2025-03-28T08:28:40.202000Z,2025-03-28T08:49:29.118000Z,1249.0,729,English,No,27,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_673,RETURNED,2025-03-28T08:29:16.515000Z,,,1964,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_690,REJECTED,2025-03-28T08:31:54.018000Z,2025-03-28T08:49:23.040000Z,1050.0,33,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_688,APPROVED,2025-03-28T08:33:52.344000Z,2025-03-28T08:52:33.711000Z,1122.0,16,"Arabic, Korean, Afrikaans, English",No,19,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_677,RETURNED,2025-03-28T09:16:35.139000Z,,,291,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_693,APPROVED,2025-03-28T09:17:31.004000Z,2025-03-28T09:49:36.331000Z,1926.0,212,"Spanish, English",No,28,Male,Mixed,Spain,Spain,Spain,Spanish,Yes,Full-Time
participant_698,REJECTED,2025-03-28T09:53:27.220000Z,2025-03-28T10:09:09.529000Z,943.0,998,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_689,APPROVED,2025-04-01T07:46:40.755000Z,2025-04-01T07:59:30.201000Z,770.0,203,"English, French",No,24,Female,White,France,France,France,English,Yes,Full-Time
participant_699,APPROVED,2025-04-01T07:56:16.131000Z,2025-04-01T08:22:20.320000Z,1565.0,217,English,No,30,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
participant_695,APPROVED,2025-04-01T08:12:41.040000Z,2025-04-01T08:22:38.359000Z,598.0,155,"English, Malay",No,43,Female,Asian,Malaysia,Malaysia,Malaysia,English,No,Full-Time
