id;session;timestamp;experiment;data.url;data.meta;data.sender;data.sender_type;data.sender_id;data.consent;data.share;data.;data.ended_on;data.duration;data.time_run;data.time_render;data.time_show;data.time_end;data.time_commit;data.timestamp;data.time_switch;data.ProlificID;data.img_idx_practice;data.counter_practice;data.tense;data.energetic;data.img_idx;data.counter_main
1;session_635;28/03/2025 08:57;AIDEI13A;[List];[Record];Consent Form;html.Form;0;True;True;;form submission;6606,6;8220,5;8212;8228,9;14835,5;14835,8;2025-03-28T07:57:51.927Z;14845,4;;;;;;;
2;session_635;28/03/2025 08:58;AIDEI13A;;;Prolific ID;html.Form;1;;;;form submission;2609,8;14836;14829,496;14845,4;17455,2;17455,3;2025-03-28T07:57:54.547Z;17462,7;TESTFATIH;;;;;;
2;session_635;28/03/2025 08:58;AIDEI13A;;;Experiment Information;html.Form;2;;;;form submission;1303,8;17455,4;17446,444;17462,7;18766,5;18766,6;2025-03-28T07:57:55.858Z;18795,6;;;;;;;
2;session_635;28/03/2025 08:58;AIDEI13A;;;Practice  Screen;canvas.Screen;3_0_0;;;;timeout;17,1;18766,6;18779,066;18795,6;18796,3;18796,5;2025-03-28T07:57:55.888Z;18812,7;;static\living room_0.png;0.0;;;;
2;session_635;28/03/2025 08:58;AIDEI13A;;;Practice Questionnaire;html.Form;3_0_1;;;;form submission;1726,1;18796,6;18796,3;18812,7;20538,8;20538,9;2025-03-28T07:57:57.630Z;20545,7;;static\living room_0.png;0.0;4.0;5.0;;
2;session_635;28/03/2025 08:58;AIDEI13A;;;Practice  Sequence;flow.Sequence;3_0;;;;completion;1743,2;18766,6;18779,066;18795,6;20538,8;20539;2025-03-28T07:57:57.630Z;20545,7;;static\living room_0.png;0.0;;;;
2;session_635;28/03/2025 08:58;AIDEI13A;;;Practice  Screen;canvas.Screen;3_1_0;;;;timeout;17,2;20539,1;20529,3;20545,7;20547,7;20547,9;2025-03-28T07:57:57.639Z;20562,9;;static\office room_24.png;1.0;;;;
2;session_635;28/03/2025 08:58;AIDEI13A;;;Practice Questionnaire;html.Form;3_1_1;;;;form submission;1288;20548;20547,7;20562,9;21850,9;21851;2025-03-28T07:57:58.942Z;21862,3;;static\office room_24.png;1.0;5.0;4.0;;
2;session_635;28/03/2025 08:58;AIDEI13A;;;Practice  Sequence;flow.Sequence;3_1;;;;completion;1305,2;20539,1;20529,3;20545,7;21850,9;21851,1;2025-03-28T07:57:58.942Z;21862,3;;static\office room_24.png;1.0;;;;
2;session_635;28/03/2025 08:58;AIDEI13A;;;Practice  Screen;canvas.Screen;3_2_0;;;;timeout;17,2;21851,2;21846,1;21862,3;21862,7;21863;2025-03-28T07:57:58.954Z;21879,5;;static\restaurant_80.png;2.0;;;;
2;session_635;28/03/2025 08:58;AIDEI13A;;;Practice Questionnaire;html.Form;3_2_1;;;;form submission;2053,4;21863,1;21862,7;21879,5;23932,9;23933;2025-03-28T07:58:01.024Z;23963;;static\restaurant_80.png;2.0;6.0;5.0;;
