id;session;timestamp;experiment;data.url;data.meta;data.sender;data.sender_type;data.sender_id;data.consent;data.share;data.;data.ended_on;data.duration;data.time_run;data.time_render;data.time_show;data.time_end;data.time_commit;data.timestamp;data.time_switch;data.ProlificID;data.img_idx_practice;data.counter_practice;data.tense;data.energetic;data.img_idx;data.counter_main
1;session_764;31/03/2025 15:07;AIDEI18A;[List];[Record];Consent Form;html.Form;0;True;True;;form submission;4467,2;13321,2;13294,094;13326,8;17794;17794,3;2025-03-31T13:06:54.862Z;17793,6;;;;;;;
2;session_764;31/03/2025 15:07;AIDEI18A;;;Prolific ID;html.Form;1;;;;form submission;4127,4;17794,6;17793,496;17793,6;21921;21921,1;2025-03-31T13:06:58.989Z;21927,5;TESTFATIH;;;;;;
3;session_775;31/03/2025 15:08;AIDEI18A;[List];[Record];Consent Form;html.Form;0;True;True;;form submission;6360,1;7795,4;7774,8;7791,8;14151,9;14152,2;2025-03-31T13:08:21.156Z;14157,7;;;;;;;
4;session_766;31/03/2025 15:14;AIDEI18A;[List];[Record];Consent Form;html.Form;0;True;True;;form submission;5340,36;8050;8049,82;8055,64;13396;13397;2025-03-31T13:13:58.600Z;13395,9;;;;;;;
5;session_766;31/03/2025 15:14;AIDEI18A;;;Prolific ID;html.Form;1;;;;form submission;4325,1;13397;13394,36;13395,9;17721;17721;2025-03-31T13:14:02.924Z;17722,28;participant_837;;;;;;
6;session_766;31/03/2025 15:14;AIDEI18A;;;Experiment Information;html.Form;2;;;;form submission;27162,72;17721;17720,14;17722,28;44885;44885;2025-03-31T13:14:30.088Z;44888,84;;;;;;;
6;session_766;31/03/2025 15:14;AIDEI18A;;;Practice  Screen;canvas.Screen;3_0_0;;;;timeout;13,88;44886;44885,16;44888,84;44889;44889;2025-03-31T13:14:30.091Z;44902,72;;static\living room_0.png;0.0;;;;
7;session_766;31/03/2025 15:14;AIDEI18A;;;Practice Questionnaire;html.Form;3_0_1;;;;form submission;8412,28;44889;44889;44902,72;53315;53315;2025-03-31T13:14:38.518Z;53319,38;;static\living room_0.png;0.0;3.0;6.0;;
7;session_766;31/03/2025 15:14;AIDEI18A;;;Practice  Sequence;flow.Sequence;3_0;;;;completion;8426,16;44886;44885,16;44888,84;53315;53315;2025-03-31T13:14:38.518Z;53319,38;;static\living room_0.png;0.0;;;;
7;session_766;31/03/2025 15:14;AIDEI18A;;;Practice  Screen;canvas.Screen;3_1_0;;;;timeout;6,94;53315;53314,94;53319,38;53319;53319;2025-03-31T13:14:38.522Z;53326,32;;static\office room_24.png;1.0;;;;
