Participant id,Status,Started at,Completed at,Time taken,Total approvals,Fluent languages,Dyslexia,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
participant_1035,APPROVED,2025-03-25T16:15:58Z,2025-03-25T16:30:20.663000Z,863.0,109,"Russian, English, Estonian",No,30,Female,White,Estonia,Estonia,Estonia,Estonian,No,Other
participant_1033,APPROVED,2025-03-25T16:16:23.640000Z,2025-03-25T16:31:58.343000Z,935.0,672,"English, Polish",No,38,Male,White,Poland,Poland,Poland,Polish,No,Full-Time
participant_1022,APPROVED,2025-03-25T16:18:21.541000Z,2025-03-25T16:49:23.618000Z,1863.0,108,"English, Other",No,28,Female,Mixed,South Africa,South Africa,South Africa,English,No,Full-Time
participant_1019,APPROVED,2025-03-25T16:15:47.749000Z,2025-03-25T16:33:38.997000Z,1072.0,55,"Other, Swahili, English",No,23,Male,Black,South Africa,South Africa,South Africa,Other,Yes,Full-Time
participant_1036,APPROVED,2025-03-25T16:16:07.306000Z,2025-03-25T16:29:48.391000Z,822.0,520,"English, Polish, Russian",No,22,Male,White,Poland,Poland,Poland,Polish,Yes,Part-Time
participant_1014,APPROVED,2025-03-25T16:17:38.696000Z,2025-03-25T16:40:45.222000Z,1387.0,279,English,No,30,Female,Black,South Africa,South Africa,South Africa,English,Yes,DATA_EXPIRED
participant_1017,APPROVED,2025-03-25T16:17:59.443000Z,2025-03-25T16:48:23.512000Z,1825.0,49,English,No,28,Male,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
participant_1021,APPROVED,2025-03-25T16:18:36.019000Z,2025-03-25T16:51:53.903000Z,1998.0,82,English,No,23,Male,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
participant_1029,APPROVED,2025-03-25T16:18:44.669000Z,2025-03-25T16:27:40.003000Z,536.0,65,"Arabic, English",No,21,Male,Other,Egypt,Hungary,Egypt,Arabic,Yes,Part-Time
participant_1023,RETURNED,2025-03-25T16:28:00.057000Z,,,312,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_1034,RETURNED,2025-03-25T16:19:57.079000Z,,,120,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_1027,APPROVED,2025-03-25T16:19:48.583000Z,2025-03-25T16:44:03.475000Z,1455.0,739,"English, Polish",No,30,Male,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,Full-Time
participant_1028,APPROVED,2025-03-25T16:19:46.180000Z,2025-03-25T17:00:51.147000Z,2465.0,131,English,No,25,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_1020,APPROVED,2025-03-25T16:19:46.450000Z,2025-03-25T16:30:49.998000Z,664.0,46,"English, Portuguese",No,24,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Part-Time
participant_1026,RETURNED,2025-03-25T16:20:50.915000Z,,,239,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_1015,APPROVED,2025-03-25T16:23:57.395000Z,2025-03-25T16:34:40.083000Z,643.0,177,"Vietnamese, English",No,31,Male,Asian,Canada,Canada,Canada,English,No,Part-Time
participant_1016,APPROVED,2025-03-25T16:23:51.106000Z,2025-03-25T16:39:57.659000Z,967.0,274,"Croatian, English, German, Macedonian, Serbian, Slovenian",No,40,Male,White,Bosnia and Herzegovina,Slovenia,Bosnia and Herzegovina,Croatian,No,Full-Time
participant_1031,APPROVED,2025-03-25T16:25:29.163000Z,2025-03-25T16:33:27.777000Z,479.0,399,"English, Polish",No,25,Male,White,Poland,Poland,Poland,Polish,No,Unemployed (and job seeking)
participant_1030,APPROVED,2025-03-25T16:27:20.981000Z,2025-03-25T16:40:43.624000Z,803.0,182,"Portuguese, English",No,25,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Full-Time
participant_1037,APPROVED,2025-03-25T16:27:37.591000Z,2025-03-25T16:39:55.144000Z,738.0,325,"Portuguese, English, Spanish",No,29,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Unemployed (and job seeking)
participant_1039,APPROVED,2025-03-25T16:27:44.263000Z,2025-03-25T16:42:42.154000Z,898.0,69,"Afrikaans, English, French",No,65,Female,Black,South Africa,South Africa,South Africa,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
participant_1038,APPROVED,2025-03-25T16:29:36.349000Z,2025-03-25T16:46:44.619000Z,1029.0,177,"Italian, French, English",No,36,Female,White,Italy,Italy,Italy,Italian,No,Due to start a new job within the next month
participant_1025,APPROVED,2025-03-25T16:30:46.233000Z,2025-03-25T17:21:55.620000Z,3070.0,5,"English, French, German, Other, Swahili",No,28,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
participant_1024,APPROVED,2025-03-25T16:31:00.271000Z,2025-03-25T16:52:41.629000Z,1302.0,8,"English, Other",No,27,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_1018,APPROVED,2025-03-25T16:31:24.752000Z,2025-03-25T16:51:48.890000Z,1225.0,27,"Afrikaans, English, French",No,29,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
participant_1040,APPROVED,2025-03-25T16:31:40.262000Z,2025-03-25T16:43:33.507000Z,714.0,8,English,No,22,Male,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
participant_1032,APPROVED,2025-03-25T16:32:00.377000Z,2025-03-25T16:47:26.007000Z,926.0,103,"English, French, Portuguese, Spanish, Swahili, German, Afrikaans",No,57,Male,Black,Swaziland,South Africa,South Africa,English,No,Full-Time
