id;session;timestamp;experiment;data.url;data.meta;data.sender;data.sender_type;data.sender_id;data.consent;data.share;data.;data.ended_on;data.duration;data.time_run;data.time_render;data.time_show;data.time_end;data.time_commit;data.timestamp;data.time_switch;data.ProlificID;data.img_idx_practice;data.counter_practice;data.valence;data.approach;data.img_idx;data.counter_main
1;session_302;03/04/2025 09:35;AIDEI19V;[List];[Record];Consent Form;html.Form;0;True;True;;form submission;14121,1;6634,5;6615,6;6633;20754,1;20754,4;2025-04-03T07:35:40.585Z;20782,8;;;;;;;
2;session_302;03/04/2025 09:35;AIDEI19V;;;Prolific ID;html.Form;1;;;;form submission;3012,1;20754,6;20765,6;20782,8;23794,9;23795,1;2025-04-03T07:35:43.625Z;23799,2;TESTFATIH;;;;;;
2;session_302;03/04/2025 09:35;AIDEI19V;;;Experiment Information;html.Form;2;;;;form submission;6710,4;23795,3;23783,584;23799,2;30509,6;30509,7;2025-04-03T07:35:50.340Z;30532,3;;;;;;;
2;session_302;03/04/2025 09:35;AIDEI19V;;;Practice  Screen;canvas.Screen;3_0_0;;;;timeout;16,5;30509,8;30516,1;30532,3;30532,9;30534;2025-04-03T07:35:50.364Z;30548,8;;static\living room_0.png;0.0;;;;
2;session_302;03/04/2025 09:35;AIDEI19V;;;Practice Questionnaire;html.Form;3_0_1;;;;form submission;2166,4;30534,1;30532,9;30548,8;32715,2;32715,4;2025-04-03T07:35:52.546Z;32716,4;;static\living room_0.png;0.0;5.0;6.0;;
2;session_302;03/04/2025 09:35;AIDEI19V;;;Practice  Sequence;flow.Sequence;3_0;;;;completion;2182,9;30509,8;30516,1;30532,3;32715,2;32715,7;2025-04-03T07:35:52.546Z;32716,4;;static\living room_0.png;0.0;;;;
2;session_302;03/04/2025 09:35;AIDEI19V;;;Practice  Screen;canvas.Screen;3_1_0;;;;timeout;17,3;32715,8;32715,996;32716,4;32720,3;32720,4;2025-04-03T07:35:52.551Z;32733,7;;static\office room_24.png;1.0;;;;
3;session_302;03/04/2025 09:36;AIDEI19V;;;Practice Questionnaire;html.Form;3_1_1;;;;form submission;2535,1;32720,5;32720,3;32733,7;35268,8;35269;2025-04-03T07:35:55.099Z;35282,9;;static\office room_24.png;1.0;7.0;7.0;;
3;session_302;03/04/2025 09:36;AIDEI19V;;;Practice  Sequence;flow.Sequence;3_1;;;;completion;2552,4;32715,8;32715,996;32716,4;35268,8;35269,1;2025-04-03T07:35:55.099Z;35282,9;;static\office room_24.png;1.0;;;;
3;session_302;03/04/2025 09:36;AIDEI19V;;;Practice  Screen;canvas.Screen;3_2_0;;;;timeout;17,2;35269,2;35266,1;35282,9;35283,4;35283,6;2025-04-03T07:35:55.114Z;35300,1;;static\restaurant_80.png;2.0;;;;
3;session_302;03/04/2025 09:36;AIDEI19V;;;Practice Questionnaire;html.Form;3_2_1;;;;form submission;1562,8;35283,7;35283,4;35300,1;36862,9;36863,2;2025-04-03T07:35:56.693Z;36866,3;;static\restaurant_80.png;2.0;6.0;7.0;;
3;session_302;03/04/2025 09:36;AIDEI19V;;;Practice  Sequence;flow.Sequence;3_2;;;;completion;1580;35269,1;35266,1;35282,9;36862,9;36863,3;2025-04-03T07:35:56.694Z;36866,3;;static\restaurant_80.png;2.0;;;;
3;session_302;03/04/2025 09:36;AIDEI19V;;;Practice Loop;flow.Loop;3;;;;completion;6330,6;30509,8;30516,1;30532,3;36862,9;36863,3;2025-04-03T07:35:56.694Z;36866,3;;;;;;;
3;session_302;03/04/2025 09:36;AIDEI19V;;;Experiment Information Main;html.Form;4;;;;form submission;1249;36863,3;36850,094;36866,3;38115,3;38115,4;2025-04-03T07:35:57.946Z;38115,932;;;;;;;
3;session_302;03/04/2025 09:36;AIDEI19V;;;Screen;canvas.Screen;5_0_0;;;;timeout;16,868;38115,4;38115,932;38115,932;38117;38117,1;2025-04-03T07:35:57.947Z;38132,8;;;;;;restaurant__18.png;0.0
4;session_302;03/04/2025 09:36;AIDEI19V;;;Questionnaire;html.Form;5_0_1;;;;form submission;3285,8;38117,2;38117;38132,8;41418,6;41418,8;2025-04-03T07:36:01.249Z;41449,1;;;;5.0;5.0;restaurant__18.png;0.0
4;session_302;03/04/2025 09:36;AIDEI19V;;;Sequence;flow.Sequence;5_0;;;;completion;3302,668;38115,4;38115,932;38115,932;41418,6;41418,9;2025-04-03T07:36:01.249Z;41449,1;;;;;;restaurant__18.png;0.0
4;session_302;03/04/2025 09:36;AIDEI19V;;;Screen;canvas.Screen;5_1_0;;;;timeout;16,9;41419;41432,7;41449,1;41449,7;41449,8;2025-04-03T07:36:01.280Z;41466;;;;;;office__155.png;1.0
