Participant id,Status,Started at,Completed at,Time taken,Total approvals,Fluent languages,Dyslexia,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
participant_323,REJECTED,2025-04-03T07:53:39.234000Z,2025-04-03T08:01:00.377000Z,442.0,16,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_329,APPROVED,2025-04-03T07:55:48.874000Z,2025-04-03T08:15:22.780000Z,1174.0,53,English,No,25,Female,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
participant_333,APPROVED,2025-04-03T07:57:23.964000Z,2025-04-03T08:15:40.955000Z,1097.0,203,English,No,46,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
participant_308,RETURNED,2025-04-03T07:55:57.016000Z,,,15,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_319,REJECTED,2025-04-03T07:56:06.936000Z,2025-04-03T08:06:16.386000Z,610.0,14,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_309,APPROVED,2025-04-03T07:56:29.173000Z,2025-04-03T08:04:41.683000Z,493.0,93,"Basque, Spanish, English",No,19,Male,White,Spain,Spain,Spain,Spanish,Yes,Other
participant_313,APPROVED,2025-04-03T07:57:11.769000Z,2025-04-03T08:13:51.858000Z,1001.0,170,English,No,68,Male,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
participant_325,APPROVED,2025-04-03T07:57:33.355000Z,2025-04-03T08:15:02.825000Z,1050.0,66,English,No,34,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_326,APPROVED,2025-04-03T07:56:49.204000Z,2025-04-03T08:31:42.381000Z,2094.0,103,English,No,33,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
participant_316,APPROVED,2025-04-03T07:57:07.600000Z,2025-04-03T08:10:21.664000Z,795.0,34,English,No,34,Female,Mixed,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking)
participant_312,APPROVED,2025-04-03T07:57:24.101000Z,2025-04-03T08:06:06.109000Z,523.0,2,"Afrikaans, Dutch, English",No,48,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_310,APPROVED,2025-04-03T08:00:26.441000Z,2025-04-03T08:14:14.716000Z,829.0,830,English,No,40,Female,Mixed,Australia,Australia,Australia,English,No,Part-Time
participant_334,APPROVED,2025-04-03T08:02:50.796000Z,2025-04-03T08:18:00.370000Z,910.0,131,"English, Other",No,39,Female,Black,South Africa,South Africa,South Africa,Other,Yes,Full-Time
participant_315,APPROVED,2025-04-03T08:09:52.234000Z,2025-04-03T08:28:11.090000Z,1099.0,17,"German, Afrikaans, English",No,19,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
