Participant id,Status,Started at,Completed at,Time taken,Total approvals,Fluent languages,Dyslexia,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
participant_161,RETURNED,2025-03-17T10:16:51.090000Z,,,21,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_176,APPROVED,2025-03-17T10:08:17.460000Z,2025-03-17T10:21:03.287000Z,766.0,258,"Italian, English",No,32,Male,White,Italy,Italy,Italy,Italian,No,Full-Time
participant_169,APPROVED,2025-03-17T10:07:29.143000Z,2025-03-17T10:20:02.075000Z,753.0,7,English,No,22,Male,Black,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking)
participant_162,APPROVED,2025-03-17T10:09:15.279000Z,2025-03-17T10:18:25.553000Z,551.0,48,English,No,43,Female,White,Greece,Greece,Greece,Greek,No,Unemployed (and job seeking)
participant_178,APPROVED,2025-03-17T10:09:26.761000Z,2025-03-17T10:23:18.560000Z,832.0,1125,"English, Italian, Russian",No,66,Male,White,Italy,Italy,Italy,Italian,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
participant_173,RETURNED,2025-03-17T10:22:00.019000Z,,,744,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_158,APPROVED,2025-03-17T10:13:12.510000Z,2025-03-17T10:44:20.089000Z,1868.0,16,"Italian, English, Spanish",No,32,Male,White,Italy,Italy,Italy,Italian,No,Full-Time
participant_177,APPROVED,2025-03-17T10:13:53.410000Z,2025-03-17T10:41:25.047000Z,1652.0,91,English,No,29,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
participant_163,APPROVED,2025-03-17T10:14:46.663000Z,2025-03-17T10:32:46.211000Z,1080.0,371,"English, Other",No,25,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
participant_168,APPROVED,2025-03-17T10:20:48.272000Z,2025-03-17T10:37:11.965000Z,984.0,140,"Hindi, English",No,24,Male,Asian,India,India,India,English,Yes,Part-Time
participant_175,RETURNED,2025-03-17T10:20:47.304000Z,,,189,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_164,APPROVED,2025-03-17T10:21:02.985000Z,2025-03-17T10:41:03.403000Z,1201.0,177,English,No,28,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
participant_183,APPROVED,2025-03-17T10:21:32.420000Z,2025-03-17T10:32:28.206000Z,656.0,238,"English, Italian, Chinese",No,30,Female,White,Italy,Italy,Italy,Italian,No,Full-Time
participant_160,APPROVED,2025-03-17T10:24:07.020000Z,2025-03-17T10:41:14.444000Z,1028.0,2234,English,No,75,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
participant_165,APPROVED,2025-03-17T10:31:34.488000Z,2025-03-17T11:00:03.352000Z,1709.0,745,"Afrikaans, English, French, German, Norwegian",No,24,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
participant_172,APPROVED,2025-03-17T10:33:15.152000Z,2025-03-17T10:55:30.340000Z,1336.0,13,English,No,32,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_185,APPROVED,2025-04-07T09:28:23.098000Z,2025-04-07T09:48:16.960000Z,1194.0,470,"Vietnamese, English",No,31,Female,Asian,Vietnam,Australia,Vietnam,Vietnamese,No,Full-Time
