id;session;timestamp;experiment;data.url;data.meta;data.sender;data.sender_type;data.sender_id;data.consent;data.share;data.;data.ended_on;data.duration;data.time_run;data.time_render;data.time_show;data.time_end;data.time_commit;data.timestamp;data.time_switch;data.ProlificID;data.img_idx_practice;data.counter_practice;data.valence;data.approach;data.img_idx;data.counter_main
1;session_430;11/03/2025 14:34;AIDEI6V;[List];[Record];Consent Form;html.Form;0;True;True;;form submission;8505,4;72407,4;72398;72414,8;80920,2;80920,8;2025-03-11T13:34:16.921Z;80931,2;;;;;;;
2;session_430;11/03/2025 14:34;AIDEI6V;;;Prolific ID;html.Form;1;;;;form submission;4651,4;80921;80914,838;80931,2;85582,6;85582,9;2025-03-11T13:34:21.583Z;85597,7;test;;;;;;
2;session_430;11/03/2025 14:34;AIDEI6V;;;Experiment Information;html.Form;2;;;;form submission;1353,8;85583;85581,348;85597,7;86951,5;86952;2025-03-11T13:34:22.952Z;86964,7;;;;;;;
2;session_430;11/03/2025 14:34;AIDEI6V;;;Practice  Screen;canvas.Screen;3_0_0;;;;timeout;16,6;86952,2;86948,2;86964,7;86965,2;86965,5;2025-03-11T13:34:22.965Z;86981,3;;static\living room_0.png;0.0;;;;
3;session_430;11/03/2025 14:34;AIDEI6V;;;Practice Questionnaire;html.Form;3_0_1;;;;form submission;13080,1;86965,6;86965,2;86981,3;100061,4;100061,7;2025-03-11T13:34:36.061Z;100064,3;;static\living room_0.png;0.0;5.0;5.0;;
3;session_430;11/03/2025 14:34;AIDEI6V;;;Practice  Sequence;flow.Sequence;3_0;;;;completion;13096,7;86952,1;86948,2;86964,7;100061,4;100062;2025-03-11T13:34:36.062Z;100064,3;;static\living room_0.png;0.0;;;;
3;session_430;11/03/2025 14:34;AIDEI6V;;;Practice  Screen;canvas.Screen;3_1_0;;;;timeout;16,9;100062,1;100048,218;100064,3;100067,6;100067,7;2025-03-11T13:34:36.068Z;100081,2;;static\office room_24.png;1.0;;;;
4;session_436;11/03/2025 15:56;AIDEI6V;[List];[Record];Consent Form;html.Form;0;True;True;;form submission;5635,4;4566,7;4559,9;4576,3;10211,7;10212,2;2025-03-11T14:56:20.189Z;10227,3;;;;;;;
4;session_436;11/03/2025 15:56;AIDEI6V;;;Prolific ID;html.Form;1;;;;form submission;2496,7;10212,6;10210,394;10227,3;12724;12724,3;2025-03-11T14:56:22.702Z;12726,5;TEST;;;;;;
5;session_428;11/03/2025 16:23;AIDEI6V;[List];[Record];Consent Form;html.Form;0;True;True;;form submission;46041;8015,5;7999,6;8032,8;54073,8;54074,4;2025-03-11T15:23:39.552Z;54075,374;;;;;;;
6;session_428;11/03/2025 16:23;AIDEI6V;;;Prolific ID;html.Form;1;;;;form submission;9302,026;54074,6;54075,374;54075,374;63377,4;63377,7;2025-03-11T15:23:48.855Z;63383,512;participant_466;;;;;;
7;session_428;11/03/2025 16:26;AIDEI6V;;;Practice Questionnaire;html.Form;3_2_1;;;;form submission;7492,1;232032,8;232032,1;232048,1;239540,2;239540,5;2025-03-11T15:26:45.018Z;239541,912;;static\restaurant_80.png;2.0;6.0;5.0;;
7;session_428;11/03/2025 16:26;AIDEI6V;;;Practice  Sequence;flow.Sequence;3_2;;;;completion;7508,8;232020;232015,374;232031,4;239540,2;239540,6;2025-03-11T15:26:45.018Z;239541,912;;static\restaurant_80.png;2.0;;;;
7;session_428;11/03/2025 16:26;AIDEI6V;;;Practice Loop;flow.Loop;3;;;;completion;26208,7;213318,7;213315,316;213331,5;239540,2;239540,8;2025-03-11T15:26:45.018Z;239541,912;;;;;;;
8;session_428;11/03/2025 16:27;AIDEI6V;;;Experiment Information Main;html.Form;4;;;;form submission;25718,088;239540,8;239541,912;239541,912;265260;265260,1;2025-03-11T15:27:10.738Z;265268,2;;;;;;;
8;session_428;11/03/2025 16:27;AIDEI6V;;;Screen;canvas.Screen;5_0_0;;;;timeout;16,6;265260,3;265252,11;265268,2;265268,7;265269,2;2025-03-11T15:27:10.747Z;265284,8;;;;;;restaurant__236.png;0.0
9;session_428;11/03/2025 16:27;AIDEI6V;;;Questionnaire;html.Form;5_0_1;;;;form submission;6696,7;265269,4;265268,7;265284,8;271981,5;271981,7;2025-03-11T15:27:17.459Z;271995,4;;;;4.0;2.0;restaurant__236.png;0.0
9;session_428;11/03/2025 16:27;AIDEI6V;;;Sequence;flow.Sequence;5_0;;;;completion;6713,3;265260,3;265252,11;265268,2;271981,5;271981,9;2025-03-11T15:27:17.459Z;271995,4;;;;;;restaurant__236.png;0.0
9;session_428;11/03/2025 16:27;AIDEI6V;;;Screen;canvas.Screen;5_1_0;;;;timeout;16,7;271982;271979,248;271995,4;271995,9;271996,1;2025-03-11T15:27:17.474Z;272012,1;;;;;;kitchen__37.png;1.0
10;session_428;11/03/2025 16:27;AIDEI6V;;;Questionnaire;html.Form;5_1_1;;;;form submission;5806,9;271996,1;271995,9;272012,1;277819;277819,2;2025-03-11T15:27:23.297Z;277824,078;;;;6.0;6.0;kitchen__37.png;1.0
10;session_428;11/03/2025 16:27;AIDEI6V;;;Sequence;flow.Sequence;5_1;;;;completion;5823,6;271982;271979,248;271995,4;277819;277819,2;2025-03-11T15:27:23.297Z;277824,078;;;;;;kitchen__37.png;1.0
10;session_428;11/03/2025 16:27;AIDEI6V;;;Screen;canvas.Screen;5_2_0;;;;timeout;16,222;277819,3;277824,078;277824,078;277828,7;277828,8;2025-03-11T15:27:23.306Z;277840,3;;;;;;kitchen__92.png;2.0
11;session_428;11/03/2025 16:27;AIDEI6V;;;Questionnaire;html.Form;5_2_1;;;;form submission;5023,2;277828,9;277828,7;277840,3;282863,5;282863,6;2025-03-11T15:27:28.341Z;282885,6;;;;6.0;5.0;kitchen__92.png;2.0
11;session_428;11/03/2025 16:27;AIDEI6V;;;Sequence;flow.Sequence;5_2;;;;completion;5039,422;277819,3;277824,078;277824,078;282863,5;282863,8;2025-03-11T15:27:28.341Z;282885,6;;;;;;kitchen__92.png;2.0
11;session_428;11/03/2025 16:27;AIDEI6V;;;Screen;canvas.Screen;5_3_0;;;;timeout;16,7;282863,8;282869;282885,6;282886,1;282886,2;2025-03-11T15:27:28.364Z;282902,3;;;;;;bedroom__28.png;3.0
12;session_419;11/03/2025 16:27;AIDEI6V;[List];[Record];Consent Form;html.Form;0;True;True;;form submission;12793,5;28226,8;28202,6;28219,4;41012,9;41013,4;2025-03-11T15:27:30.207Z;41018,9;;;;;;;
13;session_419;11/03/2025 16:27;AIDEI6V;;;Prolific ID;html.Form;1;;;;form submission;4047,2;41013,6;41002,524;41018,9;45066,1;45066,4;2025-03-11T15:27:34.259Z;45118,3;participant_463;;;;;;
14;session_428;11/03/2025 16:27;AIDEI6V;;;Questionnaire;html.Form;5_3_1;;;;form submission;7372;282886,4;282886,1;282902,3;290274,3;290274,4;2025-03-11T15:27:35.752Z;290279,1;;;;5.0;5.0;bedroom__28.png;3.0
14;session_428;11/03/2025 16:27;AIDEI6V;;;Sequence;flow.Sequence;5_3;;;;completion;7388,7;282863,8;282869;282885,6;290274,3;290274,5;2025-03-11T15:27:35.752Z;290279,1;;;;;;bedroom__28.png;3.0
14;session_428;11/03/2025 16:27;AIDEI6V;;;Screen;canvas.Screen;5_4_0;;;;timeout;16,5;290274,7;290262,9;290279,1;290279,8;290279,9;2025-03-11T15:27:35.757Z;290295,6;;;;;;living room__7.png;4.0
15;session_428;11/03/2025 16:27;AIDEI6V;;;Questionnaire;html.Form;5_4_1;;;;form submission;5226,6;290280;290279,8;290295,6;295522,2;295522,4;2025-03-11T15:27:41.000Z;295524,876;;;;6.0;5.0;living room__7.png;4.0
15;session_428;11/03/2025 16:27;AIDEI6V;;;Sequence;flow.Sequence;5_4;;;;completion;5243,1;290274,6;290262,9;290279,1;295522,2;295522,6;2025-03-11T15:27:41.000Z;295524,876;;;;;;living room__7.png;4.0
15;session_428;11/03/2025 16:27;AIDEI6V;;;Screen;canvas.Screen;5_5_0;;;;timeout;16,124;295522,6;295524,876;295524,876;295532,9;295533,2;2025-03-11T15:27:41.011Z;295541;;;;;;bedroom__109.png;5.0
16;session_428;11/03/2025 16:27;AIDEI6V;;;Questionnaire;html.Form;5_5_1;;;;form submission;4766,5;295533,4;295532,9;295541;300307,5;300307,8;2025-03-11T15:27:45.785Z;300320;;;;5.0;5.0;bedroom__109.png;5.0
16;session_428;11/03/2025 16:27;AIDEI6V;;;Sequence;flow.Sequence;5_5;;;;completion;4782,624;295522,6;295524,876;295524,876;300307,5;300307,9;2025-03-11T15:27:45.785Z;300320;;;;;;bedroom__109.png;5.0
16;session_428;11/03/2025 16:27;AIDEI6V;;;Screen;canvas.Screen;5_6_0;;;;timeout;16,6;300307,9;300304,004;300320;300320,5;300320,6;2025-03-11T15:27:45.798Z;300336,6;;;;;;living room__37.png;6.0
17;session_419;11/03/2025 16:27;AIDEI6V;;;Experiment Information;html.Form;2;;;;form submission;14435,4;45066,6;45118,126;45118,3;59553,7;59553,8;2025-03-11T15:27:48.747Z;59569;;;;;;;
17;session_419;11/03/2025 16:27;AIDEI6V;;;Practice  Screen;canvas.Screen;3_0_0;;;;timeout;16,2;59554,1;59552,298;59569;59572,7;59573;2025-03-11T15:27:48.766Z;59585,2;;static\living room_0.png;0.0;;;;
18;session_428;11/03/2025 16:27;AIDEI6V;;;Questionnaire;html.Form;5_6_1;;;;form submission;5529,2;300320,7;300320,5;300336,6;305865,8;305866;2025-03-11T15:27:51.344Z;305865,67;;;;6.0;6.0;living room__37.png;6.0
18;session_428;11/03/2025 16:27;AIDEI6V;;;Sequence;flow.Sequence;5_6;;;;completion;5545,8;300307,9;300304,004;300320;305865,8;305866,2;2025-03-11T15:27:51.344Z;305865,67;;;;;;living room__37.png;6.0
18;session_428;11/03/2025 16:27;AIDEI6V;;;Screen;canvas.Screen;5_7_0;;;;timeout;16,03;305866,3;305865,67;305865,67;305868,9;305869;2025-03-11T15:27:51.346Z;305881,7;;;;;;office__103.png;7.0
19;session_428;11/03/2025 16:27;AIDEI6V;;;Questionnaire;html.Form;5_7_1;;;;form submission;5941,3;305869,1;305868,9;305881,7;311823;311823,1;2025-03-11T15:27:57.301Z;311827,006;;;;4.0;4.0;office__103.png;7.0
19;session_428;11/03/2025 16:27;AIDEI6V;;;Sequence;flow.Sequence;5_7;;;;completion;5957,33;305866,2;305865,67;305865,67;311823;311823,2;2025-03-11T15:27:57.301Z;311827,006;;;;;;office__103.png;7.0
19;session_428;11/03/2025 16:27;AIDEI6V;;;Screen;canvas.Screen;5_8_0;;;;timeout;15,894;311823,3;311827,006;311827,006;311832,6;311832,8;2025-03-11T15:27:57.310Z;311842,9;;;;;;restaurant__162.png;8.0
20;session_419;11/03/2025 16:27;AIDEI6V;;;Practice Questionnaire;html.Form;3_0_1;;;;form submission;7860,9;59573,1;59572,7;59585,2;67446,1;67446,3;2025-03-11T15:27:56.639Z;67452,1;;static\living room_0.png;0.0;6.0;6.0;;
20;session_419;11/03/2025 16:27;AIDEI6V;;;Practice  Sequence;flow.Sequence;3_0;;;;completion;7877,1;59554,1;59552,298;59569;67446,1;67446,6;2025-03-11T15:27:56.639Z;67452,1;;static\living room_0.png;0.0;;;;
20;session_419;11/03/2025 16:27;AIDEI6V;;;Practice  Screen;canvas.Screen;3_1_0;;;;timeout;16,8;67446,8;67451,296;67452,1;67464,9;67465,2;2025-03-11T15:27:56.658Z;67468,9;;static\office room_24.png;1.0;;;;
21;session_428;11/03/2025 16:28;AIDEI6V;;;Questionnaire;html.Form;5_8_1;;;;form submission;5136,4;311832,9;311832,6;311842,9;316979,3;316979,6;2025-03-11T15:28:02.457Z;316988,3;;;;6.0;6.0;restaurant__162.png;8.0
21;session_428;11/03/2025 16:28;AIDEI6V;;;Sequence;flow.Sequence;5_8;;;;completion;5152,294;311823,3;311827,006;311827,006;316979,3;316979,6;2025-03-11T15:28:02.457Z;316988,3;;;;;;restaurant__162.png;8.0
21;session_428;11/03/2025 16:28;AIDEI6V;;;Screen;canvas.Screen;5_9_0;;;;timeout;16,7;316979,7;316972,514;316988,3;316988,7;316988,9;2025-03-11T15:28:02.466Z;317005;;;;;;dining room__135.png;9.0
22;session_419;11/03/2025 16:28;AIDEI6V;;;Practice Questionnaire;html.Form;3_1_1;;;;form submission;5641,8;67465,3;67464,9;67468,9;73110,7;73110,9;2025-03-11T15:28:02.303Z;73118,8;;static\office room_24.png;1.0;5.0;3.0;;
22;session_419;11/03/2025 16:28;AIDEI6V;;;Practice  Sequence;flow.Sequence;3_1;;;;completion;5658,6;67446,7;67451,296;67452,1;73110,7;73111,1;2025-03-11T15:28:02.304Z;73118,8;;static\office room_24.png;1.0;;;;
22;session_419;11/03/2025 16:28;AIDEI6V;;;Practice  Screen;canvas.Screen;3_2_0;;;;timeout;16,6;73111,2;73102,126;73118,8;73123,2;73123,4;2025-03-11T15:28:02.316Z;73135,4;;static\restaurant_80.png;2.0;;;;
23;session_428;11/03/2025 16:28;AIDEI6V;;;Questionnaire;html.Form;5_9_1;;;;form submission;5121,2;316988,9;316988,7;317005;322126,2;322126,5;2025-03-11T15:28:07.604Z;322133,7;;;;6.0;6.0;dining room__135.png;9.0
23;session_428;11/03/2025 16:28;AIDEI6V;;;Sequence;flow.Sequence;5_9;;;;completion;5137,9;316979,7;316972,514;316988,3;322126,2;322126,5;2025-03-11T15:28:07.604Z;322133,7;;;;;;dining room__135.png;9.0
23;session_428;11/03/2025 16:28;AIDEI6V;;;Screen;canvas.Screen;5_10_0;;;;timeout;16,7;322126,5;322117,644;322133,7;322134,3;322134,5;2025-03-11T15:28:07.612Z;322150,4;;;;;;office__30.png;10.0
24;session_419;11/03/2025 16:28;AIDEI6V;;;Practice Questionnaire;html.Form;3_2_1;;;;form submission;5910,5;73123,5;73123,2;73135,4;79045,9;79046,1;2025-03-11T15:28:08.239Z;79051,4;;static\restaurant_80.png;2.0;7.0;6.0;;
24;session_419;11/03/2025 16:28;AIDEI6V;;;Practice  Sequence;flow.Sequence;3_2;;;;completion;5927,1;73111,2;73102,126;73118,8;79045,9;79046,3;2025-03-11T15:28:08.239Z;79051,4;;static\restaurant_80.png;2.0;;;;
24;session_419;11/03/2025 16:28;AIDEI6V;;;Practice Loop;flow.Loop;3;;;;completion;19476,9;59554,1;59552,298;59569;79045,9;79046,4;2025-03-11T15:28:08.239Z;79051,4;;;;;;;
25;session_419;11/03/2025 16:28;AIDEI6V;;;Experiment Information Main;html.Form;4;;;;form submission;10457,4;79046,5;79035,394;79051,4;89508,8;89509;2025-03-11T15:28:18.701Z;89517,5;;;;;;;
25;session_419;11/03/2025 16:28;AIDEI6V;;;Screen;canvas.Screen;5_0_0;;;;timeout;16,9;89509,1;89501,894;89517,5;89517,7;89517,9;2025-03-11T15:28:18.710Z;89534,4;;;;;;living room__291.png;0.0
26;session_428;11/03/2025 16:28;AIDEI6V;;;Questionnaire;html.Form;5_10_1;;;;form submission;6509,4;322134,6;322134,3;322150,4;328659,8;328660;2025-03-11T15:28:14.137Z;328661,582;;;;4.0;4.0;office__30.png;10.0
26;session_428;11/03/2025 16:28;AIDEI6V;;;Sequence;flow.Sequence;5_10;;;;completion;6526,1;322126,5;322117,644;322133,7;328659,8;328660,1;2025-03-11T15:28:14.138Z;328661,582;;;;;;office__30.png;10.0
26;session_428;11/03/2025 16:28;AIDEI6V;;;Screen;canvas.Screen;5_11_0;;;;timeout;16,218;328660,1;328661,582;328661,582;328669,3;328669,5;2025-03-11T15:28:14.147Z;328677,8;;;;;;dining room__122.png;11.0
27;session_419;11/03/2025 16:28;AIDEI6V;;;Questionnaire;html.Form;5_0_1;;;;form submission;4149;89517,9;89517,7;89534,4;93683,4;93683,6;2025-03-11T15:28:22.876Z;93684,8;;;;7.0;7.0;living room__291.png;0.0
27;session_419;11/03/2025 16:28;AIDEI6V;;;Sequence;flow.Sequence;5_0;;;;completion;4165,9;89509,1;89501,894;89517,5;93683,4;93683,8;2025-03-11T15:28:22.876Z;93684,8;;;;;;living room__291.png;0.0
