Participant id,Status,Started at,Completed at,Time taken,Total approvals,Fluent languages,Dyslexia,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
participant_279,APPROVED,2025-03-18T12:27:53.997000Z,2025-03-18T12:38:32.369000Z,639.0,3,English,No,41,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_299,RETURNED,2025-03-18T12:28:58.687000Z,,,432,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_285,TIMED-OUT,2025-03-18T12:29:52.696000Z,,171127.0,17,"Dutch, Italian, English",No,58,Female,White,Netherlands,Sweden,Netherlands,Dutch,No,DATA_EXPIRED
participant_287,APPROVED,2025-03-18T12:30:36.491000Z,2025-03-18T12:46:14.511000Z,939.0,339,English,No,25,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_277,APPROVED,2025-03-18T12:30:36.356000Z,2025-03-18T13:04:06.500000Z,2011.0,2,"English, Portuguese",No,18,Male,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
participant_295,APPROVED,2025-03-18T12:31:03.771000Z,2025-03-18T12:49:32.504000Z,1109.0,234,"Afrikaans, English",No,39,Female,White,South Africa,South Africa,South Africa,Afrikaans,Yes,Full-Time
participant_305,APPROVED,2025-03-18T12:31:24.222000Z,2025-03-18T12:52:39.553000Z,1276.0,2434,English,No,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
participant_284,APPROVED,2025-03-18T12:32:22.086000Z,2025-03-18T12:50:38.505000Z,1097.0,72,English,No,28,Female,Black,South Africa,South Africa,South Africa,Other,Yes,Full-Time
participant_294,APPROVED,2025-03-18T12:33:01.064000Z,2025-03-18T12:44:53.121000Z,713.0,113,"English, Other",No,34,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
participant_292,APPROVED,2025-03-18T12:33:44.547000Z,2025-03-18T12:48:00.652000Z,857.0,845,English,No,32,Female,Black,Zimbabwe,South Africa,Zimbabwe,English,No,Full-Time
