Participant id,Status,Started at,Completed at,Time taken,Total approvals,Fluent languages,Dyslexia,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
participant_955,APPROVED,2025-03-25T12:18:11.981000Z,2025-03-25T12:30:19.569000Z,728.0,424,English,No,38,Male,Black,United States,United States,United States,English,No,Full-Time
participant_968,RETURNED,2025-03-25T12:18:12.572000Z,,,679,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_978,RETURNED,2025-03-25T12:29:00.017000Z,,,420,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_960,APPROVED,2025-03-25T12:18:49.716000Z,2025-03-25T12:39:47.054000Z,1258.0,25,"French, Italian, English",No,18,Female,White,Italy,Italy,Italy,Italian,Yes,Unemployed (and job seeking)
participant_962,APPROVED,2025-03-25T12:19:01.216000Z,2025-03-25T12:34:29.494000Z,929.0,240,"English, Spanish, Basque",No,22,Male,White,Romania,Spain,Romania,Romanian,No,Unemployed (and job seeking)
participant_972,APPROVED,2025-03-25T12:19:52.532000Z,2025-03-25T12:39:29.481000Z,1177.0,203,English,No,23,Male,Black,South Africa,South Africa,South Africa,English,Yes,Other
participant_982,APPROVED,2025-03-25T12:19:01.132000Z,2025-03-25T12:34:28.056000Z,927.0,270,English,No,28,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_976,APPROVED,2025-03-25T12:19:33.810000Z,2025-03-25T12:36:06.477000Z,993.0,1,English,No,40,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
participant_969,APPROVED,2025-03-25T12:22:15.726000Z,2025-03-25T12:41:21.513000Z,1146.0,892,"Portuguese, Spanish, English",No,46,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
participant_977,APPROVED,2025-03-25T12:21:46.410000Z,2025-03-25T12:43:50.096000Z,1324.0,830,English,No,54,Female,Black,South Africa,South Africa,South Africa,Other,No,Part-Time
participant_973,APPROVED,2025-03-25T12:26:13.948000Z,2025-03-25T12:43:20.122000Z,1027.0,757,"English, French",No,41,Female,Mixed,Canada,Canada,Canada,English,No,Full-Time
