id;session;timestamp;experiment;data.url;data.meta;data.sender;data.sender_type;data.sender_id;data.consent;data.share;data.;data.ended_on;data.duration;data.time_run;data.time_render;data.time_show;data.time_end;data.time_commit;data.timestamp;data.time_switch;data.ProlificID;data.img_idx_practice;data.counter_practice;data.tense;data.energetic;data.img_idx;data.counter_main
1;session_887;25/03/2025 13:10;AIDEI4A;[List];[Record];Consent Form;html.Form;0;True;True;;form submission;86857,4;8461,9;8443,9;8460,7;95318,1;95318,3;2025-03-25T12:10:38.882Z;95327;;;;;;;
2;session_887;25/03/2025 13:10;AIDEI4A;;;Prolific ID;html.Form;1;;;;form submission;2548;95318,4;95310,062;95327;97875;97875,1;2025-03-25T12:10:41.439Z;97877,5;TESTFATIH;;;;;;
2;session_887;25/03/2025 13:10;AIDEI4A;;;Experiment Information;html.Form;2;;;;form submission;3308,7;97875,2;97860,792;97877,5;101186,2;101186,4;2025-03-25T12:10:44.750Z;101193,9;;;;;;;
2;session_887;25/03/2025 13:10;AIDEI4A;;;Practice  Screen;canvas.Screen;3_0_0;;;;timeout;16,2;101186,5;101177,7;101193,9;101194,3;101194,5;2025-03-25T12:10:44.758Z;101210,1;;static\living room_0.png;0.0;;;;
3;session_887;25/03/2025 13:10;AIDEI4A;;;Practice Questionnaire;html.Form;3_0_1;;;;form submission;5364,4;101194,7;101194,3;101210,1;106574,5;106574,7;2025-03-25T12:10:50.138Z;106577,3;;static\living room_0.png;0.0;6.0;7.0;;
3;session_887;25/03/2025 13:10;AIDEI4A;;;Practice  Sequence;flow.Sequence;3_0;;;;completion;5380,6;101186,5;101177,7;101193,9;106574,5;106574,8;2025-03-25T12:10:50.139Z;106577,3;;static\living room_0.png;0.0;;;;
3;session_887;25/03/2025 13:10;AIDEI4A;;;Practice  Screen;canvas.Screen;3_1_0;;;;timeout;16;106575;106560,43;106577,3;106578,6;106578,7;2025-03-25T12:10:50.142Z;106593,3;;static\office room_24.png;1.0;;;;
4;session_887;25/03/2025 13:11;AIDEI4A;;;Practice Questionnaire;html.Form;3_1_1;;;;form submission;6681,5;106578,7;106578,6;106593,3;113274,8;113275;2025-03-25T12:10:56.839Z;113277,1;;static\office room_24.png;1.0;6.0;6.0;;
4;session_887;25/03/2025 13:11;AIDEI4A;;;Practice  Sequence;flow.Sequence;3_1;;;;completion;6697,5;106575;106560,43;106577,3;113274,8;113275,1;2025-03-25T12:10:56.839Z;113277,1;;static\office room_24.png;1.0;;;;
4;session_887;25/03/2025 13:11;AIDEI4A;;;Practice  Screen;canvas.Screen;3_2_0;;;;timeout;17;113275,2;113260,556;113277,1;113279,1;113279,4;2025-03-25T12:10:56.843Z;113294,1;;static\restaurant_80.png;2.0;;;;
5;session_868;25/03/2025 13:19;AIDEI4A;[List];[Record];Consent Form;html.Form;0;True;True;;form submission;16622,7;36661,8;36651,8;36685,1;53307,8;53308,6;2025-03-25T12:19:12.790Z;53332,3;;;;;;;
6;session_869;25/03/2025 13:19;AIDEI4A;[List];[Record];Consent Form;html.Form;0;True;True;;form submission;15289,9;45026,9;45014,2;45047,5;60337,4;60337,9;2025-03-25T12:19:15.549Z;60362,8;;;;;;;
7;session_869;25/03/2025 13:19;AIDEI4A;;;Prolific ID;html.Form;1;;;;form submission;4300,6;60338,2;60329,532;60362,8;64663,4;64664,6;2025-03-25T12:19:19.876Z;64683,69;participant_955;;;;;;
8;session_873;25/03/2025 13:19;AIDEI4A;[List];[Record];Consent Form;html.Form;0;True;True;;form submission;44832,84;7536;7536,66;7543,16;52376;52377;2025-03-25T12:19:54.633Z;52375,46;;;;;;;
9;session_868;25/03/2025 13:20;AIDEI4A;;;Prolific ID;html.Form;1;;;;form submission;3732,8;53309,1;53332,062;53332,3;57065,1;57076,3;2025-03-25T12:19:16.558Z;57114,956;participant_968;;;;;;
9;session_868;25/03/2025 13:20;AIDEI4A;;;Experiment Information;html.Form;2;;;;form submission;41659,144;57076,3;57114,956;57114,956;98774,1;98775;2025-03-25T12:19:58.257Z;98806,4;;;;;;;
9;session_868;25/03/2025 13:20;AIDEI4A;;;Practice  Screen;canvas.Screen;3_0_0;;;;timeout;16,6;98775,3;98792,054;98806,4;98817;98817,6;2025-03-25T12:19:58.299Z;98823;;static\living room_0.png;0.0;;;;
10;session_873;25/03/2025 13:20;AIDEI4A;;;Prolific ID;html.Form;1;;;;form submission;2903,54;52377;52373,52;52375,46;55279;55280;2025-03-25T12:19:57.535Z;55292,08;participant_962;;;;;;
11;session_868;25/03/2025 13:20;AIDEI4A;;;Practice Questionnaire;html.Form;3_0_1;;;;form submission;8539,6;98817,8;98817;98823;107362,6;107364,1;2025-03-25T12:20:06.846Z;107388,1;;static\living room_0.png;0.0;3.0;6.0;;
11;session_868;25/03/2025 13:20;AIDEI4A;;;Practice  Sequence;flow.Sequence;3_0;;;;completion;8556,2;98775,3;98792,054;98806,4;107362,6;107364,5;2025-03-25T12:20:06.846Z;107388,1;;static\living room_0.png;0.0;;;;
11;session_868;25/03/2025 13:20;AIDEI4A;;;Practice  Screen;canvas.Screen;3_1_0;;;;timeout;16,6;107364,6;107372,088;107388,1;107389,1;107397,7;2025-03-25T12:20:06.879Z;107404,7;;static\office room_24.png;1.0;;;;
12;session_868;25/03/2025 13:20;AIDEI4A;;;Practice Questionnaire;html.Form;3_1_1;;;;form submission;9858,2;107398;107389,1;107404,7;117262,9;117264,2;2025-03-25T12:20:16.746Z;117270,054;;static\office room_24.png;1.0;2.0;5.0;;
12;session_868;25/03/2025 13:20;AIDEI4A;;;Practice  Sequence;flow.Sequence;3_1;;;;completion;9874,8;107364,5;107372,088;107388,1;117262,9;117264,5;2025-03-25T12:20:16.746Z;117270,054;;static\office room_24.png;1.0;;;;
12;session_868;25/03/2025 13:20;AIDEI4A;;;Practice  Screen;canvas.Screen;3_2_0;;;;timeout;16,046;117264,7;117270,054;117270,054;117278;117278,2;2025-03-25T12:20:16.760Z;117286,1;;static\restaurant_80.png;2.0;;;;
13;session_869;25/03/2025 13:20;AIDEI4A;;;Experiment Information;html.Form;2;;;;form submission;57894,51;64664,7;64683,69;64683,69;122578,2;122578,4;2025-03-25T12:20:17.790Z;122625,2;;;;;;;
13;session_869;25/03/2025 13:20;AIDEI4A;;;Practice  Screen;canvas.Screen;3_0_0;;;;timeout;33,4;122578,6;122591,8;122625,2;122625,8;122626,2;2025-03-25T12:20:17.838Z;122658,6;;static\living room_0.png;0.0;;;;
