,image,edge_density,mean_h_channel,mean_s_channel,mean_v_channel,std_h_channel,std_s_channel,std_v_channel,cnn_symmetry_left_right,cnn_symmetry_up_down,slope_redies,fourier_sigma,2d_fractal_dimension,1st_order_eoe,room_type,reading,gaming,socializing,cleaning,playing,exercise,working,shopping,enclosed area,far-away horizon,open area,semi-enclosed area,bed,window ,cabinet,table,plant,chair,"painting, picture",sofa,lamp,cushion,flower,book,light,orientation5,length7,curvature7
691,kitchen_1617.png,79.142,0.09413,0.3368,0.5526,0.1185,0.2903,0.254,0.3158,0.3118,-2.91,0.004339,1.193,3.762,kitchen,0.3797143516682127,0.2659434799023109,0.1982050984151616,0.3724244439811205,0.2272526093439546,0.2107176352202367,0.3336180863334244,0.1946470981515061,0.726740446453903,0.2656079479487247,0.3184685700695256,0.2414217976769369,0,1,1,0,0,0,0,0,0,0,0,0,1,2528.2267778164,455.008688044583,19.5378216232257
692,kitchen_1624.png,68.709,0.08348,0.2201,0.7442,0.08848,0.1964,0.2133,0.3021,0.3826,-2.704,0.006056,1.35,3.771,kitchen,0.2989761511631771,0.2376442449856862,0.1812640285402592,0.333939402148358,0.2136909577040627,0.2321309025205035,0.2780643049506476,0.214672119328514,0.7085324590589541,0.2783791812756968,0.2816909566933561,0.2510101530265632,0,1,1,0,0,0,0,0,0,0,0,0,1,3650.49100862689,0.0,42.9951764396067
693,kitchen_1625.png,73.01,0.09291,0.319,0.5401,0.1134,0.2325,0.1857,0.4049,0.3758,-2.71,0.008758,1.294,4.154,kitchen,0.3700795956964951,0.2640538743971181,0.2755237287691623,0.3716323468919525,0.2267243986610786,0.2367321718342689,0.3280197549459457,0.2383863355484024,0.7886365911116326,0.2428859364641112,0.215877188271679,0.2301995876750308,0,1,1,1,1,1,0,0,0,0,0,0,1,3527.96459489403,184.351742298153,13.194009323585
694,kitchen_1627.png,96.008,0.06737,0.5799,0.5077,0.05409,0.3347,0.2506,0.3746,0.3855,-2.746,0.01515,1.294,3.631,kitchen,0.4616016853485593,0.2620956868155044,0.3075547598405623,0.3488121077629857,0.2059596121685439,0.200240033710244,0.2602562014991132,0.1691361011007064,0.8231734101073482,0.2464973649445725,0.2352792733909962,0.197840880444589,0,1,1,1,0,1,0,0,1,0,0,0,1,3124.52500805446,590.152268146686,17.8397918160346
695,kitchen_1651.png,107.241,0.105,0.4461,0.3406,0.1219,0.249,0.2467,0.3464,0.5223,-2.719,0.006388,1.356,4.243,kitchen,0.3005056713111844,0.2735813408721411,0.3001302772843159,0.3209049164602614,0.2407929044173077,0.2356282096310283,0.4154783854539056,0.3349671775380284,0.7690902623960167,0.2113877016738408,0.2107221643050444,0.2619167299646754,0,1,1,0,1,1,0,0,0,0,1,1,0,3733.3130873227,512.068708951674,12.6264332727662
696,kitchen_1692.png,72.362,0.09144,0.4737,0.5011,0.04112,0.2679,0.2118,0.3129,0.3055,-2.867,0.01831,1.195,3.397,kitchen,0.4379123530036422,0.2811076365039872,0.2587356593685047,0.3862118644129978,0.2491450936405742,0.2337931309556391,0.3523892382417278,0.2078812479995249,0.8322095238902473,0.2641336953516818,0.2416735462721304,0.2031421413352978,0,0,1,1,0,0,0,0,0,0,0,0,0,3103.61795574041,302.927153794332,23.4869041647707
697,kitchen_1707.png,80.828,0.0612,0.03238,0.6811,0.09937,0.04614,0.2557,0.3589,0.4142,-2.885,0.01457,1.176,3.36,kitchen,0.5034449366575812,0.2662330461421887,0.3639453626464887,0.3058892249638447,0.2366794665116837,0.2243090609389679,0.3027337143929809,0.2137974396820859,0.7545790443592,0.2799015243675458,0.2556269886200436,0.2753244391103251,0,1,1,1,0,1,0,0,1,0,0,0,0,5426.88485824571,1342.50922117293,18.7110776282855
698,kitchen_1711.png,84.365,0.08351,0.4638,0.7023,0.1089,0.2791,0.2158,0.3841,0.4295,-2.93,0.01634,1.222,3.335,kitchen,0.4998741719200473,0.3197823557115881,0.3524158991326054,0.3242868291728941,0.2654953295792117,0.2638807140895726,0.2720736321612714,0.2209912695821141,0.8020244831879011,0.3204583130960068,0.2636388864940082,0.2575682699909097,0,0,1,1,0,1,1,0,0,0,0,0,1,4411.01882478814,232.614605407939,20.60683123224
699,kitchen_1724.png,74.409,0.0491,0.2716,0.5129,0.0954,0.2091,0.2204,0.3507,0.3748,-2.797,0.004972,1.254,3.865,kitchen,0.390560967838282,0.2961535838924611,0.279887713627068,0.3683604368587668,0.2827119855492614,0.2851640529345277,0.3276625569491696,0.2725407277932102,0.760773109748244,0.289448359131659,0.278061653714026,0.2668725692783151,0,1,1,0,1,0,0,0,0,0,1,0,1,3630.01444827014,762.407817571847,14.4400042819154
700,kitchen_1730.png,85.934,0.1967,0.2201,0.3997,0.2535,0.1312,0.2348,0.3729,0.4132,-2.638,0.008692,1.384,3.991,kitchen,0.3502972701286001,0.2647612070794737,0.2550867147508901,0.3095704044447916,0.2593998255741794,0.260647666125456,0.3699506312951265,0.2423784459516505,0.6734316266211839,0.2704289028686237,0.2698594681713279,0.3108166882719834,0,1,1,0,0,0,0,0,0,0,1,0,1,3901.40519092138,234.661904663459,22.3344708326346
701,kitchen_1733.png,112.377,0.03152,0.2051,0.7548,0.1991,0.1952,0.2489,0.4256,0.3991,-2.686,0.007614,1.411,3.856,kitchen,0.383887269014861,0.2760642912411902,0.2869843704809384,0.3489095163801279,0.2266831749322499,0.2520580371736642,0.3290667746122548,0.2733564834193273,0.7461719043551749,0.346974623967946,0.2933046856964245,0.2358540000457349,0,1,1,0,0,0,0,0,0,0,0,0,1,3987.75657984985,0.0,15.038106989571
702,kitchen_1748.png,100.801,0.0514,0.2458,0.693,0.2123,0.275,0.2344,0.3818,0.3432,-2.888,0.01176,1.28,3.408,kitchen,0.3474776496413533,0.262944921366001,0.2088030367760373,0.4113820843565485,0.2199586809153381,0.2164487232567083,0.3527480683848326,0.2291061188848992,0.7666370882624239,0.2938539371235907,0.2883728839202428,0.2211195209979628,0,1,1,0,0,0,0,0,0,0,0,0,0,3526.28237223461,465.289251669623,19.4110528552066
703,kitchen_1749.png,110.12,0.1008,0.1759,0.493,0.09263,0.1644,0.2038,0.3332,0.4244,-2.905,0.02393,1.317,3.466,kitchen,0.4214993130278427,0.2576181461515559,0.2956124223526548,0.3118184069268123,0.2205909281479419,0.2347705639440124,0.3586539844971499,0.2456741233520696,0.7621846915524976,0.2383759405795069,0.2248113896791858,0.2653957980905537,0,1,1,1,0,1,0,0,0,0,0,1,1,2660.51131563465,606.550516072356,9.55332903291126
704,kitchen_1752.png,76.636,0.08817,0.2534,0.4616,0.2147,0.1808,0.2129,0.2887,0.3963,-2.804,0.01007,1.311,3.976,kitchen,0.4196086686680801,0.2755738095378563,0.3721166075151381,0.3465120248017435,0.2112456052413225,0.1954970809309261,0.3057392333205255,0.2399081331168398,0.8027564244970037,0.2818098568878637,0.2283160023632831,0.2464522040736713,0,1,1,1,0,1,0,0,1,0,1,1,1,3685.05287490646,522.234388779204,25.3388812238635
705,kitchen_1785.png,90.376,0.1046,0.4196,0.509,0.0799,0.1642,0.2042,0.3179,0.2507,-2.662,0.01796,1.375,3.656,kitchen,0.3553888812235192,0.2828937905703775,0.230798285609187,0.3881005084446047,0.269146677545573,0.2513988303704138,0.4204745586055217,0.2679706936231127,0.8242343001819878,0.243577495568539,0.2114294017105146,0.2156761920847884,0,1,1,0,0,0,0,0,0,0,0,0,0,3734.88519493402,217.748402192454,23.3092773307299
706,kitchen_1801.png,77.179,0.04746,0.1714,0.5005,0.2168,0.1392,0.2512,0.4388,0.4045,-2.736,0.006907,1.414,4.044,kitchen,0.3343565343650805,0.2545281693093602,0.226685689041203,0.358174602599654,0.2371573771466959,0.227935858206518,0.3854356627608591,0.251545348928952,0.6906871298389171,0.2890608195677376,0.3150876849570473,0.2350596011929936,0,1,1,0,0,0,0,0,0,0,0,0,0,3323.16346718345,693.666497802279,18.8444327084828
707,kitchen_1802.png,106.302,0.02708,0.4483,0.5487,0.1772,0.3348,0.2168,0.4088,0.4022,-2.695,0.01036,1.368,3.936,kitchen,0.3622646766715167,0.2670535432952752,0.2903767195205052,0.3224290795165061,0.2167934627911111,0.233935579258968,0.4139170871719529,0.2443259803599992,0.7802722054389777,0.227873027137973,0.2259853164175467,0.2178067424279206,0,0,1,0,0,0,0,0,0,0,0,1,1,4281.71374467762,144.796729001964,21.4592916630743
708,kitchen_1804.png,89.102,0.1935,0.1255,0.6112,0.2095,0.1664,0.2461,0.3464,0.3785,-2.88,0.006126,1.251,3.609,kitchen,0.3179389338862087,0.2535815151486523,0.2424616301750823,0.3814147480257769,0.2314633846482996,0.2283021530278484,0.4202337783778674,0.2862139345220871,0.7177802056936181,0.245594622901217,0.2905837889572648,0.2295941298681163,0,1,1,0,0,0,0,0,0,0,0,0,1,3238.92397998101,512.955512734332,23.4383149611222
709,kitchen_1810.png,81.733,0.08231,0.6287,0.5907,0.05587,0.2522,0.2001,0.4153,0.4274,-2.731,0.007368,1.347,3.906,kitchen,0.2906156530884601,0.2484869690397532,0.2254953706898164,0.4169975183100627,0.2016473628538418,0.2098371454577116,0.2692965964177601,0.2275952703402251,0.753652197882977,0.2580512525809403,0.2779433630605243,0.2097218488457025,0,1,1,0,1,0,0,0,0,0,0,0,1,3703.38562086177,187.642475916195,18.9980160438405
710,kitchen_1820.png,80.757,0.08375,0.5431,0.4973,0.06997,0.2666,0.2375,0.3952,0.3555,-2.779,0.01481,1.313,3.757,kitchen,0.3800845218758948,0.2894767281454254,0.2573059880491915,0.3458675605548184,0.2210699727179708,0.2205429902708887,0.3643219403995207,0.222832422227337,0.7911518814288975,0.2681466202225016,0.2551085035977415,0.2247347880848047,0,1,1,1,0,1,0,0,0,0,0,0,1,4049.62450224357,252.523655767202,23.3611446321871
711,kitchen_1821.png,88.316,0.0009172,0.3061,0.5657,0.1221,0.2787,0.2114,0.4034,0.3691,-2.831,0.008578,1.269,3.814,kitchen,0.3628589796252743,0.2573761663542515,0.2535842544287071,0.3206533523239401,0.2277045048865357,0.2018889488488729,0.3057166637949942,0.2601010358757008,0.7908683729252479,0.2324778612666743,0.2284735068241637,0.2161722052732002,0,1,1,1,1,1,0,0,1,0,0,0,0,2768.48039994234,346.896886078157,13.1967461929423
712,kitchen_1832.png,98.157,0.09072,0.4415,0.5742,0.08467,0.2844,0.1879,0.4848,0.421,-2.63,0.01144,1.397,4.164,kitchen,0.389537068766342,0.2743425263910182,0.309050397543819,0.3415874456849358,0.2250641199238316,0.2238835112543634,0.3144400964405006,0.2822265500123966,0.785674207969884,0.2844324952758246,0.2555813064848362,0.2379116572530559,0,1,1,0,1,1,1,1,1,0,0,0,1,3622.52708849555,0.0,39.9956986386692
713,kitchen_1835.png,89.937,0.5246,0.197,0.5896,0.3723,0.1829,0.1849,0.4348,0.4223,-2.583,0.005154,1.41,4.149,kitchen,0.3480671929752184,0.2656329701438376,0.2408309782574504,0.3430046226790958,0.2845004579849602,0.2181500330485701,0.3819331594698262,0.3309516693231887,0.7681978634717311,0.2497553601668818,0.2400482977741582,0.228622759847218,0,0,1,1,0,1,0,0,0,0,0,1,0,3585.41334534759,885.895770571245,12.5821428763656
714,kitchen_1837.png,102.674,0.05048,0.3628,0.5634,0.1126,0.2804,0.2641,0.3847,0.4129,-2.825,0.02231,1.288,3.906,kitchen,0.3083782245532173,0.2474292810426524,0.2518360883342255,0.3459428132706472,0.208883677504466,0.2003259036053153,0.4052729905603608,0.2685553500020672,0.762620551248446,0.2337513729991166,0.2709955308817464,0.189214955420857,0,0,1,0,0,0,0,0,0,0,0,0,0,3961.2423978489,203.027998283604,21.8338565218394
715,kitchen_1840.png,93.999,0.07494,0.3634,0.6579,0.1492,0.2881,0.2427,0.3821,0.4097,-2.842,0.01045,1.294,3.837,kitchen,0.3719318594472026,0.2873189009559325,0.2780591614343926,0.3616005221694039,0.2529246207888285,0.2663086821302804,0.3177552118235177,0.2485613872069028,0.8119436440252773,0.2774965940683841,0.2448932891303127,0.2350372227315901,0,1,1,0,0,0,0,0,1,0,0,0,1,4637.20992897528,446.560183900845,12.4523424038763
716,kitchen_1851.png,93.318,0.08686,0.3571,0.5152,0.0504,0.1925,0.2369,0.3769,0.312,-2.761,0.01838,1.3,3.653,kitchen,0.2996393719158305,0.2575067410874191,0.2451404225226172,0.3471110595499817,0.2106710310922601,0.2167374208324654,0.4394057219817371,0.2800712690653656,0.7959285926309627,0.2510073674874438,0.2155313267810043,0.2440691255772397,0,0,1,0,0,1,0,0,0,0,0,0,1,3199.56617964323,770.595535262708,17.0589718427292
717,kitchen_1863.png,92.582,0.08538,0.3118,0.5628,0.1047,0.2269,0.2786,0.4354,0.3935,-2.69,0.006598,1.444,3.865,kitchen,0.3225391131904028,0.2582271082504609,0.2441340291520918,0.3615829816293371,0.178658200649861,0.1899253626160137,0.3437081399266362,0.2502317120098121,0.8258041472033097,0.2699250356243367,0.2136304086099845,0.1994072486616582,0,1,1,0,0,1,0,1,0,0,0,0,1,3648.38075674539,641.516116531332,18.9280666816849
718,kitchen_1875.png,85.908,0.07364,0.7444,0.6365,0.022,0.2595,0.1891,0.4218,0.4554,-2.441,0.0157,1.589,3.876,kitchen,0.3045942238810347,0.2655153715337482,0.2448046844694944,0.3886031810885131,0.218525816715288,0.2275688050641344,0.2912196246272782,0.2618836209564207,0.8073557252758823,0.2935624699895914,0.2464625961751896,0.2161745748178358,0,0,1,1,0,1,0,0,0,0,1,0,0,3883.56683553104,207.298229365427,16.7736576291738
719,kitchen_1878.png,61.382,0.09832,0.1023,0.5156,0.2521,0.1181,0.1844,0.2913,0.3276,-3.002,0.005714,1.21,4.128,kitchen,0.3847645463297883,0.2667186136250116,0.3324521215939021,0.3500745174773892,0.2389383326819412,0.227207522693621,0.3632627273944305,0.2586737487906271,0.7784497168834454,0.2445036523885098,0.2312510880213578,0.2512163804400696,0,0,1,1,1,1,0,1,1,0,0,0,1,2410.76103114145,325.829282913987,5.39869897069767
720,kitchen_1881.png,81.263,0.1678,0.1281,0.5835,0.213,0.164,0.1781,0.398,0.2384,-2.803,0.02559,1.352,3.858,kitchen,0.3900323380003478,0.2533400122229473,0.2782077130803155,0.3174914952071065,0.2254572833869007,0.2168638985169708,0.2962171410776001,0.2302244310460837,0.7835241290603879,0.260751567150743,0.2417946698732306,0.239782682543765,0,0,1,1,0,1,1,0,1,0,0,1,0,3646.9132571819,256.773362310653,18.6506537473618
721,kitchen_1895.png,111.244,0.04539,0.1659,0.6749,0.2173,0.1785,0.2084,0.3432,0.4014,-2.884,0.01294,1.401,3.68,kitchen,0.336228428794636,0.2482940818696039,0.2110844013324366,0.3924630328811838,0.2346867922653604,0.2431370967585275,0.2941585353342934,0.2714438405461866,0.713885747430175,0.2444032929609942,0.2977281357542084,0.2210283085693647,0,0,1,0,1,0,0,0,0,0,0,1,0,3924.59066829821,394.351474483981,15.7338179926374
722,kitchen_1897.png,97.495,0.056,0.6828,0.5143,0.03209,0.1654,0.264,0.4442,0.3483,-2.833,0.011,1.312,3.642,kitchen,0.3551164226794422,0.2835705884086048,0.3081837551731405,0.3475601280516048,0.206222143820431,0.1917164651382226,0.2725744549467048,0.202195704042336,0.8225851984340719,0.2688144469748472,0.2337498106878653,0.2101957533231359,0,1,1,0,1,1,0,0,0,0,1,0,1,3932.83388124316,1016.14978305131,7.87614119799558
723,kitchen_1898.png,76.991,0.07665,0.4012,0.6315,0.06562,0.197,0.1719,0.3819,0.3885,-2.775,0.007868,1.318,4.282,kitchen,0.3845742685794527,0.2723314205747738,0.260781104365042,0.3543815426296632,0.2475140674041464,0.2635187994762747,0.3659475077695551,0.2482697141047342,0.8088604330012492,0.2259782654771006,0.2242895870571409,0.2290889737941076,0,1,1,1,1,1,1,0,0,0,1,0,1,2546.63194417514,493.665693864811,28.344002428817
724,kitchen_1904.png,101.526,0.07733,0.4121,0.574,0.09676,0.2849,0.2311,0.4299,0.4224,-2.817,0.01786,1.339,3.431,kitchen,0.3597718697946793,0.2624575621299319,0.2588946024949659,0.3882771387192291,0.2211546769952949,0.2330010570037253,0.3544018880704154,0.2542286013359183,0.8342804023506941,0.2839892753531336,0.2320413526317438,0.2083055493139239,0,1,1,0,1,0,0,0,1,0,0,0,1,4640.82636012238,692.535033379677,4.96585492796056
725,kitchen_1908.png,93.185,0.05418,0.1033,0.6064,0.1298,0.1237,0.2265,0.3963,0.4035,-2.748,0.0077,1.297,4.074,kitchen,0.3508769889682284,0.2702378804777457,0.2575454222662229,0.3448406385884457,0.2230543701705024,0.2045461961356269,0.3438123802676445,0.2687255883758661,0.7565891954973355,0.2409972455123342,0.2570776722982728,0.26208180741651,0,0,1,0,1,1,1,0,1,0,0,0,1,3271.46795484177,545.076276974679,17.7875651521561
726,kitchen_1911.png,80.387,0.2343,0.15,0.6335,0.228,0.1201,0.1961,0.3631,0.3677,-2.725,0.01688,1.328,3.594,kitchen,0.3148648652277468,0.2373523892571851,0.2015687031408643,0.4308924461583953,0.2080817091194925,0.2119881771797566,0.3768347713650209,0.2562724458979952,0.7842089179746354,0.2425492692410539,0.2620077118607435,0.1964985536634323,0,1,1,0,0,0,0,0,0,0,0,1,0,3776.42833778323,593.05475717704,22.6638793816914
727,kitchen_1912.png,79.593,0.07629,0.699,0.4842,0.03212,0.1769,0.1666,0.4621,0.3208,-2.625,0.006642,1.391,4.066,kitchen,0.292893911347412,0.2454515171996557,0.2384636023802009,0.3593666432243893,0.1827010145206951,0.1821792255412051,0.3821465801251058,0.2443224242673724,0.8176993403654174,0.2290672073099769,0.2358151129577416,0.1779705975433859,0,0,1,1,0,1,0,0,1,0,0,0,1,2615.69022946083,767.756266070394,21.8054111380802
728,kitchen_1933.png,74.023,0.1146,0.3531,0.6536,0.04133,0.182,0.1951,0.3868,0.3371,-2.588,0.00644,1.392,4.138,kitchen,0.3855310324849763,0.2563320028844012,0.2847416359037565,0.3514886640031348,0.2431325369696614,0.2263200783729768,0.2560233639979278,0.2215393437875458,0.6822113187382728,0.2839775252114743,0.3055579851266896,0.2633495480536972,0,0,1,1,0,1,0,0,0,0,0,0,1,3606.44958936946,0.0,29.0827707743779
729,kitchen_1934.png,98.408,0.09441,0.4967,0.6702,0.05198,0.3079,0.1898,0.406,0.3426,-2.707,0.006549,1.445,3.975,kitchen,0.3450236440007651,0.2528703320098156,0.2096535738640798,0.38013118524603,0.2379474980515703,0.2356357410798682,0.2915216413009969,0.213125810605053,0.8144143228967207,0.2804327751993131,0.2547149302597759,0.2172857356794398,0,1,1,0,1,0,0,0,0,0,0,0,1,2900.2340606246,688.254612050918,15.307911507104
730,kitchen_1936.png,62.248,0.9734,0.06887,0.6647,0.2521,0.09366,0.1595,0.3503,0.3577,-2.702,0.005411,1.322,4.084,kitchen,0.3038852242558054,0.2585283786130297,0.231010019787392,0.3508251310622216,0.218775012782775,0.2259163976908796,0.32740699544917,0.2137399417059648,0.7526733311349335,0.2717334539306856,0.276840466325446,0.2331134745449558,0,0,1,0,0,0,0,0,1,0,0,0,1,3282.0271652372,703.393032173026,16.20637535398
731,kitchen_1942.png,93.532,0.065,0.5816,0.4761,0.1042,0.3028,0.2506,0.3761,0.3759,-2.624,0.006928,1.251,3.78,kitchen,0.2978259737424997,0.2675276467179143,0.2342231094899894,0.3829314134032809,0.2124733515507711,0.2291460716741622,0.3249577763735753,0.2257842947451553,0.7808782834139059,0.2347936061591122,0.2327054550916599,0.2281459535136883,0,1,1,0,0,0,0,0,0,0,0,0,0,3734.98656493596,188.647652124005,33.2380588757043
732,kitchen_1943.png,94.758,0.09826,0.2535,0.5128,0.2214,0.1875,0.2137,0.3096,0.4139,-2.677,0.01092,1.381,3.864,kitchen,0.3976507927697655,0.2627892151117659,0.2485642755052413,0.3582943588855823,0.2295895741769659,0.2339398875231932,0.3817082138245674,0.2995506108190022,0.8048706665213805,0.2303834045563162,0.2143618290213182,0.2238447901880755,0,0,1,1,0,0,0,0,1,0,1,1,0,3075.70075873797,0.0,9.94000551192038
733,kitchen_1944.png,99.579,0.06411,0.3506,0.629,0.1561,0.2507,0.2413,0.3932,0.3472,-2.826,0.01429,1.275,4.04,kitchen,0.4257464257597159,0.2973370490643368,0.2747176321290363,0.398624906442953,0.2360357588211772,0.2485399860783153,0.3582934076262961,0.2605837795325986,0.8126113579855633,0.2864205650939027,0.2482828867189728,0.229815474599622,0,0,1,0,0,1,0,0,0,0,0,0,1,3757.72839657488,0.0,6.82678966211781
734,kitchen_1950.png,94.894,0.1057,0.4081,0.5917,0.1226,0.246,0.1919,0.3626,0.3496,-2.649,0.01442,1.484,4.022,kitchen,0.3455641169312612,0.2720604436079953,0.2396611771449524,0.3760685140793438,0.2179708782815098,0.2289886385780807,0.2954226353929848,0.2146415696237391,0.739932793393411,0.2892507360614345,0.3054349298945605,0.2369294340145659,0,0,1,0,0,1,0,0,0,0,0,0,1,3863.06702382693,318.352609318966,8.45023041591803
735,kitchen_1953.png,85.913,0.1316,0.2103,0.4758,0.1708,0.1723,0.234,0.3443,0.3488,-2.772,0.009278,1.349,3.975,kitchen,0.3741604457801475,0.2641399956507949,0.2792673523149111,0.3386548007119908,0.2140889548045605,0.213546641009667,0.5367131105199019,0.2600893725348827,0.8406926455649428,0.2036915719229787,0.1792864839070277,0.2026458193543717,0,1,1,1,1,0,1,0,1,0,0,0,0,2783.16832097978,286.090662845975,23.4632870764038
736,kitchen_1960.png,78.767,0.1971,0.1307,0.5084,0.2263,0.1381,0.2306,0.3081,0.3268,-2.904,0.0123,1.258,3.519,kitchen,0.3898761089974537,0.2674266962771058,0.2320740924107001,0.3473979254592954,0.2290756362409659,0.2287563139164536,0.2991334783256419,0.2064276657970797,0.760178342228873,0.2838186508780639,0.2415145903062044,0.2490233808880852,0,1,1,1,0,1,0,0,1,0,0,0,0,4970.24847444707,876.381085349175,7.3661870764215
737,kitchen_1968.png,99.789,0.0514,0.4681,0.6905,0.0503,0.2393,0.2135,0.43,0.4816,-2.561,0.00568,1.445,3.853,kitchen,0.3795003802849762,0.2731279993947194,0.3514560223666795,0.341795731319913,0.1913356358663685,0.1912159951041474,0.3613127145194811,0.2495391791879026,0.7815613230561951,0.3105800305489221,0.2749651557077493,0.2282975721174701,0,1,1,1,0,1,0,0,1,0,1,0,1,3231.90860815881,684.15481963436,30.953517677845
738,kitchen_1970.png,74.127,0.08025,0.1798,0.6229,0.2022,0.2524,0.2183,0.3801,0.3871,-2.801,0.0051,1.293,3.865,kitchen,0.3451335480990888,0.2590481137935914,0.2560924945371999,0.3724148800710552,0.229060275425546,0.2445906636430121,0.3186594397565704,0.2325231617332727,0.7396029569966677,0.2647378564077252,0.2876114248941304,0.2375701511578745,0,1,1,0,0,0,1,0,0,0,1,1,1,3179.24333234895,373.872322725502,16.9598407586561
739,kitchen_1973.png,116.739,0.07654,0.4212,0.5129,0.06269,0.1443,0.2652,0.4157,0.4137,-2.807,0.005051,1.353,3.329,kitchen,0.2760718091055036,0.2734761548145604,0.2585701044475208,0.3340033299913539,0.2273207658222458,0.2097137407526248,0.34664946909431,0.3203038857964533,0.8391826529771137,0.2381419567130491,0.1964519008307341,0.1859920508977939,0,0,1,1,0,1,0,0,0,0,0,0,1,2877.62110731752,443.613282938139,52.4659168316152
740,kitchen_1978.png,64.626,0.04497,0.2187,0.5619,0.2012,0.2358,0.1774,0.3812,0.3265,-2.925,0.01239,1.214,3.918,kitchen,0.3489684685787067,0.2498539073846959,0.236152870530233,0.3994903469234431,0.2223712782458136,0.2312104349170708,0.3976342195135467,0.2251674202643678,0.8146675187853369,0.2681917297581949,0.2624914972171311,0.1840044374778462,0,0,1,1,0,1,0,0,0,0,0,0,0,2986.07513310727,699.472523226901,15.97645475468
741,kitchen_1980.png,95.798,0.07265,0.2725,0.6086,0.05915,0.182,0.2645,0.3563,0.3296,-2.888,0.006541,1.268,3.722,kitchen,0.3403772099256529,0.2760605639074658,0.2496636870194344,0.3385212188776761,0.2167681567342413,0.223874265926467,0.4368165059821297,0.2089737604029085,0.8336634208917313,0.2046920148979618,0.2083370875959165,0.2139463530029925,0,1,1,1,0,0,0,0,1,0,0,0,1,3147.33027798506,0.0,8.09005915651232
742,kitchen_1982.png,80.468,0.04989,0.4652,0.6522,0.0871,0.2357,0.1702,0.387,0.4037,-2.863,0.008211,1.317,3.947,kitchen,0.3696959244567183,0.2635869158607196,0.2181702551568975,0.4302415118302039,0.2306202267174126,0.226478252280027,0.3197693436215438,0.2404261173163807,0.8490955348534848,0.2529092283418,0.2161199905485021,0.2078705610263416,0,1,1,0,0,0,0,0,0,0,0,1,1,2651.77808675062,206.606273309166,9.78227362868035
743,kitchen_1985.png,81.358,0.1279,0.1657,0.3825,0.2265,0.1505,0.2314,0.3845,0.3812,-2.633,0.007209,1.368,3.992,kitchen,0.3511130508306794,0.2556277508273483,0.312402801056202,0.3821270082161482,0.2070801498796194,0.2054318680023393,0.3744335850414719,0.2174319005213034,0.846668374494527,0.2101894747562802,0.1845018905695368,0.2176869724409153,0,1,1,1,0,1,0,0,0,0,0,0,1,3430.1755132392,0.0,10.8425047060887
744,kitchen_2002.png,74.324,0.08524,0.6708,0.5787,0.04063,0.2284,0.1961,0.3608,0.4216,-2.726,0.01063,1.38,3.421,kitchen,0.3337311678222978,0.2608110140800138,0.2332051252736686,0.3420088001066674,0.2757108511175598,0.2656854272692089,0.3063244337142232,0.2253403279191764,0.8108428393608714,0.2539138892256127,0.2431085822859884,0.2210897575811644,0,0,1,0,0,1,0,0,1,0,0,0,1,4127.85736806512,692.831853933254,26.1104855617474
745,kitchen_2014.png,101.768,0.06666,0.3051,0.5264,0.0836,0.1959,0.2596,0.3503,0.4612,-2.723,0.006334,1.31,3.623,kitchen,0.322053858993883,0.2616321543896732,0.2077445792264532,0.3388848392535455,0.2055130604086066,0.2027039713494494,0.3252284134596874,0.2459186041188454,0.7908822616870517,0.2643822068372459,0.2300300072840499,0.2423443191815284,0,0,1,0,1,0,0,0,0,0,0,0,1,3758.33941305817,232.930320362934,10.8118603211602
746,kitchen_2017.png,75.292,0.0333,0.2995,0.661,0.06995,0.2198,0.1953,0.3696,0.3928,-2.81,0.007465,1.264,4.007,kitchen,0.3965905876881352,0.3221977624806592,0.3180987835589806,0.343418943224608,0.3066235855612666,0.2712439446425334,0.3322054747235741,0.2713368817888263,0.7652633087672384,0.2931192153332028,0.2718196963772432,0.2694398801528687,0,1,1,1,0,1,1,1,1,0,0,0,1,4016.91362968746,617.014425280211,12.9668200421452
747,kitchen_2038.png,67.83,0.06899,0.2746,0.593,0.05908,0.2113,0.2172,0.3578,0.402,-2.81,0.01415,1.227,3.585,kitchen,0.3173518643102496,0.2520352446643539,0.2260865756403799,0.3666377377803405,0.1955759121979882,0.2058093415342239,0.3034764546234529,0.2321087604813786,0.7699743586518905,0.2815648501586469,0.2629338388264627,0.2295734991828648,0,1,1,0,0,0,0,0,0,0,0,0,1,3950.14014240675,0.0,17.1209259249709
748,kitchen_2068.png,77.628,0.08503,0.2676,0.6754,0.06845,0.1817,0.1804,0.3975,0.4009,-2.625,0.00467,1.44,3.889,kitchen,0.3313153674171817,0.2492137706015189,0.2520847546449313,0.4294573968747616,0.2386799076562249,0.2282170518857035,0.3013771038968298,0.2337813599810856,0.7322962304757454,0.2340548544028412,0.2797451195366205,0.2573750578725251,0,0,1,0,1,0,1,0,1,0,0,0,0,3615.15617263814,519.542227258715,24.7594214850365
