Participant id,Status,Started at,Completed at,Time taken,Total approvals,Fluent languages,Dyslexia,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
participant_196,APPROVED,2025-03-17T12:35:45.200000Z,2025-03-17T12:54:58.027000Z,1153.0,1055,English,No,56,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
participant_213,APPROVED,2025-03-17T12:38:32.341000Z,2025-03-17T12:50:36.443000Z,725.0,172,"Croatian, English, Italian, Serbian, Slovenian",No,39,Male,White,Slovenia,Slovenia,Slovenia,Slovenian,No,Full-Time
participant_205,APPROVED,2025-03-17T12:39:55.973000Z,2025-03-17T12:50:56.733000Z,661.0,1128,English,No,47,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
participant_199,APPROVED,2025-03-17T12:40:30.042000Z,2025-03-17T12:58:17.445000Z,1068.0,89,"Afrikaans, English",No,41,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_188,APPROVED,2025-03-17T12:40:42.865000Z,2025-03-17T13:09:36.577000Z,1734.0,52,"Afrikaans, Arabic, Chinese, Dutch, English, German, Indonesian, Italian, Japanese, Korean, Portuguese, Spanish",No,29,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_191,APPROVED,2025-03-17T12:40:12.109000Z,2025-03-17T12:55:54.246000Z,943.0,731,English,No,50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
participant_206,APPROVED,2025-03-17T12:46:20.830000Z,2025-03-17T12:54:09.450000Z,469.0,282,"English, Hungarian, German",No,48,Female,White,Hungary,Hungary,Hungary,Hungarian,No,Full-Time
participant_207,APPROVED,2025-03-17T12:43:02.345000Z,2025-03-17T13:00:00.299000Z,1018.0,517,"Italian, English",No,27,Female,White,Italy,Italy,Italy,Italian,No,Part-Time
participant_211,APPROVED,2025-03-17T12:43:06.731000Z,2025-03-17T12:53:57.581000Z,651.0,57,English,No,24,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
participant_203,APPROVED,2025-03-17T12:43:40.913000Z,2025-03-17T13:01:07.045000Z,1047.0,11,"Portuguese, English",No,21,Female,Black,Brazil,Brazil,Brazil,Portuguese,Yes,DATA_EXPIRED
participant_192,APPROVED,2025-03-17T12:45:34.205000Z,2025-03-17T13:10:33.202000Z,1499.0,37,"English, Other",No,22,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
participant_190,RETURNED,2025-03-17T12:43:56.152000Z,,,128,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_189,TIMED-OUT,2025-03-17T12:45:18.610000Z,,8111.0,999,"Portuguese, English, Spanish",No,50,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
participant_210,APPROVED,2025-03-17T12:45:09.888000Z,2025-03-17T12:58:28.726000Z,799.0,484,"English, Polish",No,23,Male,White,Poland,Poland,United States,Polish,Yes,Part-Time
participant_212,APPROVED,2025-03-17T12:45:19.483000Z,2025-03-17T12:58:41.473000Z,802.0,130,"English, Greek",No,23,Male,White,Greece,Greece,Greece,Greek,No,Unemployed (and job seeking)
participant_193,APPROVED,2025-03-17T12:47:13.198000Z,2025-03-17T13:02:07.828000Z,895.0,174,English,No,24,Male,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
participant_201,APPROVED,2025-03-17T12:51:07.886000Z,2025-03-17T13:23:30.052000Z,1943.0,10,English,No,20,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
participant_187,APPROVED,2025-03-17T12:47:18.942000Z,2025-03-17T13:12:41.621000Z,1523.0,629,"English, Portuguese",No,41,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
participant_200,APPROVED,2025-03-17T12:53:07.566000Z,2025-03-17T13:10:53.805000Z,1067.0,4,"Afrikaans, English",No,23,Male,Mixed,South Africa,South Africa,South Africa,English,No,Full-Time
participant_209,APPROVED,2025-03-17T12:58:45.181000Z,2025-03-17T13:17:38.676000Z,1134.0,472,"Greek, English",No,27,Female,White,Greece,Greece,Greece,Greek,No,Part-Time
participant_194,RETURNED,2025-03-17T12:52:46.022000Z,,,120,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_214,RETURNED,2025-03-17T12:52:49.576000Z,,,34,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_186,APPROVED,2025-03-17T12:52:54.888000Z,2025-03-17T13:03:49.205000Z,655.0,86,"Afrikaans, Chinese, English, French, Italian, Japanese, Portuguese, Spanish, Swahili, Turkish",No,19,Female,Black,South Africa,South Africa,South Africa,Portuguese,Yes,Other
participant_204,APPROVED,2025-03-17T12:53:06.905000Z,2025-03-17T13:09:23.818000Z,977.0,2,"Korean, German, English",No,25,Male,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
participant_202,RETURNED,2025-03-17T13:01:09.763000Z,,,6,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_198,APPROVED,2025-03-17T13:03:06.067000Z,2025-03-17T13:14:33.366000Z,688.0,1,English,No,31,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_208,APPROVED,2025-03-17T13:15:25.571000Z,2025-03-17T13:31:26.797000Z,962.0,178,"Afrikaans, English, French, German, Portuguese, Spanish, Swahili, Italian",No,51,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
participant_197,APPROVED,2025-03-17T13:17:52.655000Z,2025-03-17T13:42:46.235000Z,1494.0,14,"Afrikaans, English, French, German",No,24,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
participant_195,APPROVED,2025-03-17T14:00:23.450000Z,2025-03-17T14:19:51.266000Z,1168.0,157,"Afrikaans, Albanian, Amharic, Arabic, Armenian, Basque, Bengali, Belarusian, Burmese, Bulgarian, Czech, Catalan, Chinese, Croatian, Danish, Dari, Dzongkha, Dutch, English, Esperanto, Estonian, Faroese, Farsi, Finnish, French, Gaelic, Galician, German, Greek, Hebrew, Hindi, Hungarian, Icelandic, Indonesian, Inuktitut, Italian, Japanese, Khmer, Korean, Kurdish, Laotian, Latvian, Lappish, Lithuanian, Macedonian, Malay, Maltese, Nepali, Norwegian, Pashto, Portuguese, Polish, Romanian, Russian, Serbian, Scots, Slovak, Slovenian, Somali, Spanish, Swedish, Swahili, Tagalog-Filipino, Tajik, Tamil, Thai, Tibetan, Tigrinya, Tongan, Turkish, Turkmen, Ukrainian, Urdu, Uzbek, Welsh",No,21,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
