Participant id,Status,Started at,Completed at,Time taken,Total approvals,Fluent languages,Dyslexia,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
participant_75,RETURNED,2025-03-14T10:45:45.970000Z,,,137,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_62,APPROVED,2025-03-14T10:47:31.738000Z,2025-03-14T10:59:32.038000Z,721.0,85,"English, Portuguese",No,27,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
participant_69,RETURNED,2025-03-14T10:47:14.715000Z,,,80,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_91,APPROVED,2025-03-14T10:47:21.596000Z,2025-03-14T11:07:46.975000Z,1226.0,532,English,No,22,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
participant_82,RETURNED,2025-03-14T10:58:00.060000Z,,,113,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_64,APPROVED,2025-03-14T10:48:21.866000Z,2025-03-14T11:07:38.085000Z,1157.0,144,"Dutch, English",No,33,Male,Mixed,Netherlands,Netherlands,Netherlands,Dutch,No,Full-Time
participant_84,APPROVED,2025-03-14T10:48:50.266000Z,2025-03-14T10:57:25.518000Z,516.0,24,"Croatian, English",No,37,Male,White,Croatia,Croatia,Croatia,Croatian,No,Full-Time
participant_70,APPROVED,2025-03-14T10:50:24.501000Z,2025-03-14T11:07:37.357000Z,1033.0,607,"Afrikaans, English",No,28,Female,Mixed,South Africa,South Africa,South Africa,English,No,Full-Time
participant_88,APPROVED,2025-03-14T10:51:28.465000Z,2025-03-14T11:03:26.152000Z,718.0,880,"Polish, English",No,32,Male,White,Poland,Poland,Poland,Polish,No,Other
participant_61,RETURNED,2025-03-14T10:53:00.146000Z,2025-03-14T11:04:05.459000Z,,38,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_65,APPROVED,2025-03-14T10:54:45.152000Z,2025-03-14T11:11:57.024000Z,1032.0,348,English,No,37,Female,Black,South Africa,South Africa,South Africa,Other,No,Part-Time
participant_67,APPROVED,2025-03-14T10:59:36.700000Z,2025-03-14T11:22:10.407000Z,1354.0,154,"English, German",No,42,Female,White,Austria,Austria,Austria,German,No,Part-Time
participant_81,APPROVED,2025-03-14T11:05:25.261000Z,2025-03-14T11:39:52.676000Z,2068.0,245,"Afrikaans, English, Other, Portuguese",No,25,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
participant_89,APPROVED,2025-03-14T11:17:12.498000Z,2025-03-14T11:36:13.064000Z,1141.0,572,English,No,30,Male,Black,South Africa,South Africa,South Africa,English,No,Part-Time
participant_76,APPROVED,2025-03-14T11:47:27.380000Z,2025-03-14T11:58:21.216000Z,654.0,1995,English,No,35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
participant_87,APPROVED,2025-03-14T12:15:08.753000Z,2025-03-14T13:02:17.899000Z,2830.0,15,"Afrikaans, Dutch, English",No,33,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
