image,tense,energetic,valence,approach,room_type
dining room__116.png,3.217391304347826,5.434782608695652,3.7916666666666665,3.625,dining room
dining room__117.png,3.5833333333333335,5.083333333333333,4.75,4.625,dining room
dining room__118.png,2.5714285714285716,5.238095238095238,5.708333333333333,5.833333333333333,dining room
dining room__119.png,3.130434782608696,4.869565217391305,4.166666666666667,3.9166666666666665,dining room
dining room__12.png,2.4166666666666665,4.375,5.565217391304348,5.608695652173913,dining room
dining room__120.png,3.9565217391304346,5.130434782608695,3.7083333333333335,3.7083333333333335,dining room
dining room__121.png,3.7083333333333335,5.041666666666667,4.222222222222222,4.333333333333333,dining room
dining room__122.png,2.9166666666666665,4.833333333333333,3.75,3.9166666666666665,dining room
dining room__123.png,3.8095238095238093,4.619047619047619,4.916666666666667,5.208333333333333,dining room
dining room__124.png,4.380952380952381,4.571428571428571,3.2916666666666665,3.625,dining room
dining room__125.png,3.25,4.125,4.521739130434782,4.6521739130434785,dining room
dining room__126.png,2.9166666666666665,5.041666666666667,5.304347826086956,5.260869565217392,dining room
dining room__127.png,3.3333333333333335,5.0476190476190474,4.666666666666667,4.833333333333333,dining room
dining room__128.png,2.8333333333333335,5.083333333333333,4.391304347826087,3.8260869565217392,dining room
dining room__129.png,3.2083333333333335,4.833333333333333,5.25,5.333333333333333,dining room
dining room__13.png,3.652173913043478,5.478260869565218,4.458333333333333,4.291666666666667,dining room
dining room__130.png,3.3333333333333335,5.458333333333333,4.5,4.5,dining room
dining room__131.png,3.2916666666666665,5.25,4.708333333333333,4.875,dining room
dining room__132.png,3.375,5.208333333333333,4.375,4.583333333333333,dining room
dining room__133.png,3.1666666666666665,4.5,4.958333333333333,5.0,dining room
dining room__134.png,2.5652173913043477,5.260869565217392,4.6521739130434785,4.695652173913044,dining room
dining room__135.png,3.0833333333333335,5.041666666666667,4.583333333333333,4.583333333333333,dining room
dining room__136.png,2.875,5.375,5.083333333333333,4.916666666666667,dining room
dining room__137.png,3.9565217391304346,4.869565217391305,4.416666666666667,4.541666666666667,dining room
dining room__138.png,3.7916666666666665,5.125,4.333333333333333,3.888888888888889,dining room
dining room__139.png,3.9583333333333335,4.375,4.35,4.55,dining room
dining room__14.png,4.086956521739131,4.826086956521739,4.7894736842105265,4.947368421052632,dining room
dining room__140.png,3.5833333333333335,5.25,4.791666666666667,4.916666666666667,dining room
dining room__141.png,3.6666666666666665,4.666666666666667,4.833333333333333,4.75,dining room
dining room__142.png,2.9583333333333335,4.875,4.434782608695652,4.173913043478261,dining room
dining room__143.png,4.285714285714286,4.761904761904762,2.9583333333333335,3.4166666666666665,dining room
dining room__144.png,4.095238095238095,4.809523809523809,3.75,3.7916666666666665,dining room
dining room__145.png,2.75,5.125,4.6521739130434785,4.782608695652174,dining room
dining room__146.png,3.125,4.5,4.416666666666667,3.9583333333333335,dining room
dining room__147.png,3.5,5.041666666666667,4.695652173913044,4.260869565217392,dining room
dining room__148.png,3.25,5.0,4.458333333333333,4.458333333333333,dining room
dining room__149.png,3.9523809523809526,4.619047619047619,4.333333333333333,4.25,dining room
dining room__15.png,2.5833333333333335,5.5,5.916666666666667,5.916666666666667,dining room
dining room__150.png,2.5833333333333335,4.208333333333333,4.565217391304348,4.608695652173913,dining room
dining room__151.png,2.9583333333333335,4.875,4.391304347826087,4.6521739130434785,dining room
dining room__152.png,3.6666666666666665,5.0,4.291666666666667,4.208333333333333,dining room
dining room__153.png,3.7083333333333335,5.083333333333333,4.0,4.125,dining room
dining room__154.png,3.1666666666666665,5.083333333333333,4.458333333333333,4.458333333333333,dining room
dining room__155.png,2.9565217391304346,4.782608695652174,3.2083333333333335,3.0,dining room
dining room__156.png,3.9583333333333335,4.5,4.6521739130434785,4.695652173913044,dining room
dining room__157.png,2.5833333333333335,4.791666666666667,4.791666666666667,5.0,dining room
dining room__158.png,2.7916666666666665,5.333333333333333,5.791666666666667,5.958333333333333,dining room
dining room__159.png,3.7142857142857144,4.809523809523809,4.833333333333333,5.0,dining room
dining room__16.png,2.5416666666666665,5.125,5.869565217391305,6.0,dining room
dining room__160.png,2.9130434782608696,5.478260869565218,5.166666666666667,4.833333333333333,dining room
dining room__161.png,3.3333333333333335,4.476190476190476,5.083333333333333,5.0,dining room
dining room__162.png,3.2916666666666665,5.416666666666667,4.333333333333333,4.083333333333333,dining room
dining room__163.png,3.4285714285714284,5.095238095238095,4.916666666666667,4.958333333333333,dining room
dining room__164.png,3.4782608695652173,4.217391304347826,4.052631578947368,4.0,dining room
dining room__165.png,3.3333333333333335,4.916666666666667,3.625,3.5416666666666665,dining room
dining room__166.png,3.4166666666666665,5.041666666666667,4.083333333333333,4.0,dining room
dining room__167.png,4.958333333333333,4.5,3.0434782608695654,2.869565217391304,dining room
dining room__168.png,2.0,5.708333333333333,5.916666666666667,6.0,dining room
dining room__169.png,3.7916666666666665,4.833333333333333,4.083333333333333,4.125,dining room
dining room__17.png,3.3043478260869565,5.304347826086956,4.375,4.083333333333333,dining room
dining room__170.png,2.8333333333333335,4.75,5.217391304347826,5.3478260869565215,dining room
dining room__171.png,2.5833333333333335,5.541666666666667,5.695652173913044,5.826086956521739,dining room
dining room__172.png,2.2083333333333335,5.625,5.375,5.5,dining room
dining room__173.png,4.958333333333333,5.125,2.875,2.5416666666666665,dining room
dining room__174.png,4.0,4.5,4.333333333333333,4.375,dining room
dining room__175.png,3.8095238095238093,5.095238095238095,4.25,4.416666666666667,dining room
dining room__176.png,3.3333333333333335,5.208333333333333,4.958333333333333,4.791666666666667,dining room
dining room__177.png,4.043478260869565,4.521739130434782,3.75,3.5,dining room
dining room__178.png,3.9523809523809526,4.809523809523809,4.791666666666667,4.916666666666667,dining room
dining room__179.png,3.142857142857143,5.0,5.708333333333333,5.75,dining room
dining room__18.png,4.285714285714286,5.095238095238095,4.625,4.75,dining room
dining room__180.png,3.8333333333333335,5.208333333333333,4.25,4.15,dining room
dining room__181.png,2.8333333333333335,5.125,4.833333333333333,4.833333333333333,dining room
dining room__182.png,4.25,4.833333333333333,3.6666666666666665,3.6666666666666665,dining room
dining room__183.png,3.0,5.695652173913044,5.166666666666667,5.083333333333333,dining room
dining room__184.png,3.761904761904762,4.9523809523809526,4.083333333333333,3.9166666666666665,dining room
dining room__185.png,3.25,5.041666666666667,5.478260869565218,5.521739130434782,dining room
dining room__186.png,3.75,4.666666666666667,3.7916666666666665,4.083333333333333,dining room
dining room__187.png,3.375,4.958333333333333,3.8260869565217392,4.130434782608695,dining room
dining room__188.png,3.3333333333333335,4.190476190476191,3.375,3.3333333333333335,dining room
dining room__189.png,3.2083333333333335,5.208333333333333,4.434782608695652,4.478260869565218,dining room
dining room__19.png,3.347826086956522,5.0,3.75,3.625,dining room
dining room__190.png,3.3043478260869565,4.739130434782608,4.875,4.666666666666667,dining room
dining room__191.png,3.380952380952381,4.9523809523809526,5.125,4.916666666666667,dining room
dining room__192.png,4.583333333333333,4.5,2.9166666666666665,2.9166666666666665,dining room
dining room__193.png,5.0,4.625,3.391304347826087,3.608695652173913,dining room
dining room__194.png,2.782608695652174,5.782608695652174,4.869565217391305,4.826086956521739,dining room
dining room__195.png,3.5238095238095237,4.0,4.416666666666667,4.416666666666667,dining room
dining room__196.png,3.4166666666666665,5.25,5.434782608695652,5.391304347826087,dining room
dining room__197.png,3.125,4.708333333333333,4.166666666666667,4.25,dining room
dining room__198.png,4.043478260869565,4.782608695652174,3.130434782608696,3.130434782608696,dining room
dining room__199.png,3.625,4.541666666666667,3.7083333333333335,3.9166666666666665,dining room
dining room__2.png,3.4347826086956523,4.695652173913044,5.35,5.25,dining room
dining room__20.png,3.0,5.0,4.7727272727272725,4.954545454545454,dining room
dining room__200.png,3.0,4.916666666666667,4.391304347826087,4.521739130434782,dining room
dining room__201.png,3.608695652173913,4.565217391304348,5.0,4.947368421052632,dining room
dining room__202.png,2.782608695652174,4.260869565217392,4.5,4.708333333333333,dining room
dining room__203.png,3.5833333333333335,4.833333333333333,4.15,4.0,dining room
dining room__204.png,4.166666666666667,4.916666666666667,4.2105263157894735,4.2105263157894735,dining room
dining room__205.png,5.625,4.875,2.9583333333333335,3.0,dining room
dining room__206.png,3.9523809523809526,4.571428571428571,4.166666666666667,4.208333333333333,dining room
dining room__207.png,3.5652173913043477,4.956521739130435,3.9166666666666665,3.8333333333333335,dining room
dining room__208.png,3.25,4.666666666666667,4.208333333333333,4.291666666666667,dining room
dining room__209.png,3.1666666666666665,5.041666666666667,4.458333333333333,4.541666666666667,dining room
dining room__21.png,2.5238095238095237,5.190476190476191,5.166666666666667,5.416666666666667,dining room
dining room__210.png,2.9166666666666665,4.416666666666667,4.875,4.875,dining room
dining room__211.png,4.291666666666667,4.916666666666667,3.652173913043478,3.652173913043478,dining room
dining room__212.png,3.875,4.625,4.173913043478261,4.173913043478261,dining room
dining room__213.png,3.2083333333333335,4.375,4.130434782608695,3.869565217391304,dining room
dining room__214.png,2.6666666666666665,5.083333333333333,5.130434782608695,5.043478260869565,dining room
dining room__215.png,3.875,4.791666666666667,3.869565217391304,3.5652173913043477,dining room
dining room__216.png,2.3333333333333335,5.583333333333333,4.869565217391305,4.608695652173913,dining room
dining room__217.png,3.2083333333333335,5.041666666666667,4.217391304347826,4.0,dining room
dining room__218.png,3.5,4.916666666666667,3.9583333333333335,3.75,dining room
dining room__219.png,3.875,4.833333333333333,4.708333333333333,4.875,dining room
dining room__22.png,2.7916666666666665,4.708333333333333,5.541666666666667,5.5,dining room
dining room__220.png,3.6666666666666665,5.041666666666667,4.666666666666667,4.541666666666667,dining room
dining room__221.png,3.5833333333333335,4.666666666666667,3.8333333333333335,3.7916666666666665,dining room
dining room__222.png,1.9583333333333333,5.208333333333333,5.25,5.333333333333333,dining room
dining room__223.png,3.125,4.916666666666667,5.166666666666667,5.333333333333333,dining room
dining room__224.png,2.7916666666666665,5.0,5.208333333333333,5.333333333333333,dining room
dining room__225.png,3.2916666666666665,5.333333333333333,4.666666666666667,4.625,dining room
dining room__226.png,3.75,5.208333333333333,3.45,3.7,dining room
dining room__227.png,3.0,5.125,5.434782608695652,5.3478260869565215,dining room
dining room__228.png,3.857142857142857,4.904761904761905,4.333333333333333,4.458333333333333,dining room
dining room__229.png,3.5833333333333335,5.125,4.565217391304348,4.173913043478261,dining room
dining room__23.png,3.4761904761904763,5.095238095238095,5.416666666666667,5.5,dining room
dining room__230.png,2.5833333333333335,5.791666666666667,5.913043478260869,6.0,dining room
dining room__231.png,2.5416666666666665,5.5,4.782608695652174,4.913043478260869,dining room
dining room__232.png,3.5833333333333335,4.666666666666667,4.2727272727272725,4.363636363636363,dining room
dining room__233.png,2.2916666666666665,5.541666666666667,5.217391304347826,5.130434782608695,dining room
dining room__234.png,2.869565217391304,5.695652173913044,5.166666666666667,5.0,dining room
dining room__235.png,3.391304347826087,4.869565217391305,4.541666666666667,4.208333333333333,dining room
dining room__236.png,3.4347826086956523,5.391304347826087,4.708333333333333,4.625,dining room
dining room__237.png,3.4347826086956523,5.130434782608695,4.833333333333333,4.791666666666667,dining room
dining room__238.png,2.9166666666666665,5.125,4.75,4.458333333333333,dining room
dining room__239.png,3.4583333333333335,4.833333333333333,4.956521739130435,4.956521739130435,dining room
dining room__24.png,3.25,5.458333333333333,4.913043478260869,4.869565217391305,dining room
dining room__240.png,3.4583333333333335,4.916666666666667,4.2727272727272725,4.181818181818182,dining room
dining room__241.png,2.7083333333333335,5.75,5.041666666666667,5.125,dining room
dining room__242.png,2.625,5.5,5.608695652173913,5.521739130434782,dining room
dining room__243.png,2.875,5.541666666666667,4.416666666666667,4.583333333333333,dining room
dining room__244.png,3.1666666666666665,5.291666666666667,5.125,4.916666666666667,dining room
dining room__245.png,4.5,5.458333333333333,3.0833333333333335,3.125,dining room
dining room__246.png,3.142857142857143,5.428571428571429,4.791666666666667,4.708333333333333,dining room
dining room__247.png,2.5,5.416666666666667,4.541666666666667,4.75,dining room
dining room__248.png,2.857142857142857,5.0,5.708333333333333,5.791666666666667,dining room
dining room__249.png,2.1666666666666665,5.208333333333333,6.291666666666667,6.416666666666667,dining room
dining room__25.png,3.4583333333333335,4.833333333333333,4.65,4.65,dining room
dining room__250.png,2.380952380952381,5.476190476190476,6.083333333333333,6.166666666666667,dining room
dining room__251.png,3.0416666666666665,5.0,4.791666666666667,4.875,dining room
dining room__252.png,3.4782608695652173,4.521739130434782,4.2105263157894735,3.8947368421052633,dining room
dining room__253.png,2.875,4.583333333333333,4.5,4.708333333333333,dining room
dining room__254.png,2.125,5.583333333333333,6.35,6.2,dining room
dining room__255.png,1.6666666666666667,5.083333333333333,6.291666666666667,6.333333333333333,dining room
dining room__256.png,2.4583333333333335,5.5,5.291666666666667,5.333333333333333,dining room
dining room__257.png,3.380952380952381,4.857142857142857,4.291666666666667,4.333333333333333,dining room
dining room__258.png,3.0416666666666665,5.166666666666667,5.565217391304348,5.739130434782608,dining room
dining room__259.png,4.0476190476190474,5.142857142857143,4.708333333333333,4.75,dining room
dining room__26.png,4.0,4.875,4.5,4.75,dining room
dining room__260.png,2.9583333333333335,5.25,5.208333333333333,5.166666666666667,dining room
dining room__261.png,2.260869565217391,5.695652173913044,5.6521739130434785,5.608695652173913,dining room
dining room__262.png,3.125,4.958333333333333,5.3478260869565215,5.565217391304348,dining room
dining room__263.png,3.857142857142857,4.761904761904762,4.75,4.916666666666667,dining room
dining room__264.png,3.4583333333333335,4.75,4.333333333333333,4.458333333333333,dining room
dining room__265.png,2.375,5.416666666666667,5.208333333333333,5.416666666666667,dining room
dining room__266.png,3.2083333333333335,5.333333333333333,4.583333333333333,4.5,dining room
dining room__267.png,3.217391304347826,4.565217391304348,5.2105263157894735,5.421052631578948,dining room
dining room__268.png,3.4583333333333335,5.375,4.130434782608695,4.173913043478261,dining room
dining room__269.png,3.625,4.416666666666667,3.5416666666666665,3.4166666666666665,dining room
dining room__27.png,3.5,4.875,4.578947368421052,4.368421052631579,dining room
dining room__270.png,3.380952380952381,5.0,3.5416666666666665,3.3333333333333335,dining room
dining room__271.png,3.4583333333333335,5.416666666666667,4.916666666666667,4.791666666666667,dining room
dining room__272.png,3.0833333333333335,4.5,4.541666666666667,4.791666666666667,dining room
dining room__273.png,3.4583333333333335,4.5,4.043478260869565,3.782608695652174,dining room
dining room__274.png,2.0833333333333335,4.333333333333333,5.217391304347826,5.217391304347826,dining room
dining room__275.png,3.347826086956522,3.9565217391304346,4.25,4.291666666666667,dining room
dining room__276.png,4.333333333333333,4.583333333333333,4.5,4.666666666666667,dining room
dining room__277.png,2.375,5.625,6.043478260869565,6.173913043478261,dining room
dining room__278.png,1.9565217391304348,5.956521739130435,5.875,6.0,dining room
dining room__279.png,2.6956521739130435,5.086956521739131,4.833333333333333,4.833333333333333,dining room
dining room__28.png,2.8095238095238093,5.095238095238095,4.333333333333333,4.291666666666667,dining room
dining room__280.png,2.9523809523809526,4.380952380952381,4.458333333333333,4.458333333333333,dining room
dining room__281.png,3.142857142857143,5.285714285714286,4.5,4.458333333333333,dining room
dining room__282.png,2.9166666666666665,4.958333333333333,5.416666666666667,5.5,dining room
dining room__283.png,2.8260869565217392,5.6521739130434785,5.125,5.125,dining room
dining room__284.png,3.5416666666666665,4.708333333333333,4.75,4.916666666666667,dining room
dining room__285.png,3.6956521739130435,5.217391304347826,4.208333333333333,4.0,dining room
dining room__286.png,3.4166666666666665,4.125,4.083333333333333,3.9583333333333335,dining room
dining room__287.png,2.857142857142857,4.857142857142857,4.782608695652174,5.260869565217392,dining room
dining room__288.png,2.2083333333333335,5.416666666666667,5.478260869565218,5.608695652173913,dining room
dining room__289.png,3.0,5.166666666666667,5.782608695652174,5.826086956521739,dining room
dining room__29.png,2.5416666666666665,5.083333333333333,5.291666666666667,5.458333333333333,dining room
dining room__290.png,3.875,4.666666666666667,4.157894736842105,4.105263157894737,dining room
dining room__291.png,3.0416666666666665,5.375,4.75,4.666666666666667,dining room
dining room__292.png,3.130434782608696,5.130434782608695,4.541666666666667,4.375,dining room
dining room__293.png,2.3333333333333335,5.458333333333333,5.6521739130434785,5.826086956521739,dining room
dining room__294.png,2.25,5.541666666666667,5.260869565217392,5.130434782608695,dining room
dining room__295.png,2.875,5.041666666666667,5.625,5.583333333333333,dining room
dining room__296.png,2.5652173913043477,5.565217391304348,5.083333333333333,4.791666666666667,dining room
dining room__297.png,3.375,4.916666666666667,4.375,4.333333333333333,dining room
dining room__298.png,2.7916666666666665,5.375,5.833333333333333,5.916666666666667,dining room
dining room__299.png,2.5,5.583333333333333,5.6521739130434785,5.869565217391305,dining room
dining room__3.png,2.9166666666666665,5.333333333333333,4.916666666666667,4.958333333333333,dining room
dining room__30.png,2.6666666666666665,5.416666666666667,5.083333333333333,5.375,dining room
dining room__31.png,3.5416666666666665,4.583333333333333,4.833333333333333,4.791666666666667,dining room
dining room__32.png,3.5,5.208333333333333,5.0,4.695652173913044,dining room
dining room__33.png,3.739130434782609,4.956521739130435,4.166666666666667,4.333333333333333,dining room
dining room__34.png,3.4583333333333335,4.916666666666667,4.791666666666667,4.625,dining room
dining room__35.png,2.4166666666666665,5.666666666666667,5.958333333333333,6.333333333333333,dining room
dining room__36.png,2.7083333333333335,5.375,5.869565217391305,5.956521739130435,dining room
dining room__37.png,3.625,5.208333333333333,4.869565217391305,4.695652173913044,dining room
dining room__38.png,2.9166666666666665,5.083333333333333,5.130434782608695,4.913043478260869,dining room
dining room__39.png,2.9166666666666665,5.125,5.086956521739131,5.173913043478261,dining room
dining room__4.png,2.9583333333333335,5.0,5.458333333333333,5.5,dining room
dining room__40.png,3.0416666666666665,5.083333333333333,4.958333333333333,4.916666666666667,dining room
dining room__41.png,2.4782608695652173,5.478260869565218,5.25,4.916666666666667,dining room
dining room__42.png,2.5833333333333335,5.041666666666667,5.875,5.875,dining room
dining room__43.png,2.375,5.625,6.083333333333333,5.958333333333333,dining room
dining room__44.png,2.8333333333333335,4.791666666666667,5.15,5.5,dining room
dining room__45.png,2.9166666666666665,4.833333333333333,5.083333333333333,5.416666666666667,dining room
dining room__46.png,3.4583333333333335,4.916666666666667,4.541666666666667,4.291666666666667,dining room
dining room__47.png,2.75,4.916666666666667,4.956521739130435,4.956521739130435,dining room
dining room__48.png,2.9583333333333335,5.375,5.260869565217392,5.6521739130434785,dining room
dining room__49.png,3.25,5.041666666666667,5.75,5.708333333333333,dining room
dining room__5.png,3.1739130434782608,5.391304347826087,4.916666666666667,4.875,dining room
dining room__50.png,2.875,5.125,5.0,5.217391304347826,dining room
dining room__51.png,2.2857142857142856,5.0,5.521739130434782,5.782608695652174,dining room
dining room__52.png,4.333333333333333,4.916666666666667,5.041666666666667,5.125,dining room
dining room__53.png,3.0,4.875,4.625,4.708333333333333,dining room
dining room__54.png,2.5652173913043477,4.869565217391305,5.842105263157895,6.052631578947368,dining room
dining room__55.png,3.2083333333333335,5.208333333333333,4.666666666666667,4.375,dining room
dining room__56.png,4.095238095238095,5.142857142857143,4.041666666666667,4.0,dining room
dining room__57.png,3.380952380952381,5.190476190476191,3.4166666666666665,3.5416666666666665,dining room
dining room__58.png,3.9583333333333335,4.625,3.5416666666666665,3.5833333333333335,dining room
dining room__59.png,2.652173913043478,5.173913043478261,5.473684210526316,5.315789473684211,dining room
dining room__6.png,3.875,5.041666666666667,3.9166666666666665,3.9583333333333335,dining room
dining room__60.png,3.739130434782609,4.739130434782608,5.894736842105263,6.0,dining room
dining room__61.png,3.125,5.083333333333333,4.041666666666667,4.166666666666667,dining room
dining room__62.png,3.5833333333333335,4.666666666666667,3.652173913043478,3.4782608695652173,dining room
dining room__63.png,3.375,5.083333333333333,4.375,4.375,dining room
dining room__64.png,3.0833333333333335,5.541666666666667,5.333333333333333,5.333333333333333,dining room
dining room__65.png,3.6666666666666665,4.625,4.791666666666667,4.958333333333333,dining room
dining room__66.png,2.75,5.458333333333333,5.541666666666667,5.666666666666667,dining room
dining room__67.png,2.4166666666666665,5.166666666666667,5.608695652173913,5.869565217391305,dining room
dining room__68.png,3.75,4.625,5.130434782608695,5.043478260869565,dining room
dining room__69.png,1.9583333333333333,5.916666666666667,6.375,6.416666666666667,dining room
dining room__7.png,2.8333333333333335,4.833333333333333,4.782608695652174,4.739130434782608,dining room
dining room__70.png,2.9565217391304346,6.086956521739131,4.913043478260869,4.869565217391305,dining room
dining room__71.png,2.5238095238095237,5.333333333333333,5.695652173913044,5.956521739130435,dining room
dining room__72.png,2.8333333333333335,4.875,4.958333333333333,4.958333333333333,dining room
dining room__73.png,4.0476190476190474,4.380952380952381,3.9166666666666665,4.541666666666667,dining room
dining room__74.png,2.857142857142857,4.9523809523809526,5.125,5.291666666666667,dining room
dining room__75.png,3.8333333333333335,4.25,4.130434782608695,3.9565217391304346,dining room
dining room__76.png,3.260869565217391,5.434782608695652,4.625,4.458333333333333,dining room
dining room__77.png,3.4347826086956523,4.826086956521739,5.157894736842105,5.105263157894737,dining room
dining room__78.png,2.739130434782609,5.478260869565218,5.375,5.708333333333333,dining room
dining room__79.png,2.4285714285714284,5.9523809523809526,5.916666666666667,5.875,dining room
dining room__8.png,3.4166666666666665,4.833333333333333,5.105263157894737,4.631578947368421,dining room
dining room__80.png,3.3333333333333335,4.958333333333333,4.125,4.333333333333333,dining room
dining room__81.png,2.7142857142857144,5.428571428571429,5.75,5.791666666666667,dining room
dining room__82.png,3.9523809523809526,4.9523809523809526,4.791666666666667,4.625,dining room
dining room__83.png,3.5,4.666666666666667,5.0,4.695652173913044,dining room
dining room__84.png,2.7142857142857144,5.9523809523809526,5.791666666666667,5.708333333333333,dining room
dining room__85.png,3.75,4.875,4.130434782608695,3.9565217391304346,dining room
dining room__86.png,2.4583333333333335,5.5,5.086956521739131,5.086956521739131,dining room
dining room__87.png,3.4583333333333335,5.166666666666667,4.583333333333333,4.583333333333333,dining room
dining room__88.png,2.5416666666666665,5.5,5.333333333333333,5.291666666666667,dining room
dining room__89.png,3.8333333333333335,5.25,4.3478260869565215,4.043478260869565,dining room
dining room__9.png,3.0,4.958333333333333,4.043478260869565,4.0,dining room
dining room__90.png,4.521739130434782,5.0,5.2105263157894735,5.0,dining room
dining room__91.png,3.5714285714285716,4.333333333333333,4.25,3.9583333333333335,dining room
dining room__92.png,3.25,5.208333333333333,4.916666666666667,4.875,dining room
dining room__93.png,2.5217391304347827,4.826086956521739,5.578947368421052,5.684210526315789,dining room
dining room__94.png,3.3333333333333335,5.25,4.625,4.875,dining room
dining room__95.png,3.130434782608696,4.956521739130435,4.541666666666667,4.416666666666667,dining room
dining room__96.png,3.2857142857142856,4.142857142857143,4.666666666666667,4.708333333333333,dining room
dining room__97.png,3.4583333333333335,4.541666666666667,4.173913043478261,4.434782608695652,dining room
dining room__98.png,2.9166666666666665,5.125,4.913043478260869,4.869565217391305,dining room
dining room__99.png,3.625,4.875,4.521739130434782,4.434782608695652,dining room
kitchen__0.png,2.5416666666666665,4.666666666666667,5.833333333333333,5.875,kitchen
kitchen__1.png,2.7142857142857144,5.619047619047619,5.916666666666667,6.0,kitchen
kitchen__10.png,3.2857142857142856,5.285714285714286,4.916666666666667,4.833333333333333,kitchen
kitchen__100.png,2.7916666666666665,5.041666666666667,5.666666666666667,5.625,kitchen
kitchen__101.png,2.625,5.583333333333333,6.260869565217392,6.217391304347826,kitchen
kitchen__102.png,3.4166666666666665,5.333333333333333,4.739130434782608,4.739130434782608,kitchen
kitchen__103.png,2.375,5.291666666666667,5.7,5.85,kitchen
kitchen__104.png,3.130434782608696,5.434782608695652,5.458333333333333,5.083333333333333,kitchen
kitchen__105.png,4.095238095238095,4.619047619047619,4.5,4.5,kitchen
kitchen__106.png,3.4583333333333335,5.0,4.583333333333333,4.666666666666667,kitchen
kitchen__107.png,3.1666666666666665,5.375,3.625,3.9583333333333335,kitchen
kitchen__108.png,2.9166666666666665,5.083333333333333,5.041666666666667,5.125,kitchen
kitchen__109.png,3.7916666666666665,4.75,4.333333333333333,4.708333333333333,kitchen
kitchen__11.png,3.0416666666666665,5.458333333333333,4.333333333333333,4.458333333333333,kitchen
kitchen__110.png,2.7083333333333335,5.5,4.869565217391305,4.956521739130435,kitchen
kitchen__111.png,5.333333333333333,4.958333333333333,2.727272727272727,2.3636363636363638,kitchen
kitchen__112.png,2.6666666666666665,5.190476190476191,5.5,5.791666666666667,kitchen
kitchen__113.png,4.291666666666667,4.791666666666667,4.0,4.083333333333333,kitchen
kitchen__114.png,3.2083333333333335,5.375,4.7272727272727275,4.7727272727272725,kitchen
kitchen__115.png,3.5714285714285716,5.095238095238095,4.458333333333333,4.5,kitchen
kitchen__116.png,3.130434782608696,5.478260869565218,4.958333333333333,4.958333333333333,kitchen
kitchen__117.png,3.2083333333333335,5.166666666666667,4.3478260869565215,4.478260869565218,kitchen
kitchen__118.png,3.1666666666666665,5.166666666666667,5.173913043478261,5.130434782608695,kitchen
kitchen__119.png,2.75,5.25,5.478260869565218,5.565217391304348,kitchen
kitchen__12.png,2.9166666666666665,5.291666666666667,5.25,5.291666666666667,kitchen
kitchen__120.png,2.761904761904762,5.285714285714286,5.333333333333333,5.5,kitchen
kitchen__121.png,2.6666666666666665,5.809523809523809,4.958333333333333,4.75,kitchen
kitchen__122.png,2.5652173913043477,5.173913043478261,5.291666666666667,5.416666666666667,kitchen
kitchen__123.png,2.9130434782608696,5.565217391304348,5.208333333333333,5.291666666666667,kitchen
kitchen__124.png,3.375,4.916666666666667,4.35,4.25,kitchen
kitchen__125.png,2.4761904761904763,5.571428571428571,6.0,6.0,kitchen
kitchen__126.png,3.0434782608695654,5.739130434782608,4.608695652173913,4.478260869565218,kitchen
kitchen__127.png,2.8333333333333335,4.708333333333333,4.913043478260869,4.782608695652174,kitchen
kitchen__128.png,2.8333333333333335,5.208333333333333,5.869565217391305,5.695652173913044,kitchen
kitchen__129.png,3.9047619047619047,4.523809523809524,4.166666666666667,4.291666666666667,kitchen
kitchen__13.png,3.2083333333333335,5.166666666666667,5.739130434782608,5.826086956521739,kitchen
kitchen__130.png,2.125,5.708333333333333,6.0,6.086956521739131,kitchen
kitchen__131.png,2.8333333333333335,5.041666666666667,5.304347826086956,5.217391304347826,kitchen
kitchen__132.png,3.2916666666666665,4.958333333333333,5.041666666666667,5.166666666666667,kitchen
kitchen__133.png,2.75,5.208333333333333,4.869565217391305,4.956521739130435,kitchen
kitchen__134.png,3.6666666666666665,4.875,4.25,4.5,kitchen
kitchen__135.png,3.3333333333333335,5.041666666666667,5.5,5.666666666666667,kitchen
kitchen__136.png,3.6956521739130435,5.0,3.9583333333333335,3.7083333333333335,kitchen
kitchen__137.png,2.3333333333333335,5.291666666666667,5.318181818181818,5.409090909090909,kitchen
kitchen__138.png,3.4583333333333335,5.166666666666667,4.625,4.666666666666667,kitchen
kitchen__139.png,3.375,5.0,4.375,4.291666666666667,kitchen
kitchen__14.png,3.375,5.291666666666667,3.875,3.875,kitchen
kitchen__140.png,3.9583333333333335,5.25,3.411764705882353,3.176470588235294,kitchen
kitchen__141.png,3.5833333333333335,5.083333333333333,3.8260869565217392,3.9130434782608696,kitchen
kitchen__142.png,2.7142857142857144,5.571428571428571,4.625,4.833333333333333,kitchen
kitchen__143.png,3.9583333333333335,4.666666666666667,4.458333333333333,4.583333333333333,kitchen
kitchen__144.png,3.2916666666666665,4.916666666666667,4.608695652173913,4.3478260869565215,kitchen
kitchen__145.png,3.0416666666666665,5.541666666666667,5.083333333333333,4.916666666666667,kitchen
kitchen__146.png,3.608695652173913,5.521739130434782,4.5,4.375,kitchen
kitchen__147.png,3.5416666666666665,4.583333333333333,5.083333333333333,5.25,kitchen
kitchen__148.png,3.0833333333333335,5.375,5.434782608695652,5.434782608695652,kitchen
kitchen__149.png,2.8333333333333335,5.291666666666667,4.954545454545454,5.2272727272727275,kitchen
