Participant id,Status,Started at,Completed at,Time taken,Total approvals,Fluent languages,Dyslexia,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
participant_881,APPROVED,2025-04-03T09:07:11.708000Z,2025-04-03T09:24:55.274000Z,1064.0,447,English,No,33,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_857,RETURNED,2025-04-03T09:06:53.858000Z,2025-04-03T09:28:45.299000Z,,297,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_866,APPROVED,2025-04-03T09:06:49.419000Z,2025-04-03T09:15:40.685000Z,532.0,273,"English, Italian",No,23,Female,White,Italy,Italy,Italy,Italian,Yes,Part-Time
participant_883,RETURNED,2025-04-03T09:07:08.462000Z,,,421,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_878,APPROVED,2025-04-03T09:08:27.840000Z,2025-04-03T09:26:36.654000Z,1089.0,150,English,No,26,Female,Mixed,South Africa,South Africa,South Africa,English,Yes,Full-Time
participant_870,APPROVED,2025-04-03T09:08:43.153000Z,2025-04-03T09:19:01.690000Z,619.0,2,"English, German",No,26,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_884,APPROVED,2025-04-03T09:08:58.750000Z,2025-04-03T09:36:24.670000Z,1646.0,232,English,No,25,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
participant_879,APPROVED,2025-04-03T09:08:50.021000Z,2025-04-03T09:17:22.051000Z,513.0,331,"English, Portuguese",No,30,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
participant_882,TIMED-OUT,2025-04-03T09:08:54.200000Z,,349544.0,12,"English, German",No,25,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_877,APPROVED,2025-04-03T09:10:52.585000Z,2025-04-03T09:26:24.168000Z,932.0,206,"English, Polish",No,30,Female,White,Poland,Poland,Poland,Polish,No,Part-Time
participant_886,APPROVED,2025-04-03T09:12:23.300000Z,2025-04-03T09:28:24.214000Z,961.0,57,"Afrikaans, English, Other",No,29,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
participant_858,RETURNED,2025-04-03T09:13:05.811000Z,,,11,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_860,APPROVED,2025-04-03T09:14:17.797000Z,2025-04-03T09:34:49.476000Z,1232.0,346,"English, Polish",No,24,Female,White,Poland,Poland,Poland,Polish,Yes,Other
participant_862,APPROVED,2025-04-03T09:16:58.023000Z,2025-04-03T09:37:05.712000Z,1208.0,87,English,No,25,Female,Mixed,South Africa,South Africa,South Africa,English,No,Part-Time
participant_859,RETURNED,2025-04-03T09:38:01.469000Z,,,455,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_864,RETURNED,2025-04-03T09:38:25.812000Z,,,44,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_867,APPROVED,2025-04-03T10:02:28.420000Z,2025-04-03T10:16:29.018000Z,841.0,853,"German, English",No,27,Male,White,Germany,Germany,Germany,German,No,Unemployed (and job seeking)
participant_873,APPROVED,2025-04-03T10:21:09.996000Z,2025-04-03T10:27:42.366000Z,393.0,568,English,No,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
participant_880,APPROVED,2025-04-07T09:57:02.868000Z,2025-04-07T10:05:57.376000Z,535.0,572,"English, Portuguese",No,29,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
