id;session;timestamp;experiment;data.url;data.meta;data.sender;data.sender_type;data.sender_id;data.consent;data.share;data.;data.ended_on;data.duration;data.time_run;data.time_render;data.time_show;data.time_end;data.time_commit;data.timestamp;data.time_switch;data.ProlificID;data.img_idx_practice;data.counter_practice;data.tense;data.energetic;data.img_idx;data.counter_main
1;session_912;25/03/2025 14:58;AIDEI5A;[List];[Record];Consent Form;html.Form;0;True;True;;form submission;3995,8;7555,3;7540,7;7557,1;11552,9;11553,2;2025-03-25T13:58:27.718Z;11557,3;;;;;;;
2;session_912;25/03/2025 14:58;AIDEI5A;;;Prolific ID;html.Form;1;;;;form submission;3702,5;11553,4;11540,4;11557,3;15259,8;15259,9;2025-03-25T13:58:31.424Z;15273,5;TESTFATIH;;;;;;
3;session_912;25/03/2025 14:58;AIDEI5A;;;Experiment Information;html.Form;2;;;;form submission;5882,8;15260,1;15257,296;15273,5;21156,3;21156,4;2025-03-25T13:58:37.321Z;21157,182;;;;;;;
3;session_912;25/03/2025 14:58;AIDEI5A;;;Practice  Screen;canvas.Screen;3_0_0;;;;timeout;15,818;21156,4;21157,182;21157,182;21165,8;21166,1;2025-03-25T13:58:37.330Z;21173;;static\living room_0.png;0.0;;;;
4;session_912;25/03/2025 14:58;AIDEI5A;;;Practice Questionnaire;html.Form;3_0_1;;;;form submission;3115,9;21166,2;21165,8;21173;24288,9;24289,1;2025-03-25T13:58:40.453Z;24306,5;;static\living room_0.png;0.0;5.0;6.0;;
4;session_912;25/03/2025 14:58;AIDEI5A;;;Practice  Sequence;flow.Sequence;3_0;;;;completion;3131,718;21156,4;21157,182;21157,182;24288,9;24289,3;2025-03-25T13:58:40.454Z;24306,5;;static\living room_0.png;0.0;;;;
4;session_912;25/03/2025 14:58;AIDEI5A;;;Practice  Screen;canvas.Screen;3_1_0;;;;timeout;16,7;24289,3;24290,2;24306,5;24307;24307,2;2025-03-25T13:58:40.471Z;24323,2;;static\office room_24.png;1.0;;;;
4;session_912;25/03/2025 14:58;AIDEI5A;;;Practice Questionnaire;html.Form;3_1_1;;;;form submission;2223,2;24307,2;24307;24323,2;26546,4;26546,6;2025-03-25T13:58:42.711Z;26556,7;;static\office room_24.png;1.0;4.0;5.0;;
4;session_912;25/03/2025 14:58;AIDEI5A;;;Practice  Sequence;flow.Sequence;3_1;;;;completion;2239,9;24289,3;24290,2;24306,5;26546,4;26546,6;2025-03-25T13:58:42.711Z;26556,7;;static\office room_24.png;1.0;;;;
4;session_912;25/03/2025 14:58;AIDEI5A;;;Practice  Screen;canvas.Screen;3_2_0;;;;timeout;16,5;26546,8;26539,964;26556,7;26558,6;26558,8;2025-03-25T13:58:42.723Z;26573,2;;static\restaurant_80.png;2.0;;;;
4;session_912;25/03/2025 14:58;AIDEI5A;;;Practice Questionnaire;html.Form;3_2_1;;;;form submission;1935,4;26558,9;26558,6;26573,2;28508,6;28508,8;2025-03-25T13:58:44.673Z;28523,2;;static\restaurant_80.png;2.0;6.0;5.0;;
4;session_912;25/03/2025 14:58;AIDEI5A;;;Practice  Sequence;flow.Sequence;3_2;;;;completion;1951,9;26546,7;26539,964;26556,7;28508,6;28508,9;2025-03-25T13:58:44.673Z;28523,2;;static\restaurant_80.png;2.0;;;;
4;session_912;25/03/2025 14:58;AIDEI5A;;;Practice Loop;flow.Loop;3;;;;completion;7351,418;21156,4;21157,182;21157,182;28508,6;28509;2025-03-25T13:58:44.673Z;28523,2;;;;;;;
4;session_912;25/03/2025 14:58;AIDEI5A;;;Experiment Information Main;html.Form;4;;;;form submission;761;28509,1;28506,964;28523,2;29284,2;29284,3;2025-03-25T13:58:45.449Z;29289,8;;;;;;;
4;session_912;25/03/2025 14:58;AIDEI5A;;;Screen;canvas.Screen;5_0_0;;;;timeout;16,8;29284,4;29273,862;29289,8;29290,3;29290,4;2025-03-25T13:58:45.455Z;29306,6;;;;;;restaurant__281.png;0.0
5;session_912;25/03/2025 14:59;AIDEI5A;;;Questionnaire;html.Form;5_0_1;;;;form submission;2616,2;29290,5;29290,3;29306,6;31922,8;31923;2025-03-25T13:58:48.087Z;31923,964;;;;4.0;5.0;restaurant__281.png;0.0
5;session_912;25/03/2025 14:59;AIDEI5A;;;Sequence;flow.Sequence;5_0;;;;completion;2633;29284,4;29273,862;29289,8;31922,8;31923,1;2025-03-25T13:58:48.087Z;31923,964;;;;;;restaurant__281.png;0.0
5;session_912;25/03/2025 14:59;AIDEI5A;;;Screen;canvas.Screen;5_1_0;;;;timeout;15,836;31923,2;31923,964;31923,964;31924,7;31924,9;2025-03-25T13:58:48.089Z;31939,8;;;;;;living room__14.png;1.0
5;session_912;25/03/2025 14:59;AIDEI5A;;;Questionnaire;html.Form;5_1_1;;;;form submission;2537,4;31924,9;31924,7;31939,8;34477,2;34477,3;2025-03-25T13:58:50.642Z;34489,8;;;;3.0;4.0;living room__14.png;1.0
5;session_912;25/03/2025 14:59;AIDEI5A;;;Sequence;flow.Sequence;5_1;;;;completion;2553,236;31923,2;31923,964;31923,964;34477,2;34477,4;2025-03-25T13:58:50.642Z;34489,8;;;;;;living room__14.png;1.0
5;session_912;25/03/2025 14:59;AIDEI5A;;;Screen;canvas.Screen;5_2_0;;;;timeout;16,7;34477,4;34473,6;34489,8;34490,2;34490,4;2025-03-25T13:58:50.655Z;34506,5;;;;;;living room__121.png;2.0
5;session_912;25/03/2025 14:59;AIDEI5A;;;Questionnaire;html.Form;5_2_1;;;;form submission;2271,7;34490,4;34490,2;34506,5;36778,2;36778,3;2025-03-25T13:58:52.943Z;36789,9;;;;5.0;6.0;living room__121.png;2.0
