Participant id,Status,Started at,Completed at,Time taken,Total approvals,Fluent languages,Dyslexia,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
participant_913,APPROVED,2025-03-24T12:52:38.271000Z,2025-03-24T13:06:12.937000Z,815.0,131,English,No,23,Male,White,United States,United States,United States,English,No,Full-Time
participant_894,APPROVED,2025-03-24T12:54:07.768000Z,2025-03-24T13:51:02.179000Z,3415.0,347,"Polish, English",No,22,Female,White,Poland,Poland,Poland,Polish,Yes,Part-Time
participant_893,APPROVED,2025-03-24T12:54:12.737000Z,2025-03-24T13:14:54.062000Z,1242.0,98,"English, Other",No,22,Female,Black,South Africa,South Africa,South Africa,Other,DATA_EXPIRED,DATA_EXPIRED
participant_917,RETURNED,2025-03-24T12:54:20.547000Z,,,193,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_909,APPROVED,2025-03-24T12:55:54.203000Z,2025-03-24T13:13:30.350000Z,1057.0,237,"English, Afrikaans",No,34,Female,Mixed,South Africa,South Africa,South Africa,English,Yes,Full-Time
participant_899,RETURNED,2025-03-24T12:55:17.581000Z,,,431,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_888,APPROVED,2025-03-24T12:55:52.585000Z,2025-03-24T13:07:07.987000Z,676.0,721,"Polish, English, Slovak",No,23,Male,White,Poland,Poland,Poland,Polish,Yes,Unemployed (and job seeking)
participant_889,APPROVED,2025-03-24T12:59:23.789000Z,2025-03-24T13:13:31.502000Z,848.0,28,English,No,65,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
participant_900,APPROVED,2025-03-24T12:59:38.368000Z,2025-03-24T13:17:31.495000Z,1074.0,191,English,No,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
participant_916,APPROVED,2025-03-24T13:00:45.546000Z,2025-03-24T13:24:23.035000Z,1418.0,5,"Afrikaans, English, Portuguese",No,18,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_906,APPROVED,2025-03-24T13:00:57.144000Z,2025-03-24T13:21:03.792000Z,1207.0,111,"Afrikaans, English",No,62,Female,White,South Africa,South Africa,South Africa,English,No,Part-Time
participant_890,APPROVED,2025-03-24T13:01:21.490000Z,2025-03-24T13:19:19.913000Z,1079.0,139,"Afrikaans, English",No,38,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_892,RETURNED,2025-03-24T13:01:40.123000Z,,,29,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_895,RETURNED,2025-03-24T13:02:18.762000Z,,,165,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_910,APPROVED,2025-03-24T13:07:53.438000Z,2025-03-24T13:26:00.808000Z,1088.0,54,English,No,26,Male,Black,Nigeria,United Kingdom,United Kingdom,English,Yes,Part-Time
participant_902,APPROVED,2025-03-24T13:06:21.244000Z,2025-03-24T13:35:59.372000Z,1779.0,164,English,No,24,Female,Black,South Africa,South Africa,South Africa,English,No,Part-Time
participant_912,APPROVED,2025-03-24T13:06:32.107000Z,2025-03-24T13:36:01.507000Z,1770.0,456,English,No,24,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
participant_911,RETURNED,2025-03-24T13:17:06.728000Z,2025-03-24T13:56:30.332000Z,,148,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_919,APPROVED,2025-03-24T13:25:08.732000Z,2025-03-24T13:53:59.969000Z,1732.0,7,"Afrikaans, English, Other",No,25,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_891,APPROVED,2025-03-24T13:30:31.803000Z,2025-03-24T14:09:59.541000Z,2368.0,3,"Dutch, English, French, German",No,32,Male,Mixed,South Africa,South Africa,South Africa,English,Yes,Full-Time
participant_896,APPROVED,2025-03-24T13:59:23.563000Z,2025-03-24T14:16:58.227000Z,1055.0,72,"Afrikaans, Dutch, English, French",No,28,Female,Mixed,South Africa,South Africa,South Africa,Afrikaans,Yes,Full-Time
participant_905,APPROVED,2025-03-26T15:06:16.858000Z,2025-03-26T15:37:10.523000Z,1854.0,151,"English, Hungarian",No,20,Male,White,Hungary,Hungary,Hungary,Hungarian,Yes,Unemployed (and job seeking)
