id;session;timestamp;experiment;data.url;data.meta;data.sender;data.sender_type;data.sender_id;data.consent;data.share;data.;data.ended_on;data.duration;data.time_run;data.time_render;data.time_show;data.time_end;data.time_commit;data.timestamp;data.time_switch;data.ProlificID;data.img_idx_practice;data.counter_practice;data.tense;data.energetic;data.img_idx;data.counter_main
1;session_543;24/03/2025 11:32;AIDEI1A;[List];[Record];Consent Form;html.Form;0;True;True;;form submission;18058,2;13952,2;13938,566;13955,5;32013,7;32013,9;2025-03-24T10:32:28.090Z;32021,9;;;;;;;
2;session_543;24/03/2025 11:32;AIDEI1A;;;Prolific ID;html.Form;1;;;;form submission;3245,5;32014,1;32005,8;32021,9;35267,4;35267,6;2025-03-24T10:32:31.344Z;35272,2;TESTFATIH;;;;;;
3;session_543;24/03/2025 11:33;AIDEI1A;;;Experiment Information;html.Form;2;;;;form submission;30503,6;35267,7;35255,822;35272,2;65775,8;65776;2025-03-24T10:33:01.852Z;65788,4;;;;;;;
3;session_543;24/03/2025 11:33;AIDEI1A;;;Practice  Screen;canvas.Screen;3_0_0;;;;timeout;16,6;65776,1;65771,7;65788,4;65789;65789,2;2025-03-24T10:33:01.865Z;65805;;static\living room_0.png;0.0;;;;
3;session_543;24/03/2025 11:33;AIDEI1A;;;Practice Questionnaire;html.Form;3_0_1;;;;form submission;2262,3;65789,3;65789;65805;68067,3;68067,5;2025-03-24T10:33:04.143Z;68071,5;;static\living room_0.png;0.0;5.0;6.0;;
3;session_543;24/03/2025 11:33;AIDEI1A;;;Practice  Sequence;flow.Sequence;3_0;;;;completion;2278,9;65776,1;65771,7;65788,4;68067,3;68067,6;2025-03-24T10:33:04.144Z;68071,5;;static\living room_0.png;0.0;;;;
3;session_543;24/03/2025 11:33;AIDEI1A;;;Practice  Screen;canvas.Screen;3_1_0;;;;timeout;17,1;68067,8;68055,726;68071,5;68072,2;68072,3;2025-03-24T10:33:04.148Z;68088,6;;static\office room_24.png;1.0;;;;
3;session_543;24/03/2025 11:33;AIDEI1A;;;Practice Questionnaire;html.Form;3_1_1;;;;form submission;2008,7;68072,3;68072,2;68088,6;70097,3;70097,5;2025-03-24T10:33:06.173Z;70105,2;;static\office room_24.png;1.0;6.0;5.0;;
3;session_543;24/03/2025 11:33;AIDEI1A;;;Practice  Sequence;flow.Sequence;3_1;;;;completion;2025,8;68067,8;68055,726;68071,5;70097,3;70097,6;2025-03-24T10:33:06.174Z;70105,2;;static\office room_24.png;1.0;;;;
3;session_543;24/03/2025 11:33;AIDEI1A;;;Practice  Screen;canvas.Screen;3_2_0;;;;timeout;16,6;70097,6;70088,958;70105,2;70106,7;70106,8;2025-03-24T10:33:06.183Z;70121,8;;static\restaurant_80.png;2.0;;;;
