Participant id,Status,Started at,Completed at,Time taken,Total approvals,Fluent languages,Dyslexia,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
participant_1046,APPROVED,2025-03-26T07:43:26.127000Z,2025-03-26T08:18:54.647000Z,2129.0,328,English,No,29,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
participant_1070,APPROVED,2025-03-26T07:43:14.775000Z,2025-03-26T07:59:14.427000Z,960.0,100,"English, German",No,28,Male,White,Germany,Germany,Germany,German,No,Full-Time
participant_1045,RETURNED,2025-03-26T07:44:09.235000Z,,,85,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_1069,RETURNED,2025-03-26T07:46:55.122000Z,,,73,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_1057,APPROVED,2025-03-26T07:47:24.359000Z,2025-03-26T08:20:26.241000Z,1982.0,144,English,No,27,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
participant_1043,APPROVED,2025-03-26T07:45:56.918000Z,2025-03-26T08:19:52.319000Z,2036.0,103,English,No,48,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
participant_1048,RETURNED,2025-03-26T07:46:07.072000Z,,,628,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_1065,APPROVED,2025-03-26T07:47:17.870000Z,2025-03-26T08:01:16.543000Z,839.0,643,"Portuguese, English",No,48,Male,White,France,Portugal,Portugal,Portuguese,No,Unemployed (and job seeking)
participant_1062,APPROVED,2025-03-26T07:47:35.678000Z,2025-03-26T08:01:28.476000Z,833.0,217,"English, Polish",No,25,Female,White,Poland,Poland,Poland,Polish,Yes,Full-Time
participant_1059,RETURNED,2025-03-26T08:00:00.075000Z,,,88,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_1049,APPROVED,2025-03-26T07:50:00.425000Z,2025-03-26T08:14:26.638000Z,1467.0,217,English,No,23,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_1071,APPROVED,2025-03-26T07:53:22.351000Z,2025-03-26T08:22:31.400000Z,1750.0,241,"Afrikaans, Czech, Danish, Dutch, English, French, Finnish, German, Italian, Norwegian, Russian, Spanish, Hungarian, Bulgarian, Romanian",No,31,Female,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
participant_1050,APPROVED,2025-03-26T07:50:08.762000Z,2025-03-26T08:09:13.965000Z,1146.0,900,"English, Greek",No,42,Male,White,Greece,Greece,Greece,Greek,No,Full-Time
participant_1042,APPROVED,2025-03-26T07:50:37.560000Z,2025-03-26T08:04:37.198000Z,840.0,119,"Greek, English",No,31,Female,White,Greece,Greece,Greece,Greek,No,Full-Time
participant_1061,APPROVED,2025-03-26T07:52:15.267000Z,2025-03-26T08:22:13.118000Z,1798.0,353,"Afrikaans, English",No,72,Female,White,South Africa,South Africa,South Africa,Afrikaans,No,Other
participant_1054,APPROVED,2025-03-26T07:51:33.392000Z,2025-03-26T08:32:31.185000Z,2458.0,736,English,No,30,Female,Black,Zimbabwe,South Africa,Zimbabwe,English,No,Full-Time
participant_1044,APPROVED,2025-03-26T07:53:04.394000Z,2025-03-26T08:14:03.218000Z,1259.0,0,"English, Portuguese, Other",No,33,Male,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
participant_1047,RETURNED,2025-03-26T07:53:16.803000Z,,,19,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_1055,RETURNED,2025-03-26T07:53:18.205000Z,2025-03-26T07:58:28.284000Z,,39,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_1063,APPROVED,2025-03-26T07:53:32.528000Z,2025-03-26T08:06:46.934000Z,795.0,29,"Afrikaans, English",No,32,Male,White,South Africa,South Africa,South Africa,Afrikaans,No,Unemployed (and job seeking)
participant_1056,APPROVED,2025-03-26T07:54:02.148000Z,2025-03-26T08:07:21.917000Z,800.0,57,English,No,22,Female,Black,South Africa,South Africa,South Africa,English,No,Part-Time
participant_1060,APPROVED,2025-03-26T07:56:31.185000Z,2025-03-26T08:17:18.091000Z,1247.0,126,English,No,26,Female,Black,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking)
participant_1067,APPROVED,2025-03-26T07:55:11.447000Z,2025-03-26T08:05:41.321000Z,630.0,43,"Afrikaans, Arabic, Dutch, English, French, German, Italian",No,24,Female,Black,DATA_EXPIRED,South Africa,South Africa,English,Yes,Full-Time
participant_1053,APPROVED,2025-03-26T07:58:54.498000Z,2025-03-26T08:14:37.394000Z,943.0,239,English,No,27,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
participant_1052,APPROVED,2025-03-26T08:01:20.820000Z,2025-03-26T08:31:07.254000Z,1787.0,65,"English, Italian, Spanish, Portuguese",No,27,Male,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
participant_1058,APPROVED,2025-03-26T08:02:08.194000Z,2025-03-26T08:29:26.459000Z,1639.0,6,English,No,44,Male,Black,United States,United States,United States,English,No,Full-Time
participant_1066,APPROVED,2025-03-26T08:02:32.283000Z,2025-03-26T08:19:52.704000Z,1041.0,10,"Afrikaans, English, Dutch, Italian, Portuguese, Other",No,23,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_1068,APPROVED,2025-03-26T08:11:32.924000Z,2025-03-26T08:48:38.030000Z,2226.0,44,"Afrikaans, Danish, Dutch, English, French",No,66,Male,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
participant_1064,APPROVED,2025-03-26T08:25:18.109000Z,2025-03-26T08:43:19.211000Z,1082.0,95,English,No,19,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_1041,APPROVED,2025-03-26T14:43:41.663000Z,2025-03-26T14:57:07.036000Z,806.0,99,English,No,40,Female,Black,South Africa,South Africa,South Africa,Other,Yes,Full-Time
participant_1051,RETURNED,2025-03-26T08:01:10.084000Z,,,80,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
