id;session;timestamp;experiment;data.url;data.meta;data.sender;data.sender_type;data.sender_id;data.consent;data.share;data.;data.ended_on;data.duration;data.time_run;data.time_render;data.time_show;data.time_end;data.time_commit;data.timestamp;data.time_switch;data.ProlificID;data.img_idx_practice;data.counter_practice;data.tense;data.energetic;data.img_idx;data.counter_main
1;session_613;27/03/2025 15:15;AIDEI12A;[List];[Record];Consent Form;html.Form;0;True;True;;form submission;4984,8;59505,7;59477,7;59511,3;64496,1;64496,7;2025-03-27T14:15:36.882Z;64512,1;;;;;;;
2;session_613;27/03/2025 15:15;AIDEI12A;;;Prolific ID;html.Form;1;;;;form submission;3292,5;64496,9;64495,928;64512,1;67804,6;67804,8;2025-03-27T14:15:40.190Z;67855,9;TESTFATIH;;;;;;
2;session_613;27/03/2025 15:15;AIDEI12A;;;Experiment Information;html.Form;2;;;;form submission;1820,9;67805;67790,55;67855,9;69676,8;69677,3;2025-03-27T14:15:42.063Z;69678,76;;;;;;;
2;session_613;27/03/2025 15:15;AIDEI12A;;;Practice  Screen;canvas.Screen;3_0_0;;;;timeout;16,34;69677,4;69678,76;69678,76;69685;69685,2;2025-03-27T14:15:42.071Z;69695,1;;static\living room_0.png;0.0;;;;
2;session_613;27/03/2025 15:15;AIDEI12A;;;Practice Questionnaire;html.Form;3_0_1;;;;form submission;2464,7;69685,3;69685;69695,1;72159,8;72160,1;2025-03-27T14:15:44.545Z;72161,7;;static\living room_0.png;0.0;7.0;6.0;;
2;session_613;27/03/2025 15:15;AIDEI12A;;;Practice  Sequence;flow.Sequence;3_0;;;;completion;2481,04;69677,4;69678,76;69678,76;72159,8;72160,4;2025-03-27T14:15:44.546Z;72161,7;;static\living room_0.png;0.0;;;;
2;session_613;27/03/2025 15:15;AIDEI12A;;;Practice  Screen;canvas.Screen;3_1_0;;;;timeout;16,6;72160,4;72145,354;72161,7;72166;72166,1;2025-03-27T14:15:44.552Z;72178,3;;static\office room_24.png;1.0;;;;
3;session_613;27/03/2025 15:15;AIDEI12A;;;Practice Questionnaire;html.Form;3_1_1;;;;form submission;2954,3;72166,3;72166;72178,3;75132,6;75132,9;2025-03-27T14:15:47.518Z;75145,1;;static\office room_24.png;1.0;5.0;6.0;;
3;session_613;27/03/2025 15:15;AIDEI12A;;;Practice  Sequence;flow.Sequence;3_1;;;;completion;2970,9;72160,4;72145,354;72161,7;75132,6;75133,1;2025-03-27T14:15:47.518Z;75145,1;;static\office room_24.png;1.0;;;;
3;session_613;27/03/2025 15:15;AIDEI12A;;;Practice  Screen;canvas.Screen;3_2_0;;;;timeout;16,5;75133,2;75128,61;75145,1;75146,8;75147,2;2025-03-27T14:15:47.533Z;75161,6;;static\restaurant_80.png;2.0;;;;
3;session_613;27/03/2025 15:15;AIDEI12A;;;Practice Questionnaire;html.Form;3_2_1;;;;form submission;2451;75147,3;75146,8;75161,6;77612,6;77612,9;2025-03-27T14:15:49.998Z;77611,882;;static\restaurant_80.png;2.0;6.0;5.0;;
3;session_613;27/03/2025 15:15;AIDEI12A;;;Practice  Sequence;flow.Sequence;3_2;;;;completion;2467,5;75133,2;75128,61;75145,1;77612,6;77613,1;2025-03-27T14:15:49.999Z;77611,882;;static\restaurant_80.png;2.0;;;;
3;session_613;27/03/2025 15:15;AIDEI12A;;;Practice Loop;flow.Loop;3;;;;completion;7933,84;69677,4;69678,76;69678,76;77612,6;77613,2;2025-03-27T14:15:49.999Z;77611,882;;;;;;;
4;session_603;27/03/2025 15:32;AIDEI12A;[List];[Record];Consent Form;html.Form;0;True;True;;form submission;24218,7;8492,8;8484;8500,7;32719,4;32720,4;2025-03-27T14:32:57.186Z;32717,588;;;;;;;
5;session_603;27/03/2025 15:33;AIDEI12A;;;Prolific ID;html.Form;1;;;;form submission;9807,112;32720,8;32717,588;32717,588;42524,7;42524,8;2025-03-27T14:33:06.991Z;42550,9;participant_664;;;;;;
6;session_603;27/03/2025 15:33;AIDEI12A;;;Experiment Information;html.Form;2;;;;form submission;34456,8;42524,9;42550,898;42550,9;77007,7;77008;2025-03-27T14:33:41.474Z;77034,5;;;;;;;
6;session_603;27/03/2025 15:33;AIDEI12A;;;Practice  Screen;canvas.Screen;3_0_0;;;;timeout;33,2;77008,3;77017,866;77034,5;77051,7;77051,9;2025-03-27T14:33:41.518Z;77067,7;;static\living room_0.png;0.0;;;;
7;session_603;27/03/2025 15:33;AIDEI12A;;;Practice Questionnaire;html.Form;3_0_1;;;;form submission;10667,7;77052,1;77051,7;77067,7;87735,4;87735,8;2025-03-27T14:33:52.202Z;87751,2;;static\living room_0.png;0.0;5.0;3.0;;
7;session_603;27/03/2025 15:33;AIDEI12A;;;Practice  Sequence;flow.Sequence;3_0;;;;completion;10700,9;77008,2;77017,866;77034,5;87735,4;87736,2;2025-03-27T14:33:52.202Z;87751,2;;static\living room_0.png;0.0;;;;
7;session_603;27/03/2025 15:33;AIDEI12A;;;Practice  Screen;canvas.Screen;3_1_0;;;;timeout;16,7;87736,4;87734,6;87751,2;87755,3;87755,4;2025-03-27T14:33:52.221Z;87767,9;;static\office room_24.png;1.0;;;;
8;session_603;27/03/2025 15:34;AIDEI12A;;;Practice Questionnaire;html.Form;3_1_1;;;;form submission;8622,7;87755,5;87755,3;87767,9;96390,6;96391,1;2025-03-27T14:34:00.857Z;96418;;static\office room_24.png;1.0;2.0;4.0;;
8;session_603;27/03/2025 15:34;AIDEI12A;;;Practice  Sequence;flow.Sequence;3_1;;;;completion;8639,4;87736,3;87734,6;87751,2;96390,6;96391,3;2025-03-27T14:34:00.857Z;96418;;static\office room_24.png;1.0;;;;
8;session_603;27/03/2025 15:34;AIDEI12A;;;Practice  Screen;canvas.Screen;3_2_0;;;;timeout;16,6;96391,5;96401,356;96418;96418,2;96418,3;2025-03-27T14:34:00.884Z;96434,6;;static\restaurant_80.png;2.0;;;;
9;session_603;27/03/2025 15:34;AIDEI12A;;;Practice Questionnaire;html.Form;3_2_1;;;;form submission;6144,5;96418,4;96418,2;96434,6;102579,1;102579,6;2025-03-27T14:34:07.046Z;102601,4;;static\restaurant_80.png;2.0;2.0;5.0;;
9;session_603;27/03/2025 15:34;AIDEI12A;;;Practice  Sequence;flow.Sequence;3_2;;;;completion;6161,1;96391,4;96401,356;96418;102579,1;102579,8;2025-03-27T14:34:07.046Z;102601,4;;static\restaurant_80.png;2.0;;;;
9;session_603;27/03/2025 15:34;AIDEI12A;;;Practice Loop;flow.Loop;3;;;;completion;25544,6;77008,2;77017,866;77034,5;102579,1;102579,9;2025-03-27T14:34:07.046Z;102601,4;;;;;;;
9;session_603;27/03/2025 15:34;AIDEI12A;;;Experiment Information Main;html.Form;4;;;;form submission;2135,1;102580;102584,694;102601,4;104736,5;104736,9;2025-03-27T14:34:09.203Z;104751,3;;;;;;;
9;session_603;27/03/2025 15:34;AIDEI12A;;;Screen;canvas.Screen;5_0_0;;;;timeout;16,6;104737,2;104734,712;104751,3;104751,7;104751,9;2025-03-27T14:34:09.218Z;104767,9;;;;;;restaurant__245.png;0.0
10;session_603;27/03/2025 15:34;AIDEI12A;;;Questionnaire;html.Form;5_0_1;;;;form submission;10198,8;104752;104751,7;104767,9;114966,7;114966,9;2025-03-27T14:34:19.433Z;115001,3;;;;5.0;3.0;restaurant__245.png;0.0
10;session_603;27/03/2025 15:34;AIDEI12A;;;Sequence;flow.Sequence;5_0;;;;completion;10215,4;104737,2;104734,712;104751,3;114966,7;114967,2;2025-03-27T14:34:19.433Z;115001,3;;;;;;restaurant__245.png;0.0
10;session_603;27/03/2025 15:34;AIDEI12A;;;Screen;canvas.Screen;5_1_0;;;;timeout;16,8;114967,3;114968,098;115001,3;115001,7;115001,7;2025-03-27T14:34:19.468Z;115018,1;;;;;;kitchen__245.png;1.0
11;session_603;27/03/2025 15:34;AIDEI12A;;;Questionnaire;html.Form;5_1_1;;;;form submission;5649,7;115001,8;115001,7;115018,1;120667,8;120668,2;2025-03-27T14:34:25.134Z;120684,828;;;;4.0;5.0;kitchen__245.png;1.0
