Participant id,Status,Started at,Completed at,Time taken,Total approvals,Fluent languages,Dyslexia,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
participant_824,APPROVED,2025-03-31T09:19:58.273000Z,2025-03-31T09:33:38.312000Z,821.0,60,"Dutch, English",No,28,Female,White,Netherlands,Netherlands,Netherlands,Dutch,No,Part-Time
participant_826,APPROVED,2025-03-31T09:20:47.541000Z,2025-03-31T09:34:00.278000Z,793.0,295,English,No,42,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
participant_809,APPROVED,2025-03-31T09:22:59.846000Z,2025-03-31T09:47:58.211000Z,1499.0,168,English,No,48,Female,Other,South Africa,South Africa,South Africa,English,No,Full-Time
participant_819,APPROVED,2025-03-31T09:21:01.158000Z,2025-03-31T09:36:16.143000Z,915.0,221,English,No,25,Female,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
participant_811,RETURNED,2025-03-31T09:23:32.772000Z,2025-03-31T10:27:47.505000Z,,129,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_802,APPROVED,2025-03-31T09:25:06.159000Z,2025-03-31T09:40:06.798000Z,901.0,474,"English, Spanish",No,27,Female,Mixed,United States,Mexico,United States,English,No,Other
participant_823,APPROVED,2025-03-31T09:23:04.176000Z,2025-03-31T09:36:27.265000Z,804.0,63,"Afrikaans, Albanian, Amharic, Arabic, Armenian, Basque, Belarusian, Bengali, Burmese, Bulgarian, Catalan, Czech, Chinese, Croatian, Dari, Dzongkha, Danish, Dutch, English, Esperanto, Estonian, Faroese, Farsi, Finnish, French, Gaelic, Galician, German, Greek, Hebrew, Hindi, Hungarian, Icelandic, Indonesian, Inuktitut, Italian, Japanese, Khmer, Korean, Kurdish, Laotian, Latvian, Lappish, Lithuanian, Macedonian, Malay, Maltese, Nepali, Norwegian, Pashto, Polish, Portuguese, Romanian, Russian, Scots, Serbian, Slovak, Slovenian, Somali, Spanish, Swedish, Swahili, Tagalog-Filipino, Tajik, Tamil, Thai, Tibetan, Tigrinya, Tongan, Turkish, Turkmen, Ukrainian, Urdu, Uzbek, Welsh",No,41,Male,Black,Zimbabwe,South Africa,South Africa,DATA_EXPIRED,Yes,Full-Time
participant_810,APPROVED,2025-03-31T09:22:56.827000Z,2025-03-31T09:41:57.026000Z,1141.0,62,"Portuguese, English, Esperanto",No,30,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Unemployed (and job seeking)
participant_807,RETURNED,2025-03-31T09:22:54.915000Z,,,111,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_814,APPROVED,2025-03-31T09:23:04.007000Z,2025-03-31T09:45:42.930000Z,1359.0,0,English,No,27,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_822,APPROVED,2025-03-31T09:23:37.846000Z,2025-03-31T09:34:51.935000Z,675.0,128,"Afrikaans, English",No,28,Female,White,South Africa,South Africa,South Africa,English,No,Full-Time
participant_821,APPROVED,2025-03-31T09:23:42.124000Z,2025-03-31T09:33:54.696000Z,613.0,157,"Danish, English, French, German, Japanese, Portuguese, Spanish",No,53,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_817,RETURNED,2025-03-31T09:25:32.295000Z,,,70,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_803,APPROVED,2025-03-31T09:26:47.278000Z,2025-03-31T09:37:37.360000Z,651.0,122,English,No,23,Male,White,Poland,Poland,Poland,Polish,Yes,Due to start a new job within the next month
participant_808,APPROVED,2025-03-31T09:27:29.719000Z,2025-03-31T09:50:17.672000Z,1368.0,393,"Portuguese, English",No,26,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Part-Time
participant_812,APPROVED,2025-03-31T09:33:37.906000Z,2025-03-31T09:47:30.700000Z,833.0,60,"Hungarian, English",No,27,Male,White,Hungary,Hungary,Hungary,Hungarian,No,Full-Time
participant_816,APPROVED,2025-03-31T09:30:56.450000Z,2025-03-31T09:51:46.207000Z,1250.0,154,"Afrikaans, Arabic, Czech, Chinese, Danish, Dutch, English, French, German, Greek, Hebrew, Hindi, Icelandic, Japanese, Norwegian, Portuguese, Romanian, Russian, Spanish, Swedish, Swahili, Vietnamese, Other, Ukrainian, Turkish, Serbian, Malay, Korean, Indonesian, Finnish, Albanian",No,55,Female,Black,South Africa,South Africa,South Africa,French,Yes,Full-Time
participant_805,APPROVED,2025-03-31T09:31:10.839000Z,2025-03-31T09:44:00.507000Z,770.0,69,"Afrikaans, Danish, Dutch, English, French, German, Greek, Hungarian, Italian, Japanese, Korean, Norwegian, Portuguese, Russian, Romanian, Spanish, Mandarin",No,49,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_827,APPROVED,2025-03-31T09:31:29.695000Z,2025-03-31T09:53:56.125000Z,1347.0,176,"Italian, English",No,55,Male,White,Italy,Italy,Italy,Italian,No,Full-Time
participant_828,APPROVED,2025-03-31T09:31:22.906000Z,2025-03-31T09:49:33.534000Z,1091.0,18,English,No,25,Male,White,Poland,Poland,Poland,Polish,No,Part-Time
participant_825,REJECTED,2025-03-31T09:31:19.320000Z,2025-03-31T09:39:45.964000Z,507.0,6,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_815,APPROVED,2025-03-31T09:31:24.943000Z,2025-03-31T09:48:28.078000Z,1024.0,164,English,No,33,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_806,APPROVED,2025-03-31T09:32:56.371000Z,2025-03-31T09:47:34.782000Z,879.0,117,English,No,46,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
participant_813,APPROVED,2025-03-31T09:34:15.911000Z,2025-03-31T09:54:28.701000Z,1213.0,1087,English,No,76,Female,White,United States,Israel,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
participant_820,RETURNED,2025-03-31T09:34:45.667000Z,,,168,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_804,APPROVED,2025-03-31T09:43:39.339000Z,2025-03-31T09:53:04.484000Z,566.0,0,"English, Other",No,30,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_818,APPROVED,2025-03-31T10:09:27.908000Z,2025-03-31T10:47:44.194000Z,2297.0,4,"Afrikaans, English, French",No,37,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
