id;session;timestamp;experiment;data.url;data.meta;data.sender;data.sender_type;data.sender_id;data.consent;data.share;data.;data.ended_on;data.duration;data.time_run;data.time_render;data.time_show;data.time_end;data.time_commit;data.timestamp;data.time_switch;data.ProlificID;data.img_idx_practice;data.counter_practice;data.tense;data.energetic;data.img_idx;data.counter_main
1;session_746;31/03/2025 11:03;AIDEI17A;[List];[Record];Consent Form;html.Form;0;True;True;;form submission;13505,6;12698,2;12682,8;12699,8;26205,4;26205,7;2025-03-31T09:02:58.292Z;26215,9;;;;;;;
2;session_735;31/03/2025 11:16;AIDEI17A;[List];[Record];Consent Form;html.Form;0;True;True;;form submission;52965,2;12173,5;12148,2;12181,5;65146,7;65147;2025-03-31T09:16:05.368Z;65149,226;;;;;;;
3;session_749;31/03/2025 11:21;AIDEI17A;[List];[Record];Consent Form;html.Form;0;True;True;;form submission;68426,1;10624,4;10586,2;10652,7;79078,8;79079,2;2025-03-31T09:21:21.963Z;79103,7;;;;;;;
4;session_750;31/03/2025 11:21;AIDEI17A;[List];[Record];Consent Form;html.Form;0;True;True;;form submission;23799,1;6944,2;6928;6961,8;30760,9;30761,5;2025-03-31T09:21:22.446Z;30761,9;;;;;;;
5;session_750;31/03/2025 11:21;AIDEI17A;;;Prolific ID;html.Form;1;;;;form submission;2885,5;30761,8;30761,864;30761,9;33647,4;33647,4;2025-03-31T09:21:25.332Z;33711,862;participant_826;;;;;;
6;session_749;31/03/2025 11:21;AIDEI17A;;;Prolific ID;html.Form;1;;;;form submission;8968,7;79079,5;79070,5;79103,7;88072,4;88073;2025-03-31T09:21:30.957Z;88103,8;participant_824;;;;;;
7;session_750;31/03/2025 11:22;AIDEI17A;;;Experiment Information;html.Form;2;;;;form submission;47678,838;33647,7;33711,862;33711,862;81390,7;81391,1;2025-03-31T09:22:13.076Z;81461,9;;;;;;;
7;session_750;31/03/2025 11:22;AIDEI17A;;;Practice  Screen;canvas.Screen;3_0_0;;;;timeout;33,2;81391,5;81428,6;81461,9;81462,7;81462,9;2025-03-31T09:22:13.147Z;81495,1;;static\living room_0.png;0.0;;;;
8;session_750;31/03/2025 11:22;AIDEI17A;;;Practice Questionnaire;html.Form;3_0_1;;;;form submission;8591,5;81463;81462,7;81495,1;90086,6;90086,8;2025-03-31T09:22:21.771Z;90095,2;;static\living room_0.png;0.0;3.0;5.0;;
8;session_750;31/03/2025 11:22;AIDEI17A;;;Practice  Sequence;flow.Sequence;3_0;;;;completion;8624,7;81391,4;81428,6;81461,9;90086,6;90087;2025-03-31T09:22:21.772Z;90095,2;;static\living room_0.png;0.0;;;;
8;session_750;31/03/2025 11:22;AIDEI17A;;;Practice  Screen;canvas.Screen;3_1_0;;;;timeout;33,3;90087,1;90078,522;90095,2;90096,4;90096,4;2025-03-31T09:22:21.781Z;90128,5;;static\office room_24.png;1.0;;;;
9;session_750;31/03/2025 11:22;AIDEI17A;;;Practice Questionnaire;html.Form;3_1_1;;;;form submission;6088,6;90096,4;90096,4;90128,5;96217,1;96217,3;2025-03-31T09:22:27.902Z;96261,3;;static\office room_24.png;1.0;1.0;5.0;;
