Participant id,Status,Started at,Completed at,Time taken,Total approvals,Fluent languages,Dyslexia,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
participant_928,APPROVED,2025-03-25T09:32:31.262000Z,2025-03-25T09:47:24.496000Z,894.0,160,English,No,49,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
participant_921,TIMED-OUT,2025-03-25T09:32:39.012000Z,,8474680.0,613,English,No,37,Female,White,United States,United States,United States,English,No,Full-Time
participant_949,APPROVED,2025-03-25T09:34:17.775000Z,2025-03-25T09:54:08.792000Z,1192.0,179,English,No,25,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_924,APPROVED,2025-03-25T09:33:30.827000Z,2025-03-25T09:55:52.942000Z,1343.0,339,"Afrikaans, English",No,25,Male,Mixed,South Africa,South Africa,South Africa,Afrikaans,Yes,Full-Time
participant_930,APPROVED,2025-03-25T09:33:57.412000Z,2025-03-25T09:45:17.954000Z,681.0,80,English,No,30,Prefer not to say,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_926,RETURNED,2025-03-25T09:33:50.278000Z,,,784,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_931,APPROVED,2025-03-25T09:34:19.024000Z,2025-03-25T10:04:18.830000Z,1800.0,211,"English, Hungarian",No,22,Female,White,Hungary,Hungary,Hungary,Hungarian,Yes,Unemployed (and job seeking)
participant_937,RETURNED,2025-03-25T09:35:56.769000Z,,,607,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_942,APPROVED,2025-03-25T09:35:00.310000Z,2025-03-25T09:48:26.314000Z,807.0,27,"English, Croatian, Serbian",No,57,Male,White,Croatia,Croatia,Croatia,Croatian,No,Other
participant_923,RETURNED,2025-03-25T09:36:27.072000Z,2025-03-25T09:39:19.456000Z,,0,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_936,APPROVED,2025-03-25T09:35:51.523000Z,2025-03-25T09:50:35.765000Z,885.0,3,English,No,41,Male,White,United States,United States,United States,English,No,Full-Time
participant_944,APPROVED,2025-03-25T09:36:35.713000Z,2025-03-25T10:16:05.875000Z,2371.0,1,"Afrikaans, English, German",No,48,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_951,APPROVED,2025-03-25T09:37:58.164000Z,2025-03-25T09:51:46.220000Z,829.0,165,"English, Italian",No,30,Female,White,Italy,Italy,Italy,Italian,Yes,Part-Time
participant_922,APPROVED,2025-03-25T09:39:36.456000Z,2025-03-25T10:42:32.549000Z,3777.0,103,"Spanish, Catalan, Galician, English",No,52,Male,White,Spain,Spain,Spain,Spanish,No,Full-Time
