id;session;timestamp;experiment;data.url;data.meta;data.sender;data.sender_type;data.sender_id;data.consent;data.share;data.;data.ended_on;data.duration;data.time_run;data.time_render;data.time_show;data.time_end;data.time_commit;data.timestamp;data.time_switch;data.ProlificID;data.img_idx_practice;data.counter_practice;data.tense;data.energetic;data.img_idx;data.counter_main
1;session_862;25/03/2025 10:16;AIDEI3A;[List];[Record];Consent Form;html.Form;0;True;True;;form submission;5627,8;7919,3;7897,066;7930,4;13558,2;13558,6;2025-03-25T09:16:49.417Z;13563,2;;;;;;;
2;session_862;25/03/2025 10:17;AIDEI3A;;;Prolific ID;html.Form;1;;;;form submission;2544,5;13558,9;13547,198;13563,2;16107,7;16108;2025-03-25T09:16:51.966Z;16129,8;TESTFATIH;;;;;;
2;session_862;25/03/2025 10:17;AIDEI3A;;;Experiment Information;html.Form;2;;;;form submission;3422,8;16108,3;16097,484;16129,8;19552,6;19552,8;2025-03-25T09:16:55.411Z;19579,9;;;;;;;
2;session_862;25/03/2025 10:17;AIDEI3A;;;Practice  Screen;canvas.Screen;3_0_0;;;;timeout;17,1;19553;19563,998;19579,9;19580,5;19580,7;2025-03-25T09:16:55.439Z;19597;;static\living room_0.png;0.0;;;;
2;session_862;25/03/2025 10:17;AIDEI3A;;;Practice Questionnaire;html.Form;3_0_1;;;;form submission;1891,9;19580,7;19580,5;19597;21488,9;21489,1;2025-03-25T09:16:57.347Z;21496,7;;static\living room_0.png;0.0;7.0;6.0;;
2;session_862;25/03/2025 10:17;AIDEI3A;;;Practice  Sequence;flow.Sequence;3_0;;;;completion;1909;19553;19563,998;19579,9;21488,9;21489,4;2025-03-25T09:16:57.348Z;21496,7;;static\living room_0.png;0.0;;;;
2;session_862;25/03/2025 10:17;AIDEI3A;;;Practice  Screen;canvas.Screen;3_1_0;;;;timeout;16,4;21489,5;21480,822;21496,7;21496,9;21497,1;2025-03-25T09:16:57.355Z;21513,1;;static\office room_24.png;1.0;;;;
2;session_862;25/03/2025 10:17;AIDEI3A;;;Practice Questionnaire;html.Form;3_1_1;;;;form submission;2192;21497,4;21496,9;21513,1;23705,1;23705,4;2025-03-25T09:16:59.564Z;23713,8;;static\office room_24.png;1.0;5.0;6.0;;
2;session_862;25/03/2025 10:17;AIDEI3A;;;Practice  Sequence;flow.Sequence;3_1;;;;completion;2208,4;21489,4;21480,822;21496,7;23705,1;23705,6;2025-03-25T09:16:59.564Z;23713,8;;static\office room_24.png;1.0;;;;
2;session_862;25/03/2025 10:17;AIDEI3A;;;Practice  Screen;canvas.Screen;3_2_0;;;;timeout;16,5;23705,9;23697,4;23713,8;23715,3;23715,6;2025-03-25T09:16:59.574Z;23730,3;;static\restaurant_80.png;2.0;;;;
2;session_862;25/03/2025 10:17;AIDEI3A;;;Practice Questionnaire;html.Form;3_2_1;;;;form submission;1545;23715,9;23715,3;23730,3;25275,3;25275,6;2025-03-25T09:17:01.134Z;25280,3;;static\restaurant_80.png;2.0;7.0;6.0;;
2;session_862;25/03/2025 10:17;AIDEI3A;;;Practice  Sequence;flow.Sequence;3_2;;;;completion;1561,5;23705,7;23697,4;23713,8;25275,3;25275,9;2025-03-25T09:17:01.134Z;25280,3;;static\restaurant_80.png;2.0;;;;
2;session_862;25/03/2025 10:17;AIDEI3A;;;Practice Loop;flow.Loop;3;;;;completion;5695,4;19552,9;19563,998;19579,9;25275,3;25276;2025-03-25T09:17:01.134Z;25280,3;;;;;;;
