id;session;timestamp;experiment;data.url;data.meta;data.sender;data.sender_type;data.sender_id;data.consent;data.share;data.;data.ended_on;data.duration;data.time_run;data.time_render;data.time_show;data.time_end;data.time_commit;data.timestamp;data.time_switch;data.ProlificID;data.img_idx_practice;data.counter_practice;data.valence;data.approach;data.img_idx;data.counter_main
1;session_56;13/03/2025 11:54;AIDEI10V;[List];[Record];Consent Form;html.Form;0;True;True;;form submission;10394,2;13442,7;13428,6;13462,1;23856,3;23856,6;2025-03-13T10:53:58.885Z;23878,8;;;;;;;
2;session_56;13/03/2025 11:54;AIDEI10V;;;Prolific ID;html.Form;1;;;;form submission;3937,3;23856,8;23861,7;23878,8;27816,1;27816,4;2025-03-13T10:54:02.845Z;27828,728;TESTFATIH;;;;;;
3;session_56;13/03/2025 11:54;AIDEI10V;;;Experiment Information;html.Form;2;;;;form submission;5159,072;27816,5;27828,728;27828,728;32987,8;32987,9;2025-03-13T10:54:08.016Z;32995;;;;;;;
3;session_56;13/03/2025 11:54;AIDEI10V;;;Practice  Screen;canvas.Screen;3_0_0;;;;timeout;17;32988;32978,764;32995;32995,7;32996;2025-03-13T10:54:08.024Z;33012;;static\living room_0.png;0.0;;;;
4;session_56;13/03/2025 11:54;AIDEI10V;;;Practice Questionnaire;html.Form;3_0_1;;;;form submission;3690,6;32996,2;32995,7;33012;36702,6;36702,8;2025-03-13T10:54:11.731Z;36728,3;;static\living room_0.png;0.0;5.0;5.0;;
4;session_56;13/03/2025 11:54;AIDEI10V;;;Practice  Sequence;flow.Sequence;3_0;;;;completion;3707,6;32988;32978,764;32995;36702,6;36703,2;2025-03-13T10:54:11.732Z;36728,3;;static\living room_0.png;0.0;;;;
4;session_56;13/03/2025 11:54;AIDEI10V;;;Practice  Screen;canvas.Screen;3_1_0;;;;timeout;17,2;36703,4;36712,2;36728,3;36728,7;36729;2025-03-13T10:54:11.757Z;36745,5;;static\office room_24.png;1.0;;;;
5;session_56;13/03/2025 11:54;AIDEI10V;;;Practice Questionnaire;html.Form;3_1_1;;;;form submission;3649;36729,1;36728,7;36745,5;40394,5;40394,8;2025-03-13T10:54:15.423Z;40395,42;;static\office room_24.png;1.0;4.0;6.0;;
5;session_56;13/03/2025 11:54;AIDEI10V;;;Practice  Sequence;flow.Sequence;3_1;;;;completion;3666,2;36703,3;36712,2;36728,3;40394,5;40394,9;2025-03-13T10:54:15.423Z;40395,42;;static\office room_24.png;1.0;;;;
5;session_56;13/03/2025 11:54;AIDEI10V;;;Practice  Screen;canvas.Screen;3_2_0;;;;timeout;16,58;40395,2;40395,42;40395,42;40399,3;40399,5;2025-03-13T10:54:15.428Z;40412;;static\restaurant_80.png;2.0;;;;
6;session_56;13/03/2025 11:55;AIDEI10V;;;Practice Questionnaire;html.Form;3_2_1;;;;form submission;50138,1;40399,7;40399,3;40412;90550,1;90550,4;2025-03-13T10:55:05.579Z;90578,5;;static\restaurant_80.png;2.0;5.0;6.0;;
6;session_56;13/03/2025 11:55;AIDEI10V;;;Practice  Sequence;flow.Sequence;3_2;;;;completion;50154,68;40395,1;40395,42;40395,42;90550,1;90550,6;2025-03-13T10:55:05.579Z;90578,5;;static\restaurant_80.png;2.0;;;;
6;session_56;13/03/2025 11:55;AIDEI10V;;;Practice Loop;flow.Loop;3;;;;completion;57555,1;32988;32978,764;32995;90550,1;90550,7;2025-03-13T10:55:05.579Z;90578,5;;;;;;;
7;session_56;13/03/2025 11:55;AIDEI10V;;;Experiment Information Main;html.Form;4;;;;form submission;6307,1;90550,7;90561,6;90578,5;96885,6;96885,8;2025-03-13T10:55:11.914Z;96894,8;;;;;;;
7;session_56;13/03/2025 11:55;AIDEI10V;;;Screen;canvas.Screen;5_0_0;;;;timeout;17;96886;96878,8;96894,8;96895,1;96895,4;2025-03-13T10:55:11.924Z;96911,8;;;;;;living room__217.png;0.0
7;session_56;13/03/2025 11:55;AIDEI10V;;;Questionnaire;html.Form;5_0_1;;;;form submission;1801,9;96895,5;96895,1;96911,8;98713,7;98713,9;2025-03-13T10:55:13.742Z;98728;;;;7.0;7.0;living room__217.png;0.0
7;session_56;13/03/2025 11:55;AIDEI10V;;;Sequence;flow.Sequence;5_0;;;;completion;1818,9;96886;96878,8;96894,8;98713,7;98714;2025-03-13T10:55:13.742Z;98728;;;;;;living room__217.png;0.0
7;session_56;13/03/2025 11:55;AIDEI10V;;;Screen;canvas.Screen;5_1_0;;;;timeout;17,2;98714,2;98712,098;98728;98728,4;98728,6;2025-03-13T10:55:13.757Z;98745,2;;;;;;living room__51.png;1.0
8;session_41;13/03/2025 12:03;AIDEI10V;[List];[Record];Consent Form;html.Form;0;True;True;;form submission;13575,7;4904,8;4894,4;4927,7;18503,4;18503,8;2025-03-13T11:02:37.720Z;18512;;;;;;;
9;session_41;13/03/2025 12:03;AIDEI10V;;;Prolific ID;html.Form;1;;;;form submission;6743;18504;18495,4;18512;25255;25255,2;2025-03-13T11:02:44.471Z;25262,622;participant_45;;;;;;
10;session_41;13/03/2025 12:04;AIDEI10V;;;Experiment Information;html.Form;2;;;;form submission;17311,478;25255,2;25262,622;25262,622;42574,1;42574,3;2025-03-13T11:03:01.790Z;42580,562;;;;;;;
10;session_41;13/03/2025 12:04;AIDEI10V;;;Practice  Screen;canvas.Screen;3_0_0;;;;timeout;16,538;42574,4;42580,562;42580,562;42586,4;42586,7;2025-03-13T11:03:01.803Z;42597,1;;static\living room_0.png;0.0;;;;
11;session_41;13/03/2025 12:04;AIDEI10V;;;Practice Questionnaire;html.Form;3_0_1;;;;form submission;9209,7;42586,7;42586,4;42597,1;51806,8;51807;2025-03-13T11:03:11.023Z;51831;;static\living room_0.png;0.0;4.0;5.0;;
11;session_41;13/03/2025 12:04;AIDEI10V;;;Practice  Sequence;flow.Sequence;3_0;;;;completion;9226,238;42574,4;42580,562;42580,562;51806,8;51807,2;2025-03-13T11:03:11.023Z;51831;;static\living room_0.png;0.0;;;;
11;session_41;13/03/2025 12:04;AIDEI10V;;;Practice  Screen;canvas.Screen;3_1_0;;;;timeout;16,7;51807,4;51814,462;51831;51831,4;51831,7;2025-03-13T11:03:11.048Z;51847,7;;static\office room_24.png;1.0;;;;
12;session_41;13/03/2025 12:04;AIDEI10V;;;Practice Questionnaire;html.Form;3_1_1;;;;form submission;6487,6;51831,8;51831,4;51847,7;58335,3;58335,6;2025-03-13T11:03:17.551Z;58348,2;;static\office room_24.png;1.0;4.0;4.0;;
12;session_41;13/03/2025 12:04;AIDEI10V;;;Practice  Sequence;flow.Sequence;3_1;;;;completion;6504,3;51807,3;51814,462;51831;58335,3;58335,8;2025-03-13T11:03:17.552Z;58348,2;;static\office room_24.png;1.0;;;;
12;session_41;13/03/2025 12:04;AIDEI10V;;;Practice  Screen;canvas.Screen;3_2_0;;;;timeout;16,7;58335,8;58331,688;58348,2;58348,4;58348,6;2025-03-13T11:03:17.564Z;58364,9;;static\restaurant_80.png;2.0;;;;
13;session_41;13/03/2025 12:04;AIDEI10V;;;Practice Questionnaire;html.Form;3_2_1;;;;form submission;6842,1;58348,7;58348,4;58364,9;65207;65207,2;2025-03-13T11:03:24.423Z;65215,4;;static\restaurant_80.png;2.0;7.0;7.0;;
