Participant id,Status,Started at,Completed at,Time taken,Total approvals,Fluent languages,Dyslexia,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
participant_28,APPROVED,2025-03-13T11:19:03.658000Z,2025-03-13T11:43:30.032000Z,1467.0,7,"Afrikaans, English",No,44,Female,White,South Africa,South Africa,South Africa,Afrikaans,No,Part-Time
participant_36,APPROVED,2025-03-13T11:21:14.437000Z,2025-03-13T11:38:54.870000Z,1061.0,237,"English, Portuguese",No,23,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Other
participant_39,APPROVED,2025-03-13T11:17:53.063000Z,2025-03-13T12:01:58.440000Z,2646.0,19,"English, Afrikaans, Other",No,31,Male,Black,Nigeria,United Kingdom,Nigeria,English,No,Full-Time
participant_27,APPROVED,2025-03-13T11:17:51.212000Z,2025-03-13T11:53:20.302000Z,2130.0,68,"Afrikaans, Dutch, English, German, Romanian",No,66,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_52,APPROVED,2025-03-13T11:19:30.823000Z,2025-03-13T11:51:02.269000Z,1892.0,81,"Other, English",No,26,Female,Black,South Africa,South Africa,South Africa,Other,No,Part-Time
participant_42,APPROVED,2025-03-13T11:21:40.621000Z,2025-03-13T11:49:33.422000Z,1673.0,8,"Afrikaans, English, German",No,33,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
participant_58,APPROVED,2025-03-13T11:27:51.477000Z,2025-03-13T11:51:30.124000Z,1419.0,1,"English, Dutch, French, German",No,23,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
participant_60,APPROVED,2025-03-13T11:58:12.913000Z,2025-03-13T12:28:24.033000Z,1812.0,183,English,No,27,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
participant_51,APPROVED,2025-03-13T12:22:20.306000Z,2025-03-13T12:43:56.498000Z,1297.0,809,"English, Other",No,25,Male,Black,Zimbabwe,South Africa,Zimbabwe,English,No,Full-Time
participant_38,APPROVED,2025-03-13T13:04:07.137000Z,2025-03-13T13:16:43.722000Z,757.0,329,English,No,41,Male,White,Mexico,Mexico,Mexico,Spanish,Yes,Full-Time
participant_29,APPROVED,2025-03-13T13:10:56.779000Z,2025-03-13T13:35:36.115000Z,1480.0,175,English,No,33,Male,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
participant_40,RETURNED,2025-04-04T12:27:42.522000Z,,,1822,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_53,RETURNED,2025-04-04T12:28:15.329000Z,,,260,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_48,APPROVED,2025-04-04T13:07:17.665000Z,2025-04-04T13:30:21.731000Z,1385.0,152,"English, Other",No,40,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
participant_56,RETURNED,2025-04-04T13:19:03.361000Z,,,119,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
participant_26,APPROVED,2025-04-04T13:20:20.720000Z,2025-04-04T13:30:01.839000Z,582.0,21,"English, Swedish",No,28,Male,White,Sweden,Sweden,Sweden,Swedish,No,Full-Time
