id;session;timestamp;experiment;data.url;data.meta;data.sender;data.sender_type;data.sender_id;data.consent;data.share;data.;data.ended_on;data.duration;data.time_run;data.time_render;data.time_show;data.time_end;data.time_commit;data.timestamp;data.time_switch;data.ProlificID;data.img_idx_practice;data.counter_practice;data.valence;data.approach;data.img_idx;data.counter_main
1;session_349;10/03/2025 10:51;AIDEI3V;[List];[Record];Consent Form;html.Form;0;True;True;;form submission;9876,2;12589,4;12580,232;12596,9;22473,1;22473,4;2025-03-10T09:51:32.190Z;22491,1;;;;;;;
2;session_349;10/03/2025 10:51;AIDEI3V;;;Prolific ID;html.Form;1;;;;form submission;16803,7;22473,6;22464,7;22491,1;39294,8;39295;2025-03-10T09:51:49.011Z;39311,3;TESTFATIH;;;;;;
3;session_349;10/03/2025 10:52;AIDEI3V;;;Experiment Information;html.Form;2;;;;form submission;18998,3;39295,2;39294,698;39311,3;58309,6;58309,8;2025-03-10T09:52:08.026Z;58328,3;;;;;;;
3;session_349;10/03/2025 10:52;AIDEI3V;;;Practice  Screen;canvas.Screen;3_0_0;;;;timeout;16,7;58310,1;58303,068;58328,3;58328,9;58329,2;2025-03-10T09:52:08.045Z;58345;;static\living room_0.png;0.0;;;;
4;session_349;10/03/2025 10:52;AIDEI3V;;;Practice Questionnaire;html.Form;3_0_1;;;;form submission;2616,2;58329,2;58328,9;58345;60961,2;60961,3;2025-03-10T09:52:10.677Z;60978,4;;static\living room_0.png;0.0;6.0;5.0;;
4;session_349;10/03/2025 10:52;AIDEI3V;;;Practice  Sequence;flow.Sequence;3_0;;;;completion;2632,9;58310;58303,068;58328,3;60961,2;60961,5;2025-03-10T09:52:10.678Z;60978,4;;static\living room_0.png;0.0;;;;
4;session_349;10/03/2025 10:52;AIDEI3V;;;Practice  Screen;canvas.Screen;3_1_0;;;;timeout;16,2;60961,6;60961,542;60978,4;60978,9;60979;2025-03-10T09:52:10.695Z;60994,6;;static\office room_24.png;1.0;;;;
4;session_349;10/03/2025 10:52;AIDEI3V;;;Practice Questionnaire;html.Form;3_1_1;;;;form submission;1973,1;60979,1;60978,9;60994,6;62967,7;62967,8;2025-03-10T09:52:12.684Z;62978,3;;static\office room_24.png;1.0;7.0;6.0;;
4;session_349;10/03/2025 10:52;AIDEI3V;;;Practice  Sequence;flow.Sequence;3_1;;;;completion;1989,3;60961,5;60961,542;60978,4;62967,7;62967,9;2025-03-10T09:52:12.684Z;62978,3;;static\office room_24.png;1.0;;;;
4;session_349;10/03/2025 10:52;AIDEI3V;;;Practice  Screen;canvas.Screen;3_2_0;;;;timeout;16,3;62968;62961,522;62978,3;62978,8;62979;2025-03-10T09:52:12.695Z;62994,6;;static\restaurant_80.png;2.0;;;;
5;session_349;10/03/2025 10:52;AIDEI3V;;;Practice Questionnaire;html.Form;3_2_1;;;;form submission;2960,6;62979;62978,8;62994,6;65955,2;65955,4;2025-03-10T09:52:15.672Z;65961,4;;static\restaurant_80.png;2.0;4.0;5.0;;
5;session_349;10/03/2025 10:52;AIDEI3V;;;Practice  Sequence;flow.Sequence;3_2;;;;completion;2976,9;62968;62961,522;62978,3;65955,2;65955,6;2025-03-10T09:52:15.672Z;65961,4;;static\restaurant_80.png;2.0;;;;
5;session_349;10/03/2025 10:52;AIDEI3V;;;Practice Loop;flow.Loop;3;;;;completion;7626,9;58310;58303,068;58328,3;65955,2;65955,7;2025-03-10T09:52:15.672Z;65961,4;;;;;;;
6;session_349;10/03/2025 10:52;AIDEI3V;;;Experiment Information Main;html.Form;4;;;;form submission;5228,4;65955,7;65944,696;65961,4;71189,8;71190;2025-03-10T09:52:20.906Z;71199,5;;;;;;;
6;session_349;10/03/2025 10:52;AIDEI3V;;;Screen;canvas.Screen;5_0_0;;;;timeout;16,4;71190;71182,76;71199,5;71201,2;71201,9;2025-03-10T09:52:20.918Z;71215,9;;;;;;living room__216.png;0.0
7;session_345;10/03/2025 14:45;AIDEI3V;[List];[Record];Consent Form;html.Form;0;True;True;;form submission;3663;21933,6;21926,3;21942,8;25605,8;25606,1;2025-03-10T13:45:02.600Z;25607,62;;;;;;;
8;session_345;10/03/2025 14:45;AIDEI3V;;;Prolific ID;html.Form;1;;;;form submission;5876,78;25606,3;25607,62;25607,62;31484,4;31484,6;2025-03-10T13:45:08.479Z;31498,8;TESTFATIH2;;;;;;
8;session_345;10/03/2025 14:45;AIDEI3V;;;Experiment Information;html.Form;2;;;;form submission;2237,8;31484,6;31482,382;31498,8;33736,6;33736,7;2025-03-10T13:45:10.731Z;33750,3;;;;;;;
8;session_345;10/03/2025 14:45;AIDEI3V;;;Practice  Screen;canvas.Screen;3_0_0;;;;timeout;16,8;33736,9;33733,664;33750,3;33750,9;33751;2025-03-10T13:45:10.745Z;33767,1;;static\living room_0.png;0.0;;;;
9;session_345;10/03/2025 14:45;AIDEI3V;;;Practice Questionnaire;html.Form;3_0_1;;;;form submission;2787;33751,1;33750,9;33767,1;36554,1;36554,3;2025-03-10T13:45:13.548Z;36566,8;;static\living room_0.png;0.0;7.0;6.0;;
9;session_345;10/03/2025 14:45;AIDEI3V;;;Practice  Sequence;flow.Sequence;3_0;;;;completion;2803,8;33736,9;33733,664;33750,3;36554,1;36554,4;2025-03-10T13:45:13.549Z;36566,8;;static\living room_0.png;0.0;;;;
9;session_345;10/03/2025 14:45;AIDEI3V;;;Practice  Screen;canvas.Screen;3_1_0;;;;timeout;16,7;36554,6;36550,404;36566,8;36567,1;36567,3;2025-03-10T13:45:13.561Z;36583,5;;static\office room_24.png;1.0;;;;
9;session_345;10/03/2025 14:45;AIDEI3V;;;Practice Questionnaire;html.Form;3_1_1;;;;form submission;2061,6;36567,3;36567,1;36583,5;38645,1;38645,2;2025-03-10T13:45:15.639Z;38666,8;;static\office room_24.png;1.0;6.0;7.0;;
9;session_345;10/03/2025 14:45;AIDEI3V;;;Practice  Sequence;flow.Sequence;3_1;;;;completion;2078,3;36554,5;36550,404;36566,8;38645,1;38645,3;2025-03-10T13:45:15.639Z;38666,8;;static\office room_24.png;1.0;;;;
9;session_345;10/03/2025 14:45;AIDEI3V;;;Practice  Screen;canvas.Screen;3_2_0;;;;timeout;16,6;38645,4;38650,262;38666,8;38667,3;38667,5;2025-03-10T13:45:15.662Z;38683,4;;static\restaurant_80.png;2.0;;;;
10;session_345;10/03/2025 14:45;AIDEI3V;;;Practice Questionnaire;html.Form;3_2_1;;;;form submission;2629,2;38667,5;38667,3;38683,4;41312,6;41312,8;2025-03-10T13:45:18.307Z;41316,5;;static\restaurant_80.png;2.0;5.0;5.0;;
10;session_345;10/03/2025 14:45;AIDEI3V;;;Practice  Sequence;flow.Sequence;3_2;;;;completion;2645,8;38645,4;38650,262;38666,8;41312,6;41312,9;2025-03-10T13:45:18.307Z;41316,5;;static\restaurant_80.png;2.0;;;;
10;session_345;10/03/2025 14:45;AIDEI3V;;;Practice Loop;flow.Loop;3;;;;completion;7562,3;33736,9;33733,664;33750,3;41312,6;41313,1;2025-03-10T13:45:18.307Z;41316,5;;;;;;;
10;session_345;10/03/2025 14:45;AIDEI3V;;;Experiment Information Main;html.Form;4;;;;form submission;963,5;41313,1;41300,064;41316,5;42280;42280,2;2025-03-10T13:45:19.274Z;42297,4;;;;;;;
10;session_345;10/03/2025 14:45;AIDEI3V;;;Screen;canvas.Screen;5_0_0;;;;timeout;16,8;42280,3;42280,866;42297,4;42297,9;42298,1;2025-03-10T13:45:19.292Z;42314,2;;;;;;restaurant__110.png;0.0
11;session_350;10/03/2025 14:52;AIDEI3V;[List];[Record];Consent Form;html.Form;0;True;True;;form submission;17796,8;11956;11931;11981;29777,8;29779,9;2025-03-10T13:52:19.231Z;29780,7;;;;;;;
12;session_350;10/03/2025 14:52;AIDEI3V;;;Prolific ID;html.Form;1;;;;form submission;2943,6;29780,5;29780,664;29780,7;32724,3;32724,9;2025-03-10T13:52:22.176Z;32730,726;participant_365;;;;;;
13;session_350;10/03/2025 14:52;AIDEI3V;;;Experiment Information;html.Form;2;;;;form submission;14543,474;32725,2;32730,726;32730,726;47274,2;47275,1;2025-03-10T13:52:36.726Z;47297,246;;;;;;;
13;session_350;10/03/2025 14:52;AIDEI3V;;;Practice  Screen;canvas.Screen;3_0_0;;;;timeout;16,354;47275,5;47297,246;47297,246;47308,3;47309,2;2025-03-10T13:52:36.760Z;47313,6;;static\living room_0.png;0.0;;;;
14;session_350;10/03/2025 14:52;AIDEI3V;;;Practice Questionnaire;html.Form;3_0_1;;;;form submission;10817,2;47309,4;47308,3;47313,6;58130,8;58131,3;2025-03-10T13:52:47.582Z;58146,8;;static\living room_0.png;0.0;7.0;7.0;;
14;session_350;10/03/2025 14:52;AIDEI3V;;;Practice  Sequence;flow.Sequence;3_0;;;;completion;10833,554;47275,5;47297,246;47297,246;58130,8;58131,7;2025-03-10T13:52:47.583Z;58146,8;;static\living room_0.png;0.0;;;;
14;session_350;10/03/2025 14:52;AIDEI3V;;;Practice  Screen;canvas.Screen;3_1_0;;;;timeout;16,8;58131,8;58130,552;58146,8;58150;58150,5;2025-03-10T13:52:47.601Z;58163,6;;static\office room_24.png;1.0;;;;
