id;session;timestamp;experiment;data.url;data.meta;data.sender;data.sender_type;data.sender_id;data.consent;data.share;data.;data.ended_on;data.duration;data.time_run;data.time_render;data.time_show;data.time_end;data.time_commit;data.timestamp;data.time_switch;data.ProlificID;data.img_idx_practice;data.counter_practice;data.valence;data.approach;data.img_idx;data.counter_main
1;session_359;11/03/2025 09:15;AIDEI4V;[List];[Record];Consent Form;html.Form;0;True;True;;form submission;13204,7;13960,3;13936,1;13969,8;27174,5;27174,9;2025-03-11T08:15:36.663Z;27186;;;;;;;
2;session_359;11/03/2025 09:15;AIDEI4V;;;Prolific ID;html.Form;1;;;;form submission;3098,7;27175,2;27169,764;27186;30284,7;30285,1;2025-03-11T08:15:39.773Z;30286,09;TESTFatih;;;;;;
2;session_359;11/03/2025 09:15;AIDEI4V;;;Experiment Information;html.Form;2;;;;form submission;1473,41;30285,3;30286,09;30286,09;31759,5;31759,7;2025-03-11T08:15:41.248Z;31769,3;;;;;;;
2;session_359;11/03/2025 09:15;AIDEI4V;;;Practice  Screen;canvas.Screen;3_0_0;;;;timeout;16,5;31760;31753,1;31769,3;31769,9;31770,3;2025-03-11T08:15:41.258Z;31785,8;;static\living room_0.png;0.0;;;;
2;session_359;11/03/2025 09:15;AIDEI4V;;;Practice Questionnaire;html.Form;3_0_1;;;;form submission;1840,8;31770,5;31769,9;31785,8;33626,6;33627;2025-03-11T08:15:43.115Z;33653,4;;static\living room_0.png;0.0;6.0;5.0;;
2;session_359;11/03/2025 09:15;AIDEI4V;;;Practice  Sequence;flow.Sequence;3_0;;;;completion;1857,3;31759,9;31753,1;31769,3;33626,6;33627,3;2025-03-11T08:15:43.116Z;33653,4;;static\living room_0.png;0.0;;;;
2;session_359;11/03/2025 09:15;AIDEI4V;;;Practice  Screen;canvas.Screen;3_1_0;;;;timeout;16,4;33627,6;33636,484;33653,4;33654,1;33654,3;2025-03-11T08:15:43.143Z;33669,8;;static\office room_24.png;1.0;;;;
2;session_359;11/03/2025 09:15;AIDEI4V;;;Practice Questionnaire;html.Form;3_1_1;;;;form submission;1249,1;33654,5;33654,1;33669,8;34918,9;34919,5;2025-03-11T08:15:44.408Z;34919,764;;static\office room_24.png;1.0;7.0;6.0;;
2;session_359;11/03/2025 09:15;AIDEI4V;;;Practice  Sequence;flow.Sequence;3_1;;;;completion;1265,5;33627,4;33636,484;33653,4;34918,9;34920,2;2025-03-11T08:15:44.408Z;34919,764;;static\office room_24.png;1.0;;;;
2;session_359;11/03/2025 09:15;AIDEI4V;;;Practice  Screen;canvas.Screen;3_2_0;;;;timeout;16,536;34920,5;34919,764;34919,764;34925,9;34926,3;2025-03-11T08:15:44.414Z;34936,3;;static\restaurant_80.png;2.0;;;;
3;session_359;11/03/2025 09:15;AIDEI4V;;;Practice Questionnaire;html.Form;3_2_1;;;;form submission;2516,7;34926,5;34925,9;34936,3;37453;37453,5;2025-03-11T08:15:46.942Z;37469,2;;static\restaurant_80.png;2.0;6.0;7.0;;
3;session_359;11/03/2025 09:15;AIDEI4V;;;Practice  Sequence;flow.Sequence;3_2;;;;completion;2533,236;34920,4;34919,764;34919,764;37453;37453,9;2025-03-11T08:15:46.942Z;37469,2;;static\restaurant_80.png;2.0;;;;
3;session_359;11/03/2025 09:15;AIDEI4V;;;Practice Loop;flow.Loop;3;;;;completion;5683,7;31759,9;31753,1;31769,3;37453;37454;2025-03-11T08:15:46.942Z;37469,2;;;;;;;
3;session_359;11/03/2025 09:15;AIDEI4V;;;Experiment Information Main;html.Form;4;;;;form submission;1264,7;37454,3;37453,238;37469,2;38733,9;38734,1;2025-03-11T08:15:48.222Z;38752,6;;;;;;;
3;session_359;11/03/2025 09:15;AIDEI4V;;;Screen;canvas.Screen;5_0_0;;;;timeout;16,7;38734,4;38735,898;38752,6;38753,3;38753,6;2025-03-11T08:15:48.242Z;38769,3;;;;;;restaurant__275.png;0.0
4;session_359;11/03/2025 09:16;AIDEI4V;;;Questionnaire;html.Form;5_0_1;;;;form submission;14991,3;38753,7;38753,3;38769,3;53760,6;53761;2025-03-11T08:16:03.249Z;53769,3;;;;7.0;6.0;restaurant__275.png;0.0
4;session_359;11/03/2025 09:16;AIDEI4V;;;Sequence;flow.Sequence;5_0;;;;completion;15008;38734,3;38735,898;38752,6;53760,6;53761,3;2025-03-11T08:16:03.250Z;53769,3;;;;;;restaurant__275.png;0.0
4;session_359;11/03/2025 09:16;AIDEI4V;;;Screen;canvas.Screen;5_1_0;;;;timeout;16,9;53761,7;53753,2;53769,3;53769,8;53770;2025-03-11T08:16:03.258Z;53786,2;;;;;;office__131.png;1.0
5;session_359;11/03/2025 09:16;AIDEI4V;;;Questionnaire;html.Form;5_1_1;;;;form submission;12080,1;53770,2;53769,8;53786,2;65866,3;65866,6;2025-03-11T08:16:15.355Z;65886,6;;;;4.0;5.0;office__131.png;1.0
5;session_359;11/03/2025 09:16;AIDEI4V;;;Sequence;flow.Sequence;5_1;;;;completion;12097;53761,6;53753,2;53769,3;65866,3;65866,8;2025-03-11T08:16:15.355Z;65886,6;;;;;;office__131.png;1.0
5;session_359;11/03/2025 09:16;AIDEI4V;;;Screen;canvas.Screen;5_2_0;;;;timeout;15,8;65867,1;65869,698;65886,6;65886,9;65887,3;2025-03-11T08:16:15.376Z;65902,4;;;;;;restaurant_4.png;2.0
6;session_359;11/03/2025 09:16;AIDEI4V;;;Questionnaire;html.Form;5_2_1;;;;form submission;4968,4;65888;65886,9;65902,4;70870,8;70871,2;2025-03-11T08:16:20.359Z;70886,5;;;;7.0;6.0;restaurant_4.png;2.0
6;session_359;11/03/2025 09:16;AIDEI4V;;;Sequence;flow.Sequence;5_2;;;;completion;4984,2;65866,9;65869,698;65886,6;70870,8;70871,4;2025-03-11T08:16:20.360Z;70886,5;;;;;;restaurant_4.png;2.0
